sku,style_id,catalog,category,weight,tp1,tp2,mrp_old,final_mrp_old,ajio_mrp,amazon_mrp,amazon_fba_mrp,flipkart_mrp,limeroad_mrp,myntra_mrp,paytm_mrp,snapdeal_mrp,style,size,asin
Os120_14412_XL,Os120_14412,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os120_14412_2XL,Os120_14412,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1895,,,
Os120_14412_3XL,Os120_14412,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1895,,,
Os126_14249_S,Os126_14249,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os126_14249_M,Os126_14249,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os126_14249_L,Os126_14249,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os126_14249_XL,Os126_14249,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os126_14249_2XL,Os126_14249,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os126_14249_3XL,Os126_14249,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os132_1866_S,Os132_1866,Mix,Kurta,0.3,286.0,231.66,1195.0,1195.0,1195,1195,1195,1195,1195,1195,1195,1195,,,
Os132_1866_M,Os132_1866,Mix,Kurta,0.3,286.0,231.66,1195.0,1195.0,1195,1195,1195,1195,1195,1195,1195,1195,,,
Os132_1866_L,Os132_1866,Mix,Kurta,0.3,286.0,231.66,1195.0,1195.0,1195,1195,1195,1195,1195,1195,1195,1195,,,
Os132_1866_XL,Os132_1866,Mix,Kurta,0.3,286.0,231.66,1195.0,1195.0,1195,1195,1195,1195,1195,1195,1195,1195,,,
Os132_1866_2XL,Os132_1866,Mix,Kurta,0.3,286.0,231.66,1195.0,1195.0,1195,1195,1195,1195,1195,1195,1195,1195,,,
Os132_1866_3XL,Os132_1866,Mix,Kurta,0.3,286.0,231.66,1195.0,1195.0,1195,1195,1195,1195,1195,1195,1195,1195,,,
Os116_14254_S,Os116_14254,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os116_14254_M,Os116_14254,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os116_14254_L,Os116_14254,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os116_14254_XL,Os116_14254,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os116_14254_2XL,Os116_14254,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os116_14254_3XL,Os116_14254,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os113_3090_S,Os113_3090,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os113_3090_M,Os113_3090,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os113_3090_L,Os113_3090,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os113_3090_XL,Os113_3090,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os113_3090_2XL,Os113_3090,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os113_3090_3XL,Os113_3090,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os111_3074_S,Os111_3074,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os111_3074_M,Os111_3074,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os111_3074_L,Os111_3074,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os111_3074_XL,Os111_3074,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os111_3074_2XL,Os111_3074,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os111_3074_3XL,Os111_3074,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os123_1332_S,Os123_1332,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os123_1332_M,Os123_1332,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os123_1332_L,Os123_1332,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os123_1332_XL,Os123_1332,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os123_1332_2XL,Os123_1332,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os123_1332_3XL,Os123_1332,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os141_1331_S,Os141_1331,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os141_1331_M,Os141_1331,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os141_1331_L,Os141_1331,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os141_1331_XL,Os141_1331,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os141_1331_2XL,Os141_1331,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os141_1331_3XL,Os141_1331,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os102_14255_S,Os102_14255,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os102_14255_M,Os102_14255,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os102_14255_L,Os102_14255,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os102_14255_XL,Os102_14255,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os102_14255_2XL,Os102_14255,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os102_14255_3XL,Os102_14255,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os104_1276_S,Os104_1276,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os104_1276_M,Os104_1276,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os104_1276_L,Os104_1276,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os104_1276_XL,Os104_1276,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os104_1276_2XL,Os104_1276,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os104_1276_3XL,Os104_1276,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os106_14213_S,Os106_14213,Mix,Kurta,0.3,581.0,470.61,2395.0,2395.0,2395,2395,2395,2395,2495,2395,2395,2395,,,
Os106_14213_M,Os106_14213,Mix,Kurta,0.3,581.0,470.61,2395.0,2395.0,2395,2395,2395,2395,2495,2395,2395,2395,,,
Os106_14213_L,Os106_14213,Mix,Kurta,0.3,581.0,470.61,2395.0,2395.0,2395,2395,2395,2395,2495,2395,2395,2495,,,
Os106_14213_XL,Os106_14213,Mix,Kurta,0.3,581.0,470.61,2395.0,2395.0,2395,2395,2395,2395,2495,2395,2395,2495,,,
Os106_14213_2XL,Os106_14213,Mix,Kurta,0.3,581.0,470.61,2395.0,2395.0,2395,2395,2395,2395,2495,2395,2395,2395,,,
Os106_14213_3XL,Os106_14213,Mix,Kurta,0.3,581.0,470.61,2395.0,2395.0,2395,2395,2395,2395,2495,2395,2395,2395,,,
Os105_3062_S,Os105_3062,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os105_3062_M,Os105_3062,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os105_3062_L,Os105_3062,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os105_3062_XL,Os105_3062,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os105_3062_2XL,Os105_3062,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os105_3062_3XL,Os105_3062,Mix,Kurta,0.3,381.0,308.61,1595.0,1595.0,1595,1595,1595,1595,1595,1595,1595,1595,,,
Os109_3095_S,Os109_3095,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os109_3095_M,Os109_3095,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os109_3095_L,Os109_3095,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os109_3095_XL,Os109_3095,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os109_3095_2XL,Os109_3095,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os109_3095_3XL,Os109_3095,Mix,Kurta,0.3,471.0,381.51,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os173_3090_S,Os173_3090,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os173_3090_M,Os173_3090,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os173_3090_L,Os173_3090,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os173_3090_XL,Os173_3090,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os173_3090_2XL,Os173_3090,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os173_3090_3XL,Os173_3090,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1895,1895,1895,1895,,,
Os187_5073_S,Os187_5073,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os187_5073_M,Os187_5073,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os187_5073_L,Os187_5073,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os187_5073_XL,Os187_5073,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os187_5073_2XL,Os187_5073,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os187_5073_3XL,Os187_5073,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os215_5072_S,Os215_5072,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1795,,,
Os215_5072_M,Os215_5072,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1795,,,
Os215_5072_L,Os215_5072,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1795,,,
Os215_5072_XL,Os215_5072,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1795,,,
Os215_5072_2XL,Os215_5072,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1795,,,
Os215_5072_3XL,Os215_5072,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1795,,,
Os103_4171_S,Os103_4171,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os103_4171_XS,Os103_4171,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os103_4171_M,Os103_4171,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os103_4171_L,Os103_4171,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os103_4171_XL,Os103_4171,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os103_4171_2XL,Os103_4171,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os103_4171_3XL,Os103_4171,Mix,Kurta,0.3,500.0,405.0,1995.0,1995.0,1995,1995,1995,1995,2095,1995,1995,2095,,,
Os216_3095_M,Os216_3095,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os216_3095_S,Os216_3095,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os216_3095_L,Os216_3095,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os216_3095_XL,Os216_3095,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os216_3095_2XL,Os216_3095,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os216_3095_3XL,Os216_3095,Mix,Kurta,0.3,457.0,370.17,1895.0,1895.0,1895,1895,1895,1895,1995,1895,1895,1995,,,
Os217_5071_S,Os217_5071,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os217_5071_M,Os217_5071,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os217_5071_L,Os217_5071,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os217_5071_XL,Os217_5071,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os217_5071_2XL,Os217_5071,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os217_5071_3XL,Os217_5071,Mix,Kurta,0.3,424.0,343.44,1695.0,1695.0,1695,1695,1695,1695,1795,1695,1695,1695,,,
Os152_S,Os152,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os152_M,Os152,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os152_L,Os152,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os152_XL,Os152,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os152_2XL,Os152,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os152_3XL,Os152,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os149_S,Os149,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os149_M,Os149,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os149_L,Os149,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os149_XL,Os149,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os149_2XL,Os149,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os149_3XL,Os149,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os221_S,Os221,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os221_M,Os221,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os221_L,Os221,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os221_XL,Os221,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os221_2XL,Os221,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os221_3XL,Os221,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1695,1695,1795,1795,1795,1795,1795,,,
Os153_S,Os153,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os153_M,Os153,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os153_L,Os153,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os153_XL,Os153,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os153_2XL,Os153,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os153_3XL,Os153,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os158_S,Os158,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os158_M,Os158,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os158_L,Os158,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os158_XL,Os158,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os158_2XL,Os158,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os158_3XL,Os158,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os150_S,Os150,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os150_M,Os150,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os150_L,Os150,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os150_XL,Os150,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os150_2XL,Os150,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os150_3XL,Os150,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os148_S,Os148,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os148_M,Os148,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os148_L,Os148,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os148_XL,Os148,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os148_2XL,Os148,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os148_3XL,Os148,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os154_S,Os154,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os154_M,Os154,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os154_L,Os154,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os154_XL,Os154,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os154_2XL,Os154,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os154_3XL,Os154,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1895,1895,1695,1695,1695,1695,1695,,,
Os164_S,Os164,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os164_M,Os164,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os164_L,Os164,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os164_XL,Os164,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os164_2XL,Os164,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os164_3XL,Os164,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os168_S,Os168,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,2495,2495,1695,1695,1695,1695,1695,,,
Os168_M,Os168,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,2495,2495,1695,1695,1695,1695,1695,,,
Os168_L,Os168,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,2495,2495,1695,1695,1695,1695,1695,,,
Os168_XL,Os168,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,2495,2495,1695,1695,1695,1695,1695,,,
Os168_2XL,Os168,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,2495,2495,1695,1695,1695,1695,1695,,,
Os168_3XL,Os168,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,2495,2495,1695,1695,1695,1695,1695,,,
Os157_S,Os157,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os157_M,Os157,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os157_L,Os157,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os157_XL,Os157,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os157_2XL,Os157,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os157_3XL,Os157,Mix,Kurta,0.3,425.0,344.25,1795.0,1795.0,1795,1795,1795,1795,1795,1795,1795,1795,,,
Os167_XS,Os167,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os167_S,Os167,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os167_M,Os167,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os167_L,Os167,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os167_XL,Os167,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os167_2XL,Os167,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os167_3XL,Os167,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os161_S,Os161,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os161_M,Os161,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os161_L,Os161,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os161_XL,Os161,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os161_2XL,Os161,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
Os161_3XL,Os161,Mix,Kurta,0.3,395.0,319.95,1695.0,1695.0,1695,1695,1695,1695,1695,1695,1695,1695,,,
