sku_code,design_no,stock,category,size,color,sku,style,asin
J0140-SET-XL,J0140,2.0,KURTA SET,XL,White,,,
J0140-SET-XS,J0140,3.0,KURTA SET,XS,White,,,
J0140-SET-XXL,J0140,4.0,KURTA SET,XXL,White,,,
J0140-SET-XXXL,J0140,2.0,KURTA SET,XXXL,White,,,
J0141-KR-L,J0141,1.0,KURTA,L,Blue,,,
J0141-KR-M,J0141,1.0,KURTA,M,Blue,,,
J0141-KR-S,J0141,2.0,KURTA,S,Blue,,,
J0141-KR-XL,J0141,1.0,KURTA,XL,Blue,,,
J0141-KR-XS,J0141,3.0,KURTA,XS,Blue,,,
J0141-KR-XXL,J0141,1.0,KURTA,XXL,Blue,,,
J0141-KR-XXXL,J0141,2.0,KURTA,XXXL,Blue,,,
J0142-KR-L,J0142,2.0,KURTA,L,Orange,,,
J0142-KR-M,J0142,7.0,KURTA,M,Orange,,,
J0142-KR-S,J0142,11.0,KURTA,S,Orange,,,
J0142-KR-XL,J0142,5.0,KURTA,XL,Orange,,,
J0142-KR-XS,J0142,32.0,KURTA,XS,Orange,,,
J0142-KR-XXL,J0142,0.0,KURTA,XXL,Orange,,,
J0142-KR-XXXL,J0142,2.0,KURTA,XXXL,Orange,,,
J0143-SET-L,J0143,2.0,KURTA SET,L,Green,,,
J0143-SET-M,J0143,2.0,KURTA SET,M,Green,,,
J0143-SET-S,J0143,2.0,KURTA SET,S,Green,,,
J0143-SET-XL,J0143,0.0,KURTA SET,XL,Green,,,
J0143-SET-XS,J0143,3.0,KURTA SET,XS,Green,,,
J0143-SET-XXL,J0143,2.0,KURTA SET,XXL,Green,,,
J0143-SET-XXXL,J0143,0.0,KURTA SET,XXXL,Green,,,
J0144-SET-L,J0144,0.0,KURTA SET,L,Red,,,
J0144-SET-M,J0144,1.0,KURTA SET,M,Red,,,
J0144-SET-S,J0144,1.0,KURTA SET,S,Red,,,
J0144-SET-XL,J0144,0.0,KURTA SET,XL,Red,,,
J0144-SET-XS,J0144,4.0,KURTA SET,XS,Red,,,
J0144-SET-XXL,J0144,0.0,KURTA SET,XXL,Red,,,
J0144-SET-XXXL,J0144,1.0,KURTA SET,XXXL,Red,,,
J0145-SET-L,J0145,1.0,KURTA SET,L,Black,,,
J0145-SET-S,J0145,1.0,KURTA SET,S,Black,,,
J0145-SET-XL,J0145,3.0,KURTA SET,XL,Black,,,
J0145-SET-XS,J0145,2.0,KURTA SET,XS,Black,,,
J0145-SET-XXL,J0145,3.0,KURTA SET,XXL,Black,,,
J0145-SET-XXXL,J0145,1.0,KURTA SET,XXXL,Black,,,
J0146-SET-L,J0146,1.0,KURTA SET,L,Mustard,,,
J0146-SET-M,J0146,0.0,KURTA SET,M,Mustard,,,
J0146-SET-S,J0146,1.0,KURTA SET,S,Mustard,,,
J0146-SET-XL,J0146,0.0,KURTA SET,XL,Mustard,,,
J0146-SET-XS,J0146,0.0,KURTA SET,XS,Mustard,,,
J0146-SET-XXL,J0146,0.0,KURTA SET,XXL,Mustard,,,
J0146-SET-XXXL,J0146,0.0,KURTA SET,XXXL,Mustard,,,
J0147-SET-L,J0147,3.0,KURTA SET,L,Teal,,,
J0147-SET-M,J0147,3.0,KURTA SET,M,Teal,,,
J0147-SET-S,J0147,2.0,KURTA SET,S,Teal,,,
J0147-SET-XL,J0147,13.0,KURTA SET,XL,Teal,,,
J0147-SET-XS,J0147,2.0,KURTA SET,XS,Teal,,,
J0147-SET-XXL,J0147,30.0,KURTA SET,XXL,Teal,,,
J0147-SET-XXXL,J0147,15.0,KURTA SET,XXXL,Teal,,,
J0148-SET-L,J0148,1.0,KURTA SET,L,Green,,,
J0148-SET-M,J0148,5.0,KURTA SET,M,Green,,,
J0148-SET-S,J0148,2.0,KURTA SET,S,Green,,,
J0148-SET-XL,J0148,9.0,KURTA SET,XL,Green,,,
J0148-SET-XS,J0148,9.0,KURTA SET,XS,Green,,,
J0148-SET-XXL,J0148,7.0,KURTA SET,XXL,Green,,,
J0148-SET-XXXL,J0148,21.0,KURTA SET,XXXL,Green,,,
J0149-KR-L,J0149,0.0,KURTA,L,White,,,
J0149-KR-M,J0149,0.0,KURTA,M,White,,,
J0149-KR-S,J0149,2.0,KURTA,S,White,,,
J0149-KR-XL,J0149,0.0,KURTA,XL,White,,,
J0149-KR-XS,J0149,5.0,KURTA,XS,White,,,
J0149-KR-XXL,J0149,0.0,KURTA,XXL,White,,,
J0149-KR-XXXL,J0149,0.0,KURTA,XXXL,White,,,
J0150-KR-L,J0150,2.0,KURTA,L,Black,,,
J0150-KR-M,J0150,1.0,KURTA,M,Black,,,
J0150-KR-S,J0150,7.0,KURTA,S,Black,,,
J0150-KR-XL,J0150,0.0,KURTA,XL,Black,,,
J0150-KR-XS,J0150,17.0,KURTA,XS,Black,,,
J0150-KR-XXL,J0150,3.0,KURTA,XXL,Black,,,
J0150-KR-XXXL,J0150,0.0,KURTA,XXXL,Black,,,
J0151-KR-L,J0151,3.0,KURTA,L,Green,,,
J0151-KR-M,J0151,3.0,KURTA,M,Green,,,
J0151-KR-S,J0151,3.0,KURTA,S,Green,,,
J0151-KR-XL,J0151,3.0,KURTA,XL,Green,,,
J0151-KR-XS,J0151,4.0,KURTA,XS,Green,,,
J0151-KR-XXL,J0151,4.0,KURTA,XXL,Green,,,
J0151-KR-XXXL,J0151,2.0,KURTA,XXXL,Green,,,
J0152-DR-L,J0152,2.0,DRESS,L,Blue,,,
J0152-DR-M,J0152,3.0,DRESS,M,Blue,,,
J0152-DR-S,J0152,25.0,DRESS,S,Blue,,,
J0152-DR-XL,J0152,18.0,DRESS,XL,Blue,,,
J0152-DR-XS,J0152,0.0,DRESS,XS,Blue,,,
J0152-DR-XXL,J0152,2.0,DRESS,XXL,Blue,,,
J0152-DR-XXXL,J0152,3.0,DRESS,XXXL,Blue,,,
J0153-DR-L,J0153,4.0,DRESS,L,Green,,,
J0153-DR-M,J0153,3.0,DRESS,M,Green,,,
J0153-DR-S,J0153,6.0,DRESS,S,Green,,,
J0153-DR-XL,J0153,21.0,DRESS,XL,Green,,,
J0153-DR-XS,J0153,2.0,DRESS,XS,Green,,,
J0153-DR-XXL,J0153,2.0,DRESS,XXL,Green,,,
J0153-DR-XXXL,J0153,3.0,DRESS,XXXL,Green,,,
J0154-DR-L,J0154,1.0,DRESS,L,Multicolor,,,
J0154-DR-M,J0154,0.0,DRESS,M,Multicolor,,,
J0154-DR-S,J0154,1.0,DRESS,S,Multicolor,,,
J0154-DR-XL,J0154,2.0,DRESS,XL,Multicolor,,,
J0154-DR-XS,J0154,2.0,DRESS,XS,Multicolor,,,
J0154-DR-XXL,J0154,2.0,DRESS,XXL,Multicolor,,,
J0154-DR-XXXL,J0154,2.0,DRESS,XXXL,Multicolor,,,
J0155-KR-L,J0155,2.0,KURTA,L,Green,,,
J0155-KR-M,J0155,2.0,KURTA,M,Green,,,
J0155-KR-S,J0155,13.0,KURTA,S,Green,,,
J0155-KR-XL,J0155,2.0,KURTA,XL,Green,,,
J0155-KR-XS,J0155,62.0,KURTA,XS,Green,,,
J0155-KR-XXL,J0155,20.0,KURTA,XXL,Green,,,
J0155-KR-XXXL,J0155,11.0,KURTA,XXXL,Green,,,
J0157-DR-L,J0157,9.0,DRESS,L,Black,,,
J0157-DR-M,J0157,5.0,DRESS,M,Black,,,
J0157-DR-S,J0157,51.0,DRESS,S,Black,,,
J0157-DR-XL,J0157,48.0,DRESS,XL,Black,,,
J0157-DR-XS,J0157,9.0,DRESS,XS,Black,,,
J0157-DR-XXL,J0157,27.0,DRESS,XXL,Black,,,
J0157-DR-XXXL,J0157,4.0,DRESS,XXXL,Black,,,
J0158-DR-L,J0158,43.0,DRESS,L,White,,,
J0158-DR-M,J0158,73.0,DRESS,M,White,,,
J0158-DR-S,J0158,30.0,DRESS,S,White,,,
J0158-DR-XL,J0158,78.0,DRESS,XL,White,,,
J0158-DR-XS,J0158,10.0,DRESS,XS,White,,,
J0158-DR-XXL,J0158,33.0,DRESS,XXL,White,,,
J0158-DR-XXXL,J0158,39.0,DRESS,XXXL,White,,,
J0159-DR-L,J0159,3.0,DRESS,L,Blue,,,
J0159-DR-M,J0159,2.0,DRESS,M,Blue,,,
J0159-DR-S,J0159,4.0,DRESS,S,Blue,,,
J0159-DR-XL,J0159,3.0,DRESS,XL,Blue,,,
J0159-DR-XS,J0159,28.0,DRESS,XS,Blue,,,
J0159-DR-XXL,J0159,1.0,DRESS,XXL,Blue,,,
J0159-DR-XXXL,J0159,0.0,DRESS,XXXL,Blue,,,
J0160-TP-L,J0160,0.0,TOP,L,Blue,,,
J0160-TP-M,J0160,0.0,TOP,M,Blue,,,
J0160-TP-S,J0160,0.0,TOP,S,Blue,,,
J0160-TP-XL,J0160,0.0,TOP,XL,Blue,,,
J0160-TP-XS,J0160,0.0,TOP,XS,Blue,,,
J0160-TP-XXL,J0160,1.0,TOP,XXL,Blue,,,
J0160-TP-XXXL,J0160,0.0,TOP,XXXL,Blue,,,
J0161-DR-L,J0161,2.0,DRESS,L,Rust,,,
J0161-DR-M,J0161,1.0,DRESS,M,Rust,,,
J0161-DR-S,J0161,1.0,DRESS,S,Rust,,,
J0161-DR-XL,J0161,2.0,DRESS,XL,Rust,,,
J0161-DR-XS,J0161,4.0,DRESS,XS,Rust,,,
J0161-DR-XXL,J0161,4.0,DRESS,XXL,Rust,,,
J0161-DR-XXXL,J0161,2.0,DRESS,XXXL,Rust,,,
J0162-SKD-L,J0162,38.0,KURTA SET,L,Mustard,,,
J0162-SKD-M,J0162,40.0,KURTA SET,M,Mustard,,,
J0162-SKD-S,J0162,46.0,KURTA SET,S,Mustard,,,
J0162-SKD-XL,J0162,37.0,KURTA SET,XL,Mustard,,,
J0162-SKD-XS,J0162,50.0,KURTA SET,XS,Mustard,,,
J0162-SKD-XXL,J0162,33.0,KURTA SET,XXL,Mustard,,,
J0162-SKD-XXXL,J0162,18.0,KURTA SET,XXXL,Mustard,,,
J0163-SKD-L,J0163,143.0,KURTA SET,L,Red,,,
J0163-SKD-M,J0163,145.0,KURTA SET,M,Red,,,
J0163-SKD-S,J0163,112.0,KURTA SET,S,Red,,,
J0163-SKD-XL,J0163,91.0,KURTA SET,XL,Red,,,
J0163-SKD-XS,J0163,104.0,KURTA SET,XS,Red,,,
J0163-SKD-XXL,J0163,48.0,KURTA SET,XXL,Red,,,
J0163-SKD-XXXL,J0163,44.0,KURTA SET,XXXL,Red,,,
J0164-DR-L,J0164,7.0,DRESS,L,Orange,,,
J0164-DR-M,J0164,4.0,DRESS,M,Orange,,,
J0164-DR-S,J0164,20.0,DRESS,S,Orange,,,
J0164-DR-XL,J0164,6.0,DRESS,XL,Orange,,,
J0164-DR-XS,J0164,45.0,DRESS,XS,Orange,,,
J0164-DR-XXL,J0164,4.0,DRESS,XXL,Orange,,,
J0164-DR-XXXL,J0164,4.0,DRESS,XXXL,Orange,,,
J0165-TP-L,J0165,3.0,TOP,L,Orange,,,
J0165-TP-M,J0165,3.0,TOP,M,Orange,,,
J0165-TP-S,J0165,52.0,TOP,S,Orange,,,
J0165-TP-XL,J0165,3.0,TOP,XL,Orange,,,
J0165-TP-XS,J0165,32.0,TOP,XS,Orange,,,
J0165-TP-XXL,J0165,2.0,TOP,XXL,Orange,,,
J0165-TP-XXXL,J0165,3.0,TOP,XXXL,Orange,,,
J0166-DR-L,J0166,2.0,DRESS,L,Pink,,,
J0166-DR-M,J0166,3.0,DRESS,M,Pink,,,
J0166-DR-S,J0166,9.0,DRESS,S,Pink,,,
J0166-DR-XL,J0166,3.0,DRESS,XL,Pink,,,
J0166-DR-XS,J0166,19.0,DRESS,XS,Pink,,,
J0166-DR-XXL,J0166,2.0,DRESS,XXL,Pink,,,
J0166-DR-XXXL,J0166,2.0,DRESS,XXXL,Pink,,,
J0167-KR-L,J0167,4.0,KURTA,L,Pink,,,
J0167-KR-M,J0167,2.0,KURTA,M,Pink,,,
J0167-KR-S,J0167,36.0,KURTA,S,Pink,,,
J0167-KR-XL,J0167,0.0,KURTA,XL,Pink,,,
J0167-KR-XS,J0167,36.0,KURTA,XS,Pink,,,
J0167-KR-XXL,J0167,3.0,KURTA,XXL,Pink,,,
J0167-KR-XXXL,J0167,1.0,KURTA,XXXL,Pink,,,
J0168-DR-L,J0168,2.0,DRESS,L,Sky Blue,,,
J0168-DR-M,J0168,5.0,DRESS,M,Sky Blue,,,
J0168-DR-S,J0168,13.0,DRESS,S,Sky Blue,,,
J0168-DR-XL,J0168,2.0,DRESS,XL,Sky Blue,,,
J0168-DR-XS,J0168,37.0,DRESS,XS,Sky Blue,,,
J0168-DR-XXL,J0168,3.0,DRESS,XXL,Sky Blue,,,
J0168-DR-XXXL,J0168,1.0,DRESS,XXXL,Sky Blue,,,
J0169-KR-L,J0169,0.0,KURTA,L,Multicolor,,,
J0169-KR-M,J0169,1.0,KURTA,M,Multicolor,,,
J0169-KR-S,J0169,1.0,KURTA,S,Multicolor,,,
J0169-KR-XL,J0169,0.0,KURTA,XL,Multicolor,,,
J0169-KR-XS,J0169,2.0,KURTA,XS,Multicolor,,,
J0169-KR-XXL,J0169,1.0,KURTA,XXL,Multicolor,,,
J0169-KR-XXXL,J0169,1.0,KURTA,XXXL,Multicolor,,,
J0170-TP-L,J0170,2.0,TOP,L,Blue,,,
J0170-TP-M,J0170,1.0,TOP,M,Blue,,,
J0170-TP-S,J0170,4.0,TOP,S,Blue,,,
J0170-TP-XL,J0170,3.0,TOP,XL,Blue,,,
J0170-TP-XS,J0170,19.0,TOP,XS,Blue,,,
J0170-TP-XXL,J0170,4.0,TOP,XXL,Blue,,,
J0170-TP-XXXL,J0170,3.0,TOP,XXXL,Blue,,,
J0171-DR-L,J0171,1.0,DRESS,L,Blue,,,
J0171-DR-M,J0171,0.0,DRESS,M,Blue,,,
J0171-DR-S,J0171,13.0,DRESS,S,Blue,,,
J0171-DR-XL,J0171,1.0,DRESS,XL,Blue,,,
J0171-DR-XS,J0171,73.0,DRESS,XS,Blue,,,
J0171-DR-XXL,J0171,2.0,DRESS,XXL,Blue,,,
J0171-DR-XXXL,J0171,0.0,DRESS,XXXL,Blue,,,
J0172-TP-L,J0172,0.0,TOP,L,Blue,,,
J0172-TP-M,J0172,7.0,TOP,M,Blue,,,
J0172-TP-S,J0172,1.0,TOP,S,Blue,,,
J0172-TP-XL,J0172,30.0,TOP,XL,Blue,,,
J0172-TP-XS,J0172,2.0,TOP,XS,Blue,,,
J0172-TP-XXL,J0172,16.0,TOP,XXL,Blue,,,
J0172-TP-XXXL,J0172,47.0,TOP,XXXL,Blue,,,
J0173-DR-L,J0173,3.0,DRESS,L,Red,,,
J0173-DR-M,J0173,3.0,DRESS,M,Red,,,
J0173-DR-S,J0173,29.0,DRESS,S,Red,,,
J0173-DR-XL,J0173,2.0,DRESS,XL,Red,,,
J0173-DR-XS,J0173,43.0,DRESS,XS,Red,,,
J0173-DR-XXL,J0173,2.0,DRESS,XXL,Red,,,
J0173-DR-XXXL,J0173,2.0,DRESS,XXXL,Red,,,
J0174-TP-L,J0174,1.0,TOP,L,Maroon,,,
J0174-TP-M,J0174,0.0,TOP,M,Maroon,,,
J0174-TP-S,J0174,0.0,TOP,S,Maroon,,,
J0174-TP-XL,J0174,1.0,TOP,XL,Maroon,,,
J0174-TP-XS,J0174,4.0,TOP,XS,Maroon,,,
J0174-TP-XXL,J0174,3.0,TOP,XXL,Maroon,,,
J0174-TP-XXXL,J0174,2.0,TOP,XXXL,Maroon,,,
J0175-KR-L,J0175,7.0,KURTA,L,Maroon,,,
J0175-KR-M,J0175,9.0,KURTA,M,Maroon,,,
J0175-KR-S,J0175,32.0,KURTA,S,Maroon,,,
J0175-KR-XL,J0175,8.0,KURTA,XL,Maroon,,,
J0175-KR-XS,J0175,37.0,KURTA,XS,Maroon,,,
J0175-KR-XXL,J0175,14.0,KURTA,XXL,Maroon,,,
J0175-KR-XXXL,J0175,3.0,KURTA,XXXL,Maroon,,,
J0176-TP-L,J0176,1.0,TOP,L,Green,,,
J0176-TP-M,J0176,0.0,TOP,M,Green,,,
J0176-TP-S,J0176,37.0,TOP,S,Green,,,
J0176-TP-XL,J0176,2.0,TOP,XL,Green,,,
J0176-TP-XS,J0176,49.0,TOP,XS,Green,,,
J0176-TP-XXL,J0176,7.0,TOP,XXL,Green,,,
J0176-TP-XXXL,J0176,1.0,TOP,XXXL,Green,,,
J0177-KR-L,J0177,1.0,KURTA,L,Green,,,
J0177-KR-M,J0177,0.0,KURTA,M,Green,,,
J0177-KR-S,J0177,9.0,KURTA,S,Green,,,
J0177-KR-XL,J0177,0.0,KURTA,XL,Green,,,
J0177-KR-XS,J0177,3.0,KURTA,XS,Green,,,
J0177-KR-XXL,J0177,2.0,KURTA,XXL,Green,,,
J0177-KR-XXXL,J0177,2.0,KURTA,XXXL,Green,,,
J0178-TP-L,J0178,2.0,TOP,L,Multicolor,,,
J0178-TP-M,J0178,4.0,TOP,M,Multicolor,,,
J0178-TP-S,J0178,1.0,TOP,S,Multicolor,,,
J0178-TP-XL,J0178,1.0,TOP,XL,Multicolor,,,
J0178-TP-XS,J0178,2.0,TOP,XS,Multicolor,,,
J0178-TP-XXL,J0178,1.0,TOP,XXL,Multicolor,,,
J0178-TP-XXXL,J0178,1.0,TOP,XXXL,Multicolor,,,
J0179-KR-L,J0179,10.0,KURTA,L,Multicolor,,,
J0179-KR-M,J0179,5.0,KURTA,M,Multicolor,,,
J0179-KR-S,J0179,4.0,KURTA,S,Multicolor,,,
J0179-KR-XL,J0179,6.0,KURTA,XL,Multicolor,,,
J0179-KR-XS,J0179,18.0,KURTA,XS,Multicolor,,,
J0179-KR-XXL,J0179,7.0,KURTA,XXL,Multicolor,,,
J0179-KR-XXXL,J0179,6.0,KURTA,XXXL,Multicolor,,,
J0180-DR-L,J0180,1.0,DRESS,L,Pink,,,
J0180-DR-M,J0180,1.0,DRESS,M,Pink,,,
J0180-DR-S,J0180,3.0,DRESS,S,Pink,,,
J0180-DR-XL,J0180,2.0,DRESS,XL,Pink,,,
J0180-DR-XS,J0180,4.0,DRESS,XS,Pink,,,
J0180-DR-XXL,J0180,2.0,DRESS,XXL,Pink,,,
J0180-DR-XXXL,J0180,2.0,DRESS,XXXL,Pink,,,
J0181-TP-L,J0181,3.0,TOP,L,Pink,,,
J0181-TP-M,J0181,4.0,TOP,M,Pink,,,
J0181-TP-S,J0181,18.0,TOP,S,Pink,,,
J0181-TP-XL,J0181,3.0,TOP,XL,Pink,,,
J0181-TP-XS,J0181,22.0,TOP,XS,Pink,,,
J0181-TP-XXL,J0181,2.0,TOP,XXL,Pink,,,
J0181-TP-XXXL,J0181,1.0,TOP,XXXL,Pink,,,
J0182-SET-L,J0182,2.0,KURTA SET,L,OFF WHITE,,,
J0182-SET-M,J0182,0.0,KURTA SET,M,OFF WHITE,,,
J0182-SET-S,J0182,0.0,KURTA SET,S,OFF WHITE,,,
J0182-SET-XL,J0182,1.0,KURTA SET,XL,OFF WHITE,,,
J0182-SET-XS,J0182,2.0,KURTA SET,XS,OFF WHITE,,,
J0182-SET-XXL,J0182,1.0,KURTA SET,XXL,OFF WHITE,,,
J0182-SET-XXXL,J0182,0.0,KURTA SET,XXXL,OFF WHITE,,,
J0183-TP-L,J0183,1.0,TOP,L,OFF WHITE,,,
J0183-TP-M,J0183,0.0,TOP,M,OFF WHITE,,,
J0183-TP-S,J0183,2.0,TOP,S,OFF WHITE,,,
J0183-TP-XL,J0183,1.0,TOP,XL,OFF WHITE,,,
J0183-TP-XS,J0183,0.0,TOP,XS,OFF WHITE,,,
J0183-TP-XXL,J0183,0.0,TOP,XXL,OFF WHITE,,,
J0183-TP-XXXL,J0183,0.0,TOP,XXXL,OFF WHITE,,,
J0184-KR-L,J0184,4.0,KURTA,L,Orange,,,
J0184-KR-M,J0184,3.0,KURTA,M,Orange,,,
J0184-KR-S,J0184,5.0,KURTA,S,Orange,,,
J0184-KR-XL,J0184,8.0,KURTA,XL,Orange,,,
J0184-KR-XS,J0184,7.0,KURTA,XS,Orange,,,
J0184-KR-XXL,J0184,2.0,KURTA,XXL,Orange,,,
J0184-KR-XXXL,J0184,5.0,KURTA,XXXL,Orange,,,
J0185-DR-L,J0185,2.0,DRESS,L,OFF WHITE,,,
J0185-DR-M,J0185,2.0,DRESS,M,OFF WHITE,,,
J0185-DR-S,J0185,6.0,DRESS,S,OFF WHITE,,,
J0185-DR-XL,J0185,0.0,DRESS,XL,OFF WHITE,,,
J0185-DR-XS,J0185,8.0,DRESS,XS,OFF WHITE,,,
J0185-DR-XXL,J0185,1.0,DRESS,XXL,OFF WHITE,,,
J0186-SET-L,J0186,0.0,KURTA SET,L,Black,,,
J0186-SET-M,J0186,0.0,KURTA SET,M,Black,,,
J0186-SET-S,J0186,2.0,KURTA SET,S,Black,,,
J0186-SET-XL,J0186,2.0,KURTA SET,XL,Black,,,
J0186-SET-XS,J0186,5.0,KURTA SET,XS,Black,,,
J0186-SET-XXL,J0186,6.0,KURTA SET,XXL,Black,,,
J0186-SET-XXXL,J0186,2.0,KURTA SET,XXXL,Black,,,
J0187-KR-L,J0187,2.0,KURTA,L,Black,,,
J0187-KR-M,J0187,0.0,KURTA,M,Black,,,
J0187-KR-S,J0187,9.0,KURTA,S,Black,,,
J0187-KR-XL,J0187,1.0,KURTA,XL,Black,,,
J0187-KR-XS,J0187,19.0,KURTA,XS,Black,,,
J0187-KR-XXL,J0187,5.0,KURTA,XXL,Black,,,
J0187-KR-XXXL,J0187,0.0,KURTA,XXXL,Black,,,
J0188-KR-L,J0188,2.0,KURTA,L,OFF WHITE,,,
J0188-KR-M,J0188,2.0,KURTA,M,OFF WHITE,,,
J0188-KR-S,J0188,3.0,KURTA,S,OFF WHITE,,,
J0188-KR-XL,J0188,2.0,KURTA,XL,OFF WHITE,,,
J0188-KR-XS,J0188,0.0,KURTA,XS,OFF WHITE,,,
J0188-KR-XXL,J0188,3.0,KURTA,XXL,OFF WHITE,,,
J0188-KR-XXXL,J0188,1.0,KURTA,XXXL,OFF WHITE,,,
J0189-TP-L,J0189,10.0,TOP,L,Orange,,,
J0189-TP-M,J0189,68.0,TOP,M,Orange,,,
J0189-TP-S,J0189,37.0,TOP,S,Orange,,,
J0189-TP-XL,J0189,12.0,TOP,XL,Orange,,,
J0189-TP-XS,J0189,37.0,TOP,XS,Orange,,,
J0189-TP-XXL,J0189,23.0,TOP,XXL,Orange,,,
J0189-TP-XXXL,J0189,4.0,TOP,XXXL,Orange,,,
J0190-TP-L,J0190,1.0,TOP,L,Blue,,,
J0190-TP-M,J0190,2.0,TOP,M,Blue,,,
J0190-TP-S,J0190,16.0,TOP,S,Blue,,,
J0190-TP-XL,J0190,1.0,TOP,XL,Blue,,,
J0190-TP-XS,J0190,52.0,TOP,XS,Blue,,,
J0190-TP-XXL,J0190,1.0,TOP,XXL,Blue,,,
J0190-TP-XXXL,J0190,3.0,TOP,XXXL,Blue,,,
J0192-TP-L,J0192,1.0,TOP,L,Navy Blue,,,
J0192-TP-M,J0192,0.0,TOP,M,Navy Blue,,,
J0192-TP-S,J0192,3.0,TOP,S,Navy Blue,,,
J0192-TP-XL,J0192,5.0,TOP,XL,Navy Blue,,,
J0192-TP-XS,J0192,1.0,TOP,XS,Navy Blue,,,
J0192-TP-XXL,J0192,1.0,TOP,XXL,Navy Blue,,,
J0192-TP-XXXL,J0192,2.0,TOP,XXXL,Navy Blue,,,
J0193-SET-L,J0193,2.0,KURTA SET,L,Mustard,,,
J0193-SET-M,J0193,2.0,KURTA SET,M,Mustard,,,
J0193-SET-S,J0193,1.0,KURTA SET,S,Mustard,,,
J0193-SET-XL,J0193,3.0,KURTA SET,XL,Mustard,,,
J0193-SET-XS,J0193,0.0,KURTA SET,XS,Mustard,,,
J0193-SET-XXL,J0193,4.0,KURTA SET,XXL,Mustard,,,
J0193-SET-XXXL,J0193,2.0,KURTA SET,XXXL,Mustard,,,
J0194-DR-L,J0194,1.0,DRESS,L,Green,,,
J0194-DR-M,J0194,5.0,DRESS,M,Green,,,
J0194-DR-S,J0194,12.0,DRESS,S,Green,,,
J0194-DR-XL,J0194,5.0,DRESS,XL,Green,,,
J0194-DR-XS,J0194,28.0,DRESS,XS,Green,,,
J0194-DR-XXL,J0194,3.0,DRESS,XXL,Green,,,
J0194-DR-XXXL,J0194,2.0,DRESS,XXXL,Green,,,
J0195-TP-L,J0195,71.0,TOP,L,Maroon,,,
J0195-TP-M,J0195,50.0,TOP,M,Maroon,,,
J0195-TP-S,J0195,20.0,TOP,S,Maroon,,,
J0195-TP-XL,J0195,20.0,TOP,XL,Maroon,,,
J0195-TP-XS,J0195,11.0,TOP,XS,Maroon,,,
J0195-TP-XXL,J0195,9.0,TOP,XXL,Maroon,,,
J0195-TP-XXXL,J0195,9.0,TOP,XXXL,Maroon,,,
J0196-TP-L,J0196,1.0,TOP,L,Green,,,
J0196-TP-M,J0196,3.0,TOP,M,Green,,,
J0196-TP-S,J0196,5.0,TOP,S,Green,,,
J0196-TP-XL,J0196,6.0,TOP,XL,Green,,,
J0196-TP-XS,J0196,33.0,TOP,XS,Green,,,
J0196-TP-XXL,J0196,2.0,TOP,XXL,Green,,,
J0196-TP-XXXL,J0196,3.0,TOP,XXXL,Green,,,
J0197-TP-L,J0197,2.0,TOP,L,Blue,,,
J0197-TP-M,J0197,2.0,TOP,M,Blue,,,
J0197-TP-S,J0197,5.0,TOP,S,Blue,,,
J0197-TP-XL,J0197,2.0,TOP,XL,Blue,,,
J0197-TP-XS,J0197,29.0,TOP,XS,Blue,,,
J0197-TP-XXL,J0197,4.0,TOP,XXL,Blue,,,
J0197-TP-XXXL,J0197,14.0,TOP,XXXL,Blue,,,
J0198-TP-L,J0198,21.0,TOP,L,Navy Blue,,,
J0198-TP-M,J0198,27.0,TOP,M,Navy Blue,,,
J0198-TP-S,J0198,3.0,TOP,S,Navy Blue,,,
J0198-TP-XL,J0198,49.0,TOP,XL,Navy Blue,,,
J0198-TP-XS,J0198,4.0,TOP,XS,Navy Blue,,,
J0198-TP-XXL,J0198,7.0,TOP,XXL,Navy Blue,,,
J0198-TP-XXXL,J0198,5.0,TOP,XXXL,Navy Blue,,,
J0199-SET-L,J0199,2.0,SET,L,Black,,,
J0199-SET-M,J0199,2.0,SET,M,Black,,,
J0199-SET-S,J0199,2.0,SET,S,Black,,,
J0199-SET-XL,J0199,2.0,SET,XL,Black,,,
J0199-SET-XS,J0199,4.0,SET,XS,Black,,,
J0199-SET-XXL,J0199,4.0,SET,XXL,Black,,,
J0199-SET-XXXL,J0199,4.0,SET,XXXL,Black,,,
J0201-TP-L,J0201,4.0,TOP,L,Teal,,,
J0201-TP-M,J0201,4.0,TOP,M,Teal,,,
J0201-TP-S,J0201,3.0,TOP,S,Teal,,,
J0201-TP-XL,J0201,3.0,TOP,XL,Teal,,,
J0201-TP-XS,J0201,4.0,TOP,XS,Teal,,,
J0201-TP-XXL,J0201,3.0,TOP,XXL,Teal,,,
J0201-TP-XXXL,J0201,6.0,TOP,XXXL,Teal,,,
J0202-TP-L,J0202,3.0,TOP,L,Blue,,,
J0202-TP-M,J0202,2.0,TOP,M,Blue,,,
J0202-TP-S,J0202,5.0,TOP,S,Blue,,,
J0202-TP-XL,J0202,2.0,TOP,XL,Blue,,,
J0202-TP-XS,J0202,17.0,TOP,XS,Blue,,,
J0202-TP-XXL,J0202,7.0,TOP,XXL,Blue,,,
J0202-TP-XXXL,J0202,4.0,TOP,XXXL,Blue,,,
J0203-TP-L,J0203,2.0,TOP,L,Green,,,
J0203-TP-M,J0203,0.0,TOP,M,Green,,,
J0203-TP-S,J0203,4.0,TOP,S,Green,,,
J0203-TP-XL,J0203,2.0,TOP,XL,Green,,,
