sku_code,design_no,stock,category,size,color,sku,style,asin
JNE3715-KR-S,JNE3715,99.0,KURTA,S,Yellow,,,
JNE3715-KR-XL,JNE3715,24.0,KURTA,XL,Yellow,,,
JNE3715-KR-XS,JNE3715,16.0,KURTA,XS,Yellow,,,
JNE3715-KR-XXL,JNE3715,25.0,KURTA,XXL,Yellow,,,
JNE3715-KR-XXXL,JNE3715,2.0,KURTA,XXXL,Yellow,,,
JNE3716-KR-L,JNE3716,104.0,KURTA,L,Teal,,,
JNE3716-KR-M,JNE3716,109.0,KURTA,M,Teal,,,
JNE3716-KR-S,JNE3716,99.0,KURTA,S,Teal,,,
JNE3716-KR-XL,JNE3716,144.0,KURTA,XL,Teal,,,
JNE3716-KR-XS,JNE3716,17.0,KURTA,XS,Teal,,,
JNE3716-KR-XXL,JNE3716,138.0,KURTA,XXL,Teal,,,
JNE3716-KR-XXXL,JNE3716,129.0,KURTA,XXXL,Teal,,,
JNE3717-KR-L,JNE3717,41.0,KURTA,L,Light Green,,,
JNE3717-KR-M,JNE3717,74.0,KURTA,M,Light Green,,,
JNE3717-KR-S,JNE3717,69.0,KURTA,S,Light Green,,,
JNE3717-KR-XL,JNE3717,7.0,KURTA,XL,Light Green,,,
JNE3717-KR-XS,JNE3717,10.0,KURTA,XS,Light Green,,,
JNE3717-KR-XXL,JNE3717,25.0,KURTA,XXL,Light Green,,,
JNE3717-KR-XXXL,JNE3717,4.0,KURTA,XXXL,Light Green,,,
JNE3718-KR-L,JNE3718,104.0,KURTA,L,Navy Blue,,,
JNE3718-KR-XL,JNE3718,197.0,KURTA,XL,Navy Blue,,,
JNE3718-KR-XS,JNE3718,101.0,KURTA,XS,Navy Blue,,,
JNE3718-KR-XXL,JNE3718,132.0,KURTA,XXL,Navy Blue,,,
JNE3718-KR-XXXL,JNE3718,154.0,KURTA,XXXL,Navy Blue,,,
JNE3719-KR-L,JNE3719,56.0,KURTA,L,TEAL GREEN ,,,
JNE3719-KR-M,JNE3719,5.0,KURTA,M,TEAL GREEN ,,,
JNE3719-KR-S,JNE3719,24.0,KURTA,S,TEAL GREEN ,,,
JNE3719-KR-XL,JNE3719,89.0,KURTA,XL,TEAL GREEN ,,,
JNE3719-KR-XS,JNE3719,4.0,KURTA,XS,TEAL GREEN ,,,
JNE3719-KR-XXL,JNE3719,38.0,KURTA,XXL,TEAL GREEN ,,,
JNE3719-KR-XXXL,JNE3719,2.0,KURTA,XXXL,TEAL GREEN ,,,
JNE3720-KR-S,JNE3720,197.0,KURTA,S,Navy Blue,,,
JNE3720-KR-XS,JNE3720,182.0,KURTA,XS,Navy Blue,,,
JNE3720-KR-XXL,JNE3720,133.0,KURTA,XXL,Navy Blue,,,
JNE3720-KR-XXXL,JNE3720,78.0,KURTA,XXXL,Navy Blue,,,
JNE3721-KR-L,JNE3721,4.0,KURTA,L,Magenta,,,
JNE3721-KR-M,JNE3721,6.0,KURTA,M,Magenta,,,
JNE3721-KR-S,JNE3721,4.0,KURTA,S,Magenta,,,
JNE3721-KR-XL,JNE3721,2.0,KURTA,XL,Magenta,,,
JNE3721-KR-XS,JNE3721,3.0,KURTA,XS,Magenta,,,
JNE3721-KR-XXL,JNE3721,7.0,KURTA,XXL,Magenta,,,
JNE3721-KR-XXXL,JNE3721,3.0,KURTA,XXXL,Magenta,,,
JNE3722-KR-L,JNE3722,4.0,KURTA,L,Navy Blue,,,
JNE3722-KR-M,JNE3722,5.0,KURTA,M,Navy Blue,,,
JNE3722-KR-S,JNE3722,4.0,KURTA,S,Navy Blue,,,
JNE3722-KR-XL,JNE3722,2.0,KURTA,XL,Navy Blue,,,
JNE3722-KR-XS,JNE3722,0.0,KURTA,XS,Navy Blue,,,
JNE3722-KR-XXL,JNE3722,6.0,KURTA,XXL,Navy Blue,,,
JNE3722-KR-XXXL,JNE3722,2.0,KURTA,XXXL,Navy Blue,,,
JNE3724-KR-L,JNE3724,8.0,KURTA,L,Pink,,,
JNE3724-KR-M,JNE3724,4.0,KURTA,M,Pink,,,
JNE3724-KR-S,JNE3724,0.0,KURTA,S,Pink,,,
JNE3724-KR-XL,JNE3724,10.0,KURTA,XL,Pink,,,
JNE3724-KR-XS,JNE3724,2.0,KURTA,XS,Pink,,,
JNE3724-KR-XXL,JNE3724,3.0,KURTA,XXL,Pink,,,
JNE3724-KR-XXXL,JNE3724,1.0,KURTA,XXXL,Pink,,,
JNE3725-KR-L,JNE3725,3.0,KURTA,L,Brown,,,
JNE3725-KR-M,JNE3725,5.0,KURTA,M,Brown,,,
JNE3725-KR-S,JNE3725,2.0,KURTA,S,Brown,,,
JNE3725-KR-XL,JNE3725,3.0,KURTA,XL,Brown,,,
JNE3725-KR-XXL,JNE3725,9.0,KURTA,XXL,Brown,,,
JNE3725-KR-XXXL,JNE3725,20.0,KURTA,XXXL,Brown,,,
JNE3726-KR-L,JNE3726,4.0,KURTA,L,Turquoise,,,
JNE3726-KR-M,JNE3726,5.0,KURTA,M,Turquoise,,,
JNE3726-KR-S,JNE3726,21.0,KURTA,S,Turquoise,,,
JNE3726-KR-XL,JNE3726,5.0,KURTA,XL,Turquoise,,,
JNE3726-KR-XS,JNE3726,9.0,KURTA,XS,Turquoise,,,
JNE3726-KR-XXL,JNE3726,6.0,KURTA,XXL,Turquoise,,,
JNE3726-KR-XXXL,JNE3726,2.0,KURTA,XXXL,Turquoise,,,
JNE3727-KR-L,JNE3727,12.0,KURTA,L,Blue,,,
JNE3727-KR-M,JNE3727,22.0,KURTA,M,Blue,,,
JNE3727-KR-S,JNE3727,31.0,KURTA,S,Blue,,,
JNE3727-KR-XL,JNE3727,29.0,KURTA,XL,Blue,,,
JNE3727-KR-XS,JNE3727,57.0,KURTA,XS,Blue,,,
JNE3727-KR-XXL,JNE3727,32.0,KURTA,XXL,Blue,,,
JNE3727-KR-XXXL,JNE3727,36.0,KURTA,XXXL,Blue,,,
JNE3728-KR-L,JNE3728,2.0,KURTA,L,Light Green,,,
JNE3728-KR-M,JNE3728,5.0,KURTA,M,Light Green,,,
JNE3728-KR-S,JNE3728,16.0,KURTA,S,Light Green,,,
JNE3728-KR-XL,JNE3728,3.0,KURTA,XL,Light Green,,,
JNE3728-KR-XXL,JNE3728,3.0,KURTA,XXL,Light Green,,,
JNE3729-KR-L,JNE3729,3.0,KURTA,L,Yellow,,,
JNE3729-KR-M,JNE3729,5.0,KURTA,M,Yellow,,,
JNE3729-KR-S,JNE3729,3.0,KURTA,S,Yellow,,,
JNE3729-KR-XL,JNE3729,3.0,KURTA,XL,Yellow,,,
JNE3729-KR-XS,JNE3729,8.0,KURTA,XS,Yellow,,,
JNE3729-KR-XXL,JNE3729,8.0,KURTA,XXL,Yellow,,,
JNE3729-KR-XXXL,JNE3729,3.0,KURTA,XXXL,Yellow,,,
JNE3730-KR-L,JNE3730,11.0,KURTA,L,Olive,,,
JNE3730-KR-M,JNE3730,15.0,KURTA,M,Olive,,,
JNE3730-KR-S,JNE3730,73.0,KURTA,S,Olive,,,
JNE3730-KR-XL,JNE3730,9.0,KURTA,XL,Olive,,,
JNE3730-KR-XS,JNE3730,11.0,KURTA,XS,Olive,,,
JNE3730-KR-XXL,JNE3730,10.0,KURTA,XXL,Olive,,,
JNE3730-KR-XXXL,JNE3730,2.0,KURTA,XXXL,Olive,,,
JNE3732-KR-L,JNE3732,13.0,KURTA,L,Black,,,
JNE3732-KR-M,JNE3732,15.0,KURTA,M,Black,,,
JNE3732-KR-S,JNE3732,35.0,KURTA,S,Black,,,
JNE3732-KR-XL,JNE3732,14.0,KURTA,XL,Black,,,
JNE3732-KR-XS,JNE3732,65.0,KURTA,XS,Black,,,
JNE3732-KR-XXL,JNE3732,26.0,KURTA,XXL,Black,,,
JNE3732-KR-XXXL,JNE3732,42.0,KURTA,XXXL,Black,,,
JNE3733-KR-L,JNE3733,3.0,KURTA,L,Turquoise Blue,,,
JNE3733-KR-M,JNE3733,3.0,KURTA,M,Turquoise Blue,,,
JNE3733-KR-S,JNE3733,3.0,KURTA,S,Turquoise Blue,,,
JNE3733-KR-XL,JNE3733,3.0,KURTA,XL,Turquoise Blue,,,
JNE3733-KR-XS,JNE3733,28.0,KURTA,XS,Turquoise Blue,,,
JNE3733-KR-XXL,JNE3733,6.0,KURTA,XXL,Turquoise Blue,,,
JNE3733-KR-XXXL,JNE3733,2.0,KURTA,XXXL,Turquoise Blue,,,
JNE3734-KR-L,JNE3734,11.0,KURTA,L,Sky Blue,,,
JNE3734-KR-M,JNE3734,17.0,KURTA,M,Sky Blue,,,
JNE3734-KR-S,JNE3734,52.0,KURTA,S,Sky Blue,,,
JNE3734-KR-XL,JNE3734,7.0,KURTA,XL,Sky Blue,,,
JNE3734-KR-XS,JNE3734,62.0,KURTA,XS,Sky Blue,,,
JNE3734-KR-XXL,JNE3734,11.0,KURTA,XXL,Sky Blue,,,
JNE3734-KR-XXXL,JNE3734,18.0,KURTA,XXXL,Sky Blue,,,
JNE3735-KR-L,JNE3735,6.0,KURTA,L,Beige,,,
JNE3735-KR-M,JNE3735,11.0,KURTA,M,Beige,,,
JNE3735-KR-S,JNE3735,29.0,KURTA,S,Beige,,,
JNE3735-KR-XL,JNE3735,3.0,KURTA,XL,Beige,,,
JNE3735-KR-XS,JNE3735,65.0,KURTA,XS,Beige,,,
JNE3735-KR-XXL,JNE3735,3.0,KURTA,XXL,Beige,,,
JNE3735-KR-XXXL,JNE3735,8.0,KURTA,XXXL,Beige,,,
JNE3736-KR-L,JNE3736,11.0,KURTA,L,Pink,,,
JNE3736-KR-M,JNE3736,11.0,KURTA,M,Pink,,,
JNE3736-KR-S,JNE3736,32.0,KURTA,S,Pink,,,
JNE3736-KR-XL,JNE3736,21.0,KURTA,XL,Pink,,,
JNE3736-KR-XS,JNE3736,10.0,KURTA,XS,Pink,,,
JNE3736-KR-XXL,JNE3736,4.0,KURTA,XXL,Pink,,,
JNE3736-KR-XXXL,JNE3736,6.0,KURTA,XXXL,Pink,,,
JNE3738-KR-L,JNE3738,35.0,KURTA,L,Green,,,
JNE3738-KR-M,JNE3738,59.0,KURTA,M,Green,,,
JNE3738-KR-S,JNE3738,101.0,KURTA,S,Green,,,
JNE3738-KR-XL,JNE3738,40.0,KURTA,XL,Green,,,
JNE3738-KR-XS,JNE3738,10.0,KURTA,XS,Green,,,
JNE3738-KR-XXL,JNE3738,5.0,KURTA,XXL,Green,,,
JNE3738-KR-XXXL,JNE3738,4.0,KURTA,XXXL,Green,,,
JNE3739-KR-L,JNE3739,15.0,KURTA,L,Maroon,,,
JNE3739-KR-M,JNE3739,95.0,KURTA,M,Maroon,,,
JNE3739-KR-S,JNE3739,71.0,KURTA,S,Maroon,,,
JNE3739-KR-XL,JNE3739,21.0,KURTA,XL,Maroon,,,
JNE3739-KR-XS,JNE3739,60.0,KURTA,XS,Maroon,,,
JNE3739-KR-XXL,JNE3739,9.0,KURTA,XXL,Maroon,,,
JNE3739-KR-XXXL,JNE3739,14.0,KURTA,XXXL,Maroon,,,
JNE3740-KR-L,JNE3740,8.0,KURTA,L,Red,,,
JNE3740-KR-M,JNE3740,41.0,KURTA,M,Red,,,
JNE3740-KR-S,JNE3740,72.0,KURTA,S,Red,,,
JNE3740-KR-XL,JNE3740,17.0,KURTA,XL,Red,,,
JNE3740-KR-XS,JNE3740,26.0,KURTA,XS,Red,,,
JNE3740-KR-XXL,JNE3740,15.0,KURTA,XXL,Red,,,
JNE3740-KR-XXXL,JNE3740,3.0,KURTA,XXXL,Red,,,
JNE3741-KR-L,JNE3741,1.0,KURTA,L,TEAL GREEN ,,,
JNE3741-KR-M,JNE3741,69.0,KURTA,M,TEAL GREEN ,,,
JNE3741-KR-S,JNE3741,143.0,KURTA,S,TEAL GREEN ,,,
JNE3741-KR-XL,JNE3741,37.0,KURTA,XL,TEAL GREEN ,,,
JNE3741-KR-XS,JNE3741,26.0,KURTA,XS,TEAL GREEN ,,,
JNE3741-KR-XXL,JNE3741,62.0,KURTA,XXL,TEAL GREEN ,,,
JNE3741-KR-XXXL,JNE3741,8.0,KURTA,XXXL,TEAL GREEN ,,,
JNE3742-KR-L,JNE3742,34.0,KURTA,L,Green,,,
JNE3742-KR-M,JNE3742,51.0,KURTA,M,Green,,,
JNE3742-KR-S,JNE3742,78.0,KURTA,S,Green,,,
JNE3742-KR-XL,JNE3742,68.0,KURTA,XL,Green,,,
JNE3742-KR-XS,JNE3742,31.0,KURTA,XS,Green,,,
JNE3742-KR-XXL,JNE3742,74.0,KURTA,XXL,Green,,,
JNE3742-KR-XXXL,JNE3742,6.0,KURTA,XXXL,Green,,,
JNE3743-TP-L,JNE3743,9.0,TOP,L,Light Green,,,
JNE3743-TP-M,JNE3743,21.0,TOP,M,Light Green,,,
JNE3743-TP-S,JNE3743,7.0,TOP,S,Light Green,,,
JNE3743-TP-XL,JNE3743,48.0,TOP,XL,Light Green,,,
JNE3743-TP-XS,JNE3743,11.0,TOP,XS,Light Green,,,
JNE3743-TP-XXL,JNE3743,21.0,TOP,XXL,Light Green,,,
JNE3744-TU-L,JNE3744,61.0,TUNIC,L,Navy Blue,,,
JNE3744-TU-M,JNE3744,70.0,TUNIC,M,Navy Blue,,,
JNE3744-TU-S,JNE3744,39.0,TUNIC,S,Navy Blue,,,
JNE3744-TU-XL,JNE3744,96.0,TUNIC,XL,Navy Blue,,,
JNE3744-TU-XS,JNE3744,19.0,TUNIC,XS,Navy Blue,,,
JNE3744-TU-XXL,JNE3744,11.0,TUNIC,XXL,Navy Blue,,,
JNE3744-TU-XXXL,JNE3744,27.0,TUNIC,XXXL,Navy Blue,,,
JNE3745-KR-L,JNE3745,55.0,KURTA,L,Teal Green,,,
JNE3745-KR-M,JNE3745,61.0,KURTA,M,Teal Green,,,
JNE3745-KR-S,JNE3745,89.0,KURTA,S,Teal Green,,,
JNE3745-KR-XL,JNE3745,99.0,KURTA,XL,Teal Green,,,
JNE3745-KR-XS,JNE3745,4.0,KURTA,XS,Teal Green,,,
JNE3745-KR-XXL,JNE3745,99.0,KURTA,XXL,Teal Green,,,
JNE3745-KR-XXXL,JNE3745,3.0,KURTA,XXXL,Teal Green,,,
JNE3748-KR-L,JNE3748,4.0,KURTA,L,Blue,,,
JNE3748-KR-M,JNE3748,17.0,KURTA,M,Blue,,,
JNE3748-KR-S,JNE3748,51.0,KURTA,S,Blue,,,
JNE3748-KR-XL,JNE3748,7.0,KURTA,XL,Blue,,,
JNE3748-KR-XS,JNE3748,79.0,KURTA,XS,Blue,,,
JNE3748-KR-XXL,JNE3748,33.0,KURTA,XXL,Blue,,,
JNE3748-KR-XXXL,JNE3748,15.0,KURTA,XXXL,Blue,,,
JNE3749-KR-L,JNE3749,6.0,KURTA,L,Blue,,,
JNE3749-KR-M,JNE3749,2.0,KURTA,M,Blue,,,
JNE3749-KR-S,JNE3749,8.0,KURTA,S,Blue,,,
JNE3749-KR-XL,JNE3749,6.0,KURTA,XL,Blue,,,
JNE3749-KR-XS,JNE3749,24.0,KURTA,XS,Blue,,,
JNE3749-KR-XXL,JNE3749,5.0,KURTA,XXL,Blue,,,
JNE3749-KR-XXXL,JNE3749,12.0,KURTA,XXXL,Blue,,,
JNE3750-KR-L,JNE3750,30.0,KURTA,L,Navy Blue,,,
JNE3750-KR-M,JNE3750,19.0,KURTA,M,Navy Blue,,,
JNE3750-KR-S,JNE3750,29.0,KURTA,S,Navy Blue,,,
JNE3750-KR-XL,JNE3750,9.0,KURTA,XL,Navy Blue,,,
JNE3750-KR-XS,JNE3750,19.0,KURTA,XS,Navy Blue,,,
JNE3750-KR-XXL,JNE3750,2.0,KURTA,XXL,Navy Blue,,,
JNE3750-KR-XXXL,JNE3750,25.0,KURTA,XXXL,Navy Blue,,,
JNE3751-KR-L,JNE3751,2.0,KURTA,L,White,,,
JNE3751-KR-M,JNE3751,3.0,KURTA,M,White,,,
JNE3751-KR-S,JNE3751,23.0,KURTA,S,White,,,
JNE3751-KR-XL,JNE3751,4.0,KURTA,XL,White,,,
JNE3751-KR-XS,JNE3751,59.0,KURTA,XS,White,,,
JNE3751-KR-XXL,JNE3751,6.0,KURTA,XXL,White,,,
JNE3751-KR-XXXL,JNE3751,11.0,KURTA,XXXL,White,,,
JNE3752-KR-L,JNE3752,5.0,KURTA,L,Blue,,,
JNE3752-KR-M,JNE3752,4.0,KURTA,M,Blue,,,
JNE3752-KR-S,JNE3752,7.0,KURTA,S,Blue,,,
JNE3752-KR-XL,JNE3752,1.0,KURTA,XL,Blue,,,
JNE3752-KR-XS,JNE3752,10.0,KURTA,XS,Blue,,,
JNE3752-KR-XXL,JNE3752,1.0,KURTA,XXL,Blue,,,
JNE3752-KR-XXXL,JNE3752,3.0,KURTA,XXXL,Blue,,,
JNE3753-KR-L,JNE3753,5.0,KURTA,L,Brown,,,
JNE3753-KR-M,JNE3753,5.0,KURTA,M,Brown,,,
JNE3753-KR-S,JNE3753,17.0,KURTA,S,Brown,,,
JNE3753-KR-XL,JNE3753,4.0,KURTA,XL,Brown,,,
JNE3753-KR-XS,JNE3753,43.0,KURTA,XS,Brown,,,
JNE3753-KR-XXL,JNE3753,6.0,KURTA,XXL,Brown,,,
JNE3753-KR-XXXL,JNE3753,5.0,KURTA,XXXL,Brown,,,
JNE3756-KR-L,JNE3756,70.0,KURTA,L,Olive Green,,,
JNE3756-KR-M,JNE3756,78.0,KURTA,M,Olive Green,,,
JNE3756-KR-S,JNE3756,48.0,KURTA,S,Olive Green,,,
JNE3756-KR-XL,JNE3756,68.0,KURTA,XL,Olive Green,,,
JNE3756-KR-XS,JNE3756,26.0,KURTA,XS,Olive Green,,,
JNE3756-KR-XXL,JNE3756,43.0,KURTA,XXL,Olive Green,,,
JNE3756-KR-XXXL,JNE3756,8.0,KURTA,XXXL,Olive Green,,,
JNE3757-KR-L,JNE3757,29.0,KURTA,L,Light Green,,,
JNE3757-KR-M,JNE3757,34.0,KURTA,M,Light Green,,,
JNE3757-KR-S,JNE3757,57.0,KURTA,S,Light Green,,,
JNE3757-KR-XL,JNE3757,18.0,KURTA,XL,Light Green,,,
JNE3757-KR-XS,JNE3757,5.0,KURTA,XS,Light Green,,,
JNE3757-KR-XXL,JNE3757,18.0,KURTA,XXL,Light Green,,,
JNE3757-KR-XXXL,JNE3757,37.0,KURTA,XXXL,Light Green,,,
JNE3758-KR-L,JNE3758,36.0,KURTA,L,Maroon,,,
JNE3758-KR-M,JNE3758,49.0,KURTA,M,Maroon,,,
JNE3758-KR-S,JNE3758,44.0,KURTA,S,Maroon,,,
JNE3758-KR-XL,JNE3758,82.0,KURTA,XL,Maroon,,,
JNE3758-KR-XS,JNE3758,3.0,KURTA,XS,Maroon,,,
JNE3758-KR-XXL,JNE3758,50.0,KURTA,XXL,Maroon,,,
JNE3758-KR-XXXL,JNE3758,3.0,KURTA,XXXL,Maroon,,,
JNE3759-KR-L,JNE3759,113.0,KURTA,L,Pink,,,
JNE3759-KR-M,JNE3759,134.0,KURTA,M,Pink,,,
JNE3759-KR-S,JNE3759,128.0,KURTA,S,Pink,,,
JNE3759-KR-XL,JNE3759,46.0,KURTA,XL,Pink,,,
JNE3759-KR-XXL,JNE3759,57.0,KURTA,XXL,Pink,,,
JNE3760-KR-L,JNE3760,12.0,KURTA,L,Teal,,,
JNE3760-KR-M,JNE3760,22.0,KURTA,M,Teal,,,
JNE3760-KR-S,JNE3760,55.0,KURTA,S,Teal,,,
JNE3760-KR-XL,JNE3760,23.0,KURTA,XL,Teal,,,
JNE3760-KR-XS,JNE3760,10.0,KURTA,XS,Teal,,,
JNE3760-KR-XXL,JNE3760,76.0,KURTA,XXL,Teal,,,
JNE3760-KR-XXXL,JNE3760,7.0,KURTA,XXXL,Teal,,,
JNE3761-KR-L,JNE3761,104.0,KURTA,L,Olive Green,,,
JNE3761-KR-M,JNE3761,138.0,KURTA,M,Olive Green,,,
JNE3761-KR-XL,JNE3761,69.0,KURTA,XL,Olive Green,,,
JNE3761-KR-XS,JNE3761,30.0,KURTA,XS,Olive Green,,,
JNE3761-KR-XXL,JNE3761,36.0,KURTA,XXL,Olive Green,,,
JNE3761-KR-XXXL,JNE3761,4.0,KURTA,XXXL,Olive Green,,,
JNE3762-KR-L,JNE3762,51.0,KURTA,L,Maroon,,,
JNE3762-KR-M,JNE3762,72.0,KURTA,M,Maroon,,,
JNE3762-KR-S,JNE3762,80.0,KURTA,S,Maroon,,,
JNE3762-KR-XL,JNE3762,52.0,KURTA,XL,Maroon,,,
JNE3762-KR-XS,JNE3762,14.0,KURTA,XS,Maroon,,,
JNE3762-KR-XXL,JNE3762,52.0,KURTA,XXL,Maroon,,,
JNE3762-KR-XXXL,JNE3762,3.0,KURTA,XXXL,Maroon,,,
JNE3763-KR-L,JNE3763,13.0,KURTA,L,Teal,,,
JNE3763-KR-M,JNE3763,16.0,KURTA,M,Teal,,,
JNE3763-KR-S,JNE3763,90.0,KURTA,S,Teal,,,
JNE3763-KR-XL,JNE3763,69.0,KURTA,XL,Teal,,,
JNE3763-KR-XS,JNE3763,68.0,KURTA,XS,Teal,,,
JNE3763-KR-XXL,JNE3763,113.0,KURTA,XXL,Teal,,,
JNE3763-KR-XXXL,JNE3763,24.0,KURTA,XXXL,Teal,,,
JNE3764-KR-L,JNE3764,75.0,KURTA,L,Magenta,,,
JNE3764-KR-M,JNE3764,38.0,KURTA,M,Magenta,,,
JNE3764-KR-S,JNE3764,18.0,KURTA,S,Magenta,,,
JNE3764-KR-XL,JNE3764,33.0,KURTA,XL,Magenta,,,
JNE3764-KR-XS,JNE3764,3.0,KURTA,XS,Magenta,,,
JNE3764-KR-XXL,JNE3764,5.0,KURTA,XXL,Magenta,,,
JNE3764-KR-XXXL,JNE3764,2.0,KURTA,XXXL,Magenta,,,
JNE3765-KR-L,JNE3765,141.0,KURTA,L,Mustard,,,
JNE3765-KR-M,JNE3765,103.0,KURTA,M,Mustard,,,
JNE3765-KR-S,JNE3765,112.0,KURTA,S,Mustard,,,
JNE3765-KR-XL,JNE3765,131.0,KURTA,XL,Mustard,,,
JNE3765-KR-XS,JNE3765,78.0,KURTA,XS,Mustard,,,
JNE3765-KR-XXL,JNE3765,100.0,KURTA,XXL,Mustard,,,
JNE3765-KR-XXXL,JNE3765,74.0,KURTA,XXXL,Mustard,,,
JNE3766-KR-L,JNE3766,17.0,KURTA,L,Grey,,,
JNE3766-KR-M,JNE3766,21.0,KURTA,M,Grey,,,
JNE3766-KR-S,JNE3766,24.0,KURTA,S,Grey,,,
JNE3766-KR-XL,JNE3766,19.0,KURTA,XL,Grey,,,
JNE3766-KR-XS,JNE3766,25.0,KURTA,XS,Grey,,,
JNE3766-KR-XXL,JNE3766,26.0,KURTA,XXL,Grey,,,
JNE3766-KR-XXXL,JNE3766,13.0,KURTA,XXXL,Grey,,,
JNE3767-KR-L,JNE3767,164.0,KURTA,L,Red,,,
JNE3767-KR-M,JNE3767,99.0,KURTA,M,Red,,,
JNE3767-KR-S,JNE3767,73.0,KURTA,S,Red,,,
JNE3767-KR-XL,JNE3767,150.0,KURTA,XL,Red,,,
JNE3767-KR-XS,JNE3767,21.0,KURTA,XS,Red,,,
JNE3767-KR-XXL,JNE3767,77.0,KURTA,XXL,Red,,,
JNE3767-KR-XXXL,JNE3767,17.0,KURTA,XXXL,Red,,,
JNE3768-KR-L,JNE3768,70.0,KURTA,L,Peach,,,
JNE3768-KR-M,JNE3768,47.0,KURTA,M,Peach,,,
JNE3768-KR-S,JNE3768,30.0,KURTA,S,Peach,,,
JNE3768-KR-XL,JNE3768,52.0,KURTA,XL,Peach,,,
JNE3768-KR-XS,JNE3768,22.0,KURTA,XS,Peach,,,
JNE3768-KR-XXL,JNE3768,15.0,KURTA,XXL,Peach,,,
JNE3768-KR-XXXL,JNE3768,19.0,KURTA,XXXL,Peach,,,
JNE3769-KR-L,JNE3769,3.0,KURTA,L,Blue,,,
JNE3769-KR-M,JNE3769,13.0,KURTA,M,Blue,,,
JNE3769-KR-S,JNE3769,33.0,KURTA,S,Blue,,,
JNE3769-KR-XL,JNE3769,9.0,KURTA,XL,Blue,,,
JNE3769-KR-XS,JNE3769,8.0,KURTA,XS,Blue,,,
JNE3769-KR-XXL,JNE3769,19.0,KURTA,XXL,Blue,,,
JNE3769-KR-XXXL,JNE3769,9.0,KURTA,XXXL,Blue,,,
JNE3770-KR-L,JNE3770,135.0,KURTA,L,Blue,,,
JNE3770-KR-M,JNE3770,72.0,KURTA,M,Blue,,,
JNE3770-KR-S,JNE3770,15.0,KURTA,S,Blue,,,
JNE3770-KR-XL,JNE3770,41.0,KURTA,XL,Blue,,,
JNE3770-KR-XS,JNE3770,82.0,KURTA,XS,Blue,,,
JNE3770-KR-XXL,JNE3770,81.0,KURTA,XXL,Blue,,,
JNE3770-KR-XXXL,JNE3770,62.0,KURTA,XXXL,Blue,,,
JNE3771-KR-L,JNE3771,37.0,KURTA,L,Maroon,,,
JNE3771-KR-M,JNE3771,32.0,KURTA,M,Maroon,,,
JNE3771-KR-S,JNE3771,10.0,KURTA,S,Maroon,,,
JNE3771-KR-XL,JNE3771,51.0,KURTA,XL,Maroon,,,
JNE3771-KR-XS,JNE3771,14.0,KURTA,XS,Maroon,,,
JNE3771-KR-XXL,JNE3771,47.0,KURTA,XXL,Maroon,,,
JNE3771-KR-XXXL,JNE3771,11.0,KURTA,XXXL,Maroon,,,
JNE3773-KR-L,JNE3773,3.0,KURTA,L,Grey,,,
JNE3773-KR-M,JNE3773,3.0,KURTA,M,Grey,,,
JNE3773-KR-S,JNE3773,4.0,KURTA,S,Grey,,,
JNE3773-KR-XL,JNE3773,3.0,KURTA,XL,Grey,,,
JNE3773-KR-XS,JNE3773,6.0,KURTA,XS,Grey,,,
JNE3773-KR-XXL,JNE3773,5.0,KURTA,XXL,Grey,,,
JNE3773-KR-XXXL,JNE3773,2.0,KURTA,XXXL,Grey,,,
JNE3774-KR-L,JNE3774,3.0,KURTA,L,Teal,,,
JNE3774-KR-M,JNE3774,7.0,KURTA,M,Teal,,,
JNE3774-KR-S,JNE3774,10.0,KURTA,S,Teal,,,
JNE3774-KR-XL,JNE3774,4.0,KURTA,XL,Teal,,,
JNE3774-KR-XS,JNE3774,14.0,KURTA,XS,Teal,,,
JNE3774-KR-XXL,JNE3774,10.0,KURTA,XXL,Teal,,,
JNE3774-KR-XXXL,JNE3774,9.0,KURTA,XXXL,Teal,,,
JNE3775-KR-L,JNE3775,72.0,KURTA,L,Teal,,,
JNE3775-KR-M,JNE3775,70.0,KURTA,M,Teal,,,
JNE3775-KR-S,JNE3775,99.0,KURTA,S,Teal,,,
JNE3775-KR-XL,JNE3775,59.0,KURTA,XL,Teal,,,
JNE3775-KR-XS,JNE3775,56.0,KURTA,XS,Teal,,,
JNE3775-KR-XXL,JNE3775,72.0,KURTA,XXL,Teal,,,
JNE3775-KR-XXXL,JNE3775,6.0,KURTA,XXXL,Teal,,,
JNE3776-KR-L,JNE3776,3.0,KURTA,L,Green,,,
JNE3776-KR-M,JNE3776,6.0,KURTA,M,Green,,,
JNE3776-KR-S,JNE3776,6.0,KURTA,S,Green,,,
JNE3776-KR-XL,JNE3776,4.0,KURTA,XL,Green,,,
JNE3776-KR-XS,JNE3776,3.0,KURTA,XS,Green,,,
JNE3776-KR-XXL,JNE3776,8.0,KURTA,XXL,Green,,,
JNE3776-KR-XXXL,JNE3776,2.0,KURTA,XXXL,Green,,,
JNE3777-KR-L,JNE3777,7.0,KURTA,L,Maroon,,,
JNE3777-KR-M,JNE3777,9.0,KURTA,M,Maroon,,,
JNE3777-KR-S,JNE3777,44.0,KURTA,S,Maroon,,,
JNE3777-KR-XL,JNE3777,15.0,KURTA,XL,Maroon,,,
JNE3777-KR-XS,JNE3777,45.0,KURTA,XS,Maroon,,,
