ship_postal_code,orders_count,customer_segment
387130.0,8,Loyal
581115.0,14,Loyal
759022.0,1,One-time
534216.0,2,Frequent
413523.0,1,One-time
721133.0,1,One-time
761131.0,1,One-time
221409.0,5,Frequent
534437.0,4,Frequent
560081.0,4,Frequent
509324.0,2,Frequent
413208.0,1,One-time
440004.0,6,Loyal
301707.0,2,Frequent
390025.0,15,Loyal
686005.0,3,Frequent
628005.0,1,One-time
761123.0,2,Frequent
522035.0,1,One-time
175018.0,6,Loyal
401504.0,16,Loyal
173234.0,2,Frequent
535270.0,1,One-time
244901.0,28,Loyal
144524.0,1,One-time
466001.0,24,Loyal
400102.0,56,Loyal
686613.0,7,Loyal
695305.0,2,Frequent
147201.0,8,Loyal
713205.0,15,Loyal
530024.0,8,Loyal
411027.0,195,Loyal
577519.0,1,One-time
302003.0,16,Loyal
210201.0,1,One-time
711201.0,20,Loyal
500009.0,49,Loyal
504296.0,4,Frequent
231218.0,2,Frequent
450661.0,1,One-time
832101.0,3,Frequent
202281.0,1,One-time
500085.0,162,Loyal
140118.0,7,Loyal
802103.0,4,Frequent
691010.0,4,Frequent
734102.0,5,Frequent
721211.0,1,One-time
176022.0,2,Frequent
402126.0,3,Frequent
506015.0,6,Loyal
627811.0,16,Loyal
713304.0,23,Loyal
641109.0,11,Loyal
131001.0,90,Loyal
844113.0,1,One-time
136131.0,1,One-time
609603.0,1,One-time
212601.0,19,Loyal
210431.0,3,Frequent
673009.0,1,One-time
785612.0,2,Frequent
497449.0,1,One-time
695551.0,1,One-time
458880.0,4,Frequent
484886.0,2,Frequent
689508.0,4,Frequent
600023.0,42,Loyal
176219.0,4,Frequent
503002.0,11,Loyal
622002.0,2,Frequent
571428.0,5,Frequent
689108.0,4,Frequent
124303.0,1,One-time
800012.0,3,Frequent
534005.0,6,Loyal
110086.0,55,Loyal
691522.0,3,Frequent
682017.0,40,Loyal
530047.0,18,Loyal
829210.0,1,One-time
847233.0,1,One-time
415639.0,3,Frequent
759105.0,1,One-time
641032.0,10,Loyal
742133.0,4,Frequent
600102.0,30,Loyal
851205.0,1,One-time
629175.0,5,Frequent
689621.0,4,Frequent
600087.0,68,Loyal
585215.0,3,Frequent
136132.0,2,Frequent
506342.0,1,One-time
734013.0,5,Frequent
273008.0,26,Loyal
813103.0,1,One-time
396560.0,5,Frequent
134202.0,2,Frequent
402103.0,1,One-time
180003.0,6,Loyal
673310.0,3,Frequent
400035.0,2,Frequent
643003.0,1,One-time
752055.0,9,Loyal
643231.0,7,Loyal
307029.0,3,Frequent
403401.0,42,Loyal
110039.0,16,Loyal
400061.0,52,Loyal
721171.0,1,One-time
781039.0,11,Loyal
700053.0,43,Loyal
756046.0,2,Frequent
523155.0,3,Frequent
700054.0,31,Loyal
416234.0,1,One-time
416012.0,25,Loyal
671310.0,5,Frequent
509103.0,9,Loyal
793010.0,2,Frequent
712101.0,7,Loyal
691011.0,6,Loyal
341505.0,4,Frequent
423213.0,1,One-time
743363.0,1,One-time
680562.0,2,Frequent
736182.0,5,Frequent
560087.0,220,Loyal
576227.0,1,One-time
521229.0,2,Frequent
721427.0,1,One-time
123303.0,1,One-time
524226.0,2,Frequent
851130.0,1,One-time
590006.0,28,Loyal
177027.0,1,One-time
484444.0,1,One-time
571187.0,1,One-time
176310.0,24,Loyal
576257.0,1,One-time
680021.0,2,Frequent
689624.0,1,One-time
695029.0,13,Loyal
721160.0,1,One-time
524346.0,2,Frequent
562117.0,11,Loyal
131027.0,2,Frequent
482005.0,9,Loyal
243202.0,6,Loyal
451447.0,1,One-time
144819.0,1,One-time
175134.0,1,One-time
768004.0,11,Loyal
521148.0,1,One-time
642103.0,2,Frequent
229316.0,1,One-time
766105.0,2,Frequent
361005.0,11,Loyal
670511.0,2,Frequent
734101.0,27,Loyal
688537.0,9,Loyal
522403.0,7,Loyal
425405.0,6,Loyal
410220.0,1,One-time
700045.0,21,Loyal
848205.0,1,One-time
571448.0,6,Loyal
516003.0,9,Loyal
341502.0,1,One-time
641013.0,1,One-time
562127.0,2,Frequent
680308.0,9,Loyal
760001.0,30,Loyal
224195.0,1,One-time
249408.0,16,Loyal
534134.0,2,Frequent
152002.0,9,Loyal
121012.0,5,Frequent
508116.0,6,Loyal
176051.0,8,Loyal
413736.0,4,Frequent
641011.0,7,Loyal
570009.0,24,Loyal
152123.0,5,Frequent
342902.0,1,One-time
560036.0,216,Loyal
143117.0,1,One-time
574122.0,3,Frequent
642113.0,3,Frequent
560026.0,27,Loyal
231001.0,23,Loyal
673506.0,4,Frequent
630709.0,1,One-time
625214.0,1,One-time
415508.0,4,Frequent
560003.0,71,Loyal
301408.0,1,One-time
421305.0,1,One-time
382445.0,11,Loyal
388225.0,2,Frequent
505453.0,1,One-time
759122.0,13,Loyal
591312.0,1,One-time
393145.0,2,Frequent
415301.0,2,Frequent
781335.0,5,Frequent
262903.0,3,Frequent
688014.0,1,One-time
444503.0,1,One-time
144204.0,6,Loyal
700061.0,38,Loyal
202165.0,1,One-time
301410.0,2,Frequent
630611.0,1,One-time
421504.0,5,Frequent
783331.0,4,Frequent
625006.0,8,Loyal
400104.0,133,Loyal
756122.0,1,One-time
614205.0,4,Frequent
741151.0,1,One-time
788005.0,15,Loyal
560029.0,104,Loyal
480108.0,2,Frequent
388306.0,1,One-time
628216.0,3,Frequent
518502.0,11,Loyal
700152.0,7,Loyal
484334.0,4,Frequent
122010.0,6,Loyal
670142.0,2,Frequent
502325.0,14,Loyal
841437.0,2,Frequent
518360.0,2,Frequent
208001.0,61,Loyal
271882.0,1,One-time
362560.0,3,Frequent
799008.0,3,Frequent
752031.0,1,One-time
491665.0,2,Frequent
416001.0,11,Loyal
502336.0,2,Frequent
470661.0,16,Loyal
403708.0,6,Loyal
846004.0,20,Loyal
680101.0,14,Loyal
473110.0,2,Frequent
581400.0,6,Loyal
500006.0,23,Loyal
785005.0,2,Frequent
403101.0,4,Frequent
713434.0,1,One-time
243726.0,3,Frequent
695541.0,10,Loyal
493195.0,2,Frequent
854329.0,1,One-time
441204.0,2,Frequent
680584.0,6,Loyal
383315.0,5,Frequent
534101.0,13,Loyal
486885.0,12,Loyal
147003.0,4,Frequent
679304.0,1,One-time
123028.0,2,Frequent
602109.0,1,One-time
691503.0,3,Frequent
636455.0,1,One-time
364240.0,2,Frequent
676517.0,2,Frequent
678101.0,6,Loyal
396445.0,39,Loyal
390002.0,26,Loyal
208002.0,33,Loyal
711113.0,1,One-time
134114.0,10,Loyal
572218.0,1,One-time
638111.0,8,Loyal
402111.0,2,Frequent
390001.0,20,Loyal
580009.0,4,Frequent
628552.0,1,One-time
152003.0,1,One-time
521256.0,2,Frequent
140507.0,21,Loyal
271201.0,11,Loyal
144040.0,11,Loyal
482009.0,5,Frequent
764003.0,1,One-time
388345.0,1,One-time
242220.0,1,One-time
670593.0,2,Frequent
523002.0,26,Loyal
313705.0,1,One-time
606901.0,1,One-time
769015.0,14,Loyal
394430.0,1,One-time
441908.0,1,One-time
380061.0,42,Loyal
274301.0,1,One-time
144529.0,1,One-time
250621.0,1,One-time
796014.0,8,Loyal
533263.0,1,One-time
760009.0,2,Frequent
532440.0,4,Frequent
500068.0,109,Loyal
841401.0,1,One-time
271310.0,1,One-time
304505.0,1,One-time
682024.0,64,Loyal
521211.0,2,Frequent
333304.0,1,One-time
470113.0,5,Frequent
363001.0,12,Loyal
242221.0,5,Frequent
635206.0,3,Frequent
852130.0,1,One-time
591306.0,2,Frequent
522020.0,4,Frequent
508001.0,30,Loyal
608702.0,1,One-time
495671.0,2,Frequent
416601.0,2,Frequent
305001.0,58,Loyal
761126.0,5,Frequent
847429.0,1,One-time
413214.0,1,One-time
700068.0,12,Loyal
574114.0,1,One-time
533308.0,7,Loyal
206130.0,11,Loyal
502271.0,1,One-time
804419.0,1,One-time
172002.0,1,One-time
785013.0,6,Loyal
689549.0,2,Frequent
201313.0,1,One-time
832110.0,9,Loyal
133203.0,2,Frequent
636103.0,2,Frequent
141104.0,1,One-time
212635.0,2,Frequent
390007.0,41,Loyal
144022.0,28,Loyal
191121.0,2,Frequent
621218.0,3,Frequent
636011.0,1,One-time
518396.0,1,One-time
768218.0,4,Frequent
571127.0,2,Frequent
626142.0,1,One-time
171219.0,2,Frequent
600132.0,4,Frequent
560056.0,83,Loyal
562112.0,2,Frequent
755050.0,2,Frequent
600029.0,17,Loyal
622001.0,9,Loyal
460661.0,2,Frequent
700056.0,22,Loyal
171206.0,2,Frequent
302012.0,87,Loyal
232104.0,4,Frequent
533238.0,2,Frequent
689611.0,2,Frequent
380025.0,2,Frequent
385535.0,7,Loyal
313701.0,1,One-time
502001.0,39,Loyal
624701.0,1,One-time
576111.0,2,Frequent
327604.0,2,Frequent
143001.0,132,Loyal
691504.0,1,One-time
424001.0,9,Loyal
363621.0,1,One-time
516115.0,7,Loyal
628904.0,1,One-time
396050.0,2,Frequent
786005.0,2,Frequent
110018.0,210,Loyal
764036.0,3,Frequent
627105.0,2,Frequent
262310.0,3,Frequent
506371.0,2,Frequent
752065.0,1,One-time
205301.0,2,Frequent
461111.0,6,Loyal
243006.0,27,Loyal
700016.0,44,Loyal
303603.0,1,One-time
411019.0,61,Loyal
689622.0,5,Frequent
788026.0,3,Frequent
627657.0,3,Frequent
321411.0,2,Frequent
500015.0,100,Loyal
151302.0,2,Frequent
754141.0,7,Loyal
751029.0,5,Frequent
723102.0,3,Frequent
642002.0,8,Loyal
686611.0,5,Frequent
481105.0,2,Frequent
110059.0,318,Loyal
843316.0,1,One-time
534123.0,2,Frequent
623522.0,1,One-time
423105.0,2,Frequent
765002.0,4,Frequent
401302.0,2,Frequent
506002.0,42,Loyal
534003.0,5,Frequent
735217.0,4,Frequent
193201.0,1,One-time
392011.0,9,Loyal
242001.0,45,Loyal
380019.0,7,Loyal
500034.0,93,Loyal
600026.0,31,Loyal
575017.0,4,Frequent
678506.0,5,Frequent
482004.0,13,Loyal
140601.0,1,One-time
535463.0,1,One-time
635803.0,2,Frequent
411062.0,29,Loyal
763008.0,3,Frequent
455227.0,2,Frequent
361350.0,2,Frequent
641305.0,3,Frequent
401202.0,85,Loyal
854202.0,1,One-time
212207.0,1,One-time
638456.0,1,One-time
416502.0,5,Frequent
781120.0,3,Frequent
686671.0,1,One-time
457114.0,2,Frequent
585202.0,3,Frequent
680699.0,1,One-time
509382.0,3,Frequent
829128.0,1,One-time
273013.0,10,Loyal
221201.0,2,Frequent
403513.0,21,Loyal
160004.0,1,One-time
721102.0,2,Frequent
332023.0,1,One-time
787001.0,9,Loyal
641036.0,4,Frequent
400079.0,41,Loyal
691003.0,18,Loyal
855113.0,9,Loyal
638004.0,7,Loyal
531126.0,5,Frequent
523260.0,1,One-time
140306.0,6,Loyal
680301.0,10,Loyal
492006.0,9,Loyal
742101.0,19,Loyal
460449.0,2,Frequent
613001.0,6,Loyal
560042.0,23,Loyal
782003.0,12,Loyal
629171.0,3,Frequent
571105.0,12,Loyal
689695.0,6,Loyal
793200.0,1,One-time
400098.0,39,Loyal
743135.0,5,Frequent
496111.0,1,One-time
801111.0,2,Frequent
221002.0,59,Loyal
824205.0,1,One-time
125047.0,1,One-time
848125.0,3,Frequent
272170.0,1,One-time
208014.0,19,Loyal
676510.0,6,Loyal
211003.0,41,Loyal
801301.0,2,Frequent
680010.0,6,Loyal
416414.0,4,Frequent
500007.0,40,Loyal
400092.0,141,Loyal
262405.0,1,One-time
190019.0,6,Loyal
326502.0,1,One-time
576222.0,1,One-time
303121.0,1,One-time
380060.0,27,Loyal
486006.0,1,One-time
226401.0,6,Loyal
507115.0,7,Loyal
590008.0,2,Frequent
713202.0,3,Frequent
731303.0,1,One-time
509327.0,1,One-time
670310.0,6,Loyal
731235.0,5,Frequent
799260.0,1,One-time
342027.0,3,Frequent
274702.0,3,Frequent
110030.0,112,Loyal
401104.0,2,Frequent
828204.0,3,Frequent
582120.0,2,Frequent
627764.0,1,One-time
562123.0,41,Loyal
690104.0,2,Frequent
534426.0,2,Frequent
361345.0,2,Frequent
201314.0,1,One-time
403517.0,16,Loyal
670612.0,10,Loyal
600128.0,26,Loyal
691566.0,1,One-time
500002.0,10,Loyal
695001.0,8,Loyal
221406.0,1,One-time
516309.0,3,Frequent
700012.0,8,Loyal
844124.0,3,Frequent
743425.0,3,Frequent
229406.0,10,Loyal
416510.0,13,Loyal
504346.0,1,One-time
614018.0,1,One-time
766029.0,1,One-time
768234.0,5,Frequent
734313.0,2,Frequent
133201.0,1,One-time
177203.0,2,Frequent
394540.0,1,One-time
786002.0,3,Frequent
793101.0,2,Frequent
641401.0,8,Loyal
401210.0,3,Frequent
507101.0,9,Loyal
127306.0,5,Frequent
518452.0,1,One-time
611108.0,1,One-time
845306.0,1,One-time
517591.0,1,One-time
211012.0,15,Loyal
571432.0,1,One-time
577422.0,1,One-time
403806.0,1,One-time
442301.0,4,Frequent
783126.0,2,Frequent
627002.0,20,Loyal
829201.0,1,One-time
685561.0,7,Loyal
480003.0,1,One-time
272200.0,1,One-time
440017.0,20,Loyal
695502.0,4,Frequent
306705.0,3,Frequent
517408.0,14,Loyal
410209.0,75,Loyal
733201.0,2,Frequent
402305.0,1,One-time
581339.0,1,One-time
500014.0,76,Loyal
601102.0,2,Frequent
305817.0,1,One-time
583233.0,2,Frequent
413249.0,2,Frequent
700043.0,5,Frequent
587125.0,4,Frequent
686103.0,7,Loyal
192301.0,2,Frequent
532443.0,1,One-time
843108.0,4,Frequent
515003.0,1,One-time
600099.0,94,Loyal
826003.0,2,Frequent
516504.0,1,One-time
201309.0,70,Loyal
722183.0,5,Frequent
769014.0,2,Frequent
441906.0,8,Loyal
609313.0,1,One-time
802101.0,10,Loyal
307026.0,11,Loyal
424201.0,4,Frequent
421102.0,4,Frequent
494450.0,1,One-time
230503.0,1,One-time
581308.0,9,Loyal
636453.0,1,One-time
272202.0,3,Frequent
473995.0,3,Frequent
273010.0,11,Loyal
452012.0,31,Loyal
600119.0,79,Loyal
201206.0,11,Loyal
683501.0,11,Loyal
416801.0,1,One-time
635104.0,2,Frequent
517126.0,1,One-time
783394.0,1,One-time
246171.0,2,Frequent
742202.0,4,Frequent
577113.0,2,Frequent
441206.0,5,Frequent
302027.0,5,Frequent
561207.0,3,Frequent
127021.0,10,Loyal
688521.0,2,Frequent
560098.0,137,Loyal
400004.0,28,Loyal
833204.0,1,One-time
313605.0,1,One-time
712148.0,3,Frequent
781104.0,1,One-time
160018.0,4,Frequent
225413.0,1,One-time
802301.0,21,Loyal
364006.0,1,One-time
390015.0,4,Frequent
494226.0,4,Frequent
742226.0,2,Frequent
682312.0,4,Frequent
503217.0,1,One-time
221709.0,2,Frequent
686670.0,8,Loyal
233001.0,19,Loyal
533210.0,2,Frequent
516004.0,3,Frequent
110042.0,23,Loyal
421503.0,99,Loyal
151204.0,3,Frequent
136119.0,2,Frequent
144305.0,1,One-time
676121.0,9,Loyal
415601.0,2,Frequent
571251.0,1,One-time
501203.0,9,Loyal
457887.0,1,One-time
679123.0,1,One-time
140112.0,1,One-time
831011.0,37,Loyal
571110.0,1,One-time
620002.0,9,Loyal
152113.0,1,One-time
440034.0,29,Loyal
410210.0,224,Loyal
689107.0,1,One-time
413520.0,1,One-time
574142.0,7,Loyal
670651.0,1,One-time
334003.0,10,Loyal
768201.0,13,Loyal
711313.0,1,One-time
689644.0,1,One-time
762029.0,1,One-time
425307.0,1,One-time
600047.0,9,Loyal
734010.0,10,Loyal
670004.0,18,Loyal
620012.0,4,Frequent
741126.0,3,Frequent
465001.0,2,Frequent
638011.0,15,Loyal
824202.0,1,One-time
781003.0,49,Loyal
630561.0,3,Frequent
274204.0,3,Frequent
504104.0,1,One-time
501401.0,19,Loyal
711105.0,3,Frequent
625014.0,27,Loyal
580024.0,13,Loyal
755027.0,1,One-time
682004.0,2,Frequent
210121.0,1,One-time
686637.0,3,Frequent
600058.0,24,Loyal
685551.0,2,Frequent
613005.0,10,Loyal
110067.0,47,Loyal
626117.0,12,Loyal
454449.0,3,Frequent
263139.0,191,Loyal
571201.0,29,Loyal
273408.0,4,Frequent
636701.0,10,Loyal
506169.0,8,Loyal
761108.0,1,One-time
678624.0,2,Frequent
141010.0,11,Loyal
400706.0,194,Loyal
518380.0,2,Frequent
312602.0,1,One-time
505473.0,1,One-time
689124.0,2,Frequent
243503.0,10,Loyal
403114.0,8,Loyal
600051.0,19,Loyal
442905.0,1,One-time
572114.0,1,One-time
441102.0,1,One-time
140113.0,3,Frequent
173204.0,1,One-time
473331.0,3,Frequent
689509.0,3,Frequent
688582.0,3,Frequent
575013.0,6,Loyal
210506.0,2,Frequent
614904.0,2,Frequent
686578.0,1,One-time
741139.0,2,Frequent
451228.0,2,Frequent
678531.0,2,Frequent
782001.0,13,Loyal
221314.0,2,Frequent
208008.0,4,Frequent
689571.0,1,One-time
620008.0,11,Loyal
273016.0,33,Loyal
686506.0,12,Loyal
686673.0,22,Loyal
182320.0,1,One-time
825320.0,1,One-time
480001.0,27,Loyal
250110.0,12,Loyal
781020.0,19,Loyal
208009.0,5,Frequent
364060.0,1,One-time
735222.0,1,One-time
621010.0,3,Frequent
627426.0,2,Frequent
441205.0,1,One-time
272271.0,1,One-time
679333.0,1,One-time
743704.0,1,One-time
786170.0,1,One-time
534156.0,1,One-time
201102.0,42,Loyal
768006.0,2,Frequent
673601.0,7,Loyal
754103.0,8,Loyal
421302.0,89,Loyal
248011.0,6,Loyal
327023.0,1,One-time
390019.0,63,Loyal
518221.0,1,One-time
462013.0,1,One-time
700090.0,15,Loyal
700004.0,10,Loyal
712248.0,12,Loyal
854105.0,17,Loyal
245207.0,2,Frequent
834002.0,102,Loyal
416505.0,1,One-time
515445.0,1,One-time
507201.0,2,Frequent
246149.0,28,Loyal
403505.0,10,Loyal
422202.0,2,Frequent
577418.0,3,Frequent
632311.0,1,One-time
425401.0,3,Frequent
530049.0,2,Frequent
641029.0,14,Loyal
413713.0,2,Frequent
173022.0,1,One-time
736122.0,1,One-time
441108.0,18,Loyal
473551.0,11,Loyal
503212.0,2,Frequent
847201.0,1,One-time
627804.0,1,One-time
682553.0,2,Frequent
695602.0,1,One-time
733124.0,1,One-time
638005.0,1,One-time
781037.0,10,Loyal
192122.0,1,One-time
491557.0,1,One-time
812003.0,3,Frequent
711110.0,7,Loyal
680581.0,12,Loyal
533262.0,2,Frequent
743248.0,7,Loyal
784507.0,1,One-time
700038.0,27,Loyal
402403.0,2,Frequent
394330.0,1,One-time
241124.0,4,Frequent
416013.0,6,Loyal
522002.0,42,Loyal
421601.0,22,Loyal
670622.0,3,Frequent
713201.0,4,Frequent
574217.0,1,One-time
673305.0,4,Frequent
441109.0,1,One-time
152004.0,1,One-time
639001.0,5,Frequent
332715.0,3,Frequent
833223.0,4,Frequent
629201.0,4,Frequent
781303.0,2,Frequent
691572.0,4,Frequent
531113.0,2,Frequent
396469.0,1,One-time
823003.0,6,Loyal
700059.0,57,Loyal
344022.0,5,Frequent
629177.0,2,Frequent
176037.0,1,One-time
700003.0,4,Frequent
670597.0,1,One-time
273412.0,2,Frequent
682009.0,1,One-time
431517.0,6,Loyal
721446.0,4,Frequent
500048.0,90,Loyal
415604.0,1,One-time
533463.0,1,One-time
572137.0,1,One-time
754227.0,1,One-time
580028.0,8,Loyal
759125.0,2,Frequent
734003.0,26,Loyal
782447.0,3,Frequent
752080.0,1,One-time
700118.0,16,Loyal
784177.0,1,One-time
562163.0,2,Frequent
490006.0,36,Loyal
503230.0,1,One-time
795140.0,1,One-time
799002.0,7,Loyal
580021.0,15,Loyal
221505.0,2,Frequent
477445.0,1,One-time
635804.0,1,One-time
172030.0,1,One-time
700040.0,49,Loyal
638402.0,2,Frequent
621220.0,1,One-time
342026.0,8,Loyal
422009.0,55,Loyal
127029.0,1,One-time
686021.0,1,One-time
453556.0,1,One-time
764058.0,1,One-time
110063.0,103,Loyal
247341.0,4,Frequent
229204.0,1,One-time
332316.0,1,One-time
144101.0,1,One-time
403722.0,18,Loyal
673611.0,14,Loyal
582101.0,14,Loyal
627006.0,5,Frequent
516162.0,6,Loyal
788004.0,11,Loyal
756121.0,1,One-time
754102.0,1,One-time
793150.0,10,Loyal
823001.0,51,Loyal
151103.0,4,Frequent
686634.0,4,Frequent
306709.0,1,One-time
827009.0,7,Loyal
641046.0,25,Loyal
743289.0,1,One-time
700104.0,36,Loyal
752102.0,3,Frequent
382422.0,1,One-time
800003.0,13,Loyal
144514.0,7,Loyal
851133.0,1,One-time
177108.0,1,One-time
415722.0,1,One-time
686692.0,6,Loyal
403509.0,10,Loyal
700044.0,2,Frequent
522306.0,8,Loyal
493101.0,1,One-time
462021.0,8,Loyal
680682.0,2,Frequent
212206.0,1,One-time
530002.0,56,Loyal
754022.0,3,Frequent
400018.0,57,Loyal
474001.0,45,Loyal
721101.0,30,Loyal
533432.0,2,Frequent
680519.0,1,One-time
689545.0,4,Frequent
282001.0,48,Loyal
676319.0,3,Frequent
508252.0,8,Loyal
577423.0,1,One-time
563126.0,1,One-time
144301.0,1,One-time
503235.0,5,Frequent
700082.0,30,Loyal
638057.0,3,Frequent
175019.0,2,Frequent
722102.0,4,Frequent
577135.0,1,One-time
416503.0,1,One-time
522414.0,4,Frequent
791125.0,1,One-time
517319.0,3,Frequent
713363.0,2,Frequent
843312.0,1,One-time
695528.0,3,Frequent
500043.0,61,Loyal
788711.0,1,One-time
742102.0,3,Frequent
495452.0,5,Frequent
360530.0,1,One-time
751005.0,6,Loyal
209861.0,3,Frequent
574146.0,4,Frequent
402204.0,1,One-time
414501.0,2,Frequent
500028.0,129,Loyal
852107.0,1,One-time
845459.0,1,One-time
752027.0,2,Frequent
227405.0,10,Loyal
723101.0,11,Loyal
581320.0,11,Loyal
576104.0,49,Loyal
811213.0,1,One-time
754037.0,1,One-time
636203.0,3,Frequent
607401.0,1,One-time
509325.0,12,Loyal
380001.0,17,Loyal
575025.0,3,Frequent
227811.0,2,Frequent
676320.0,1,One-time
416702.0,6,Loyal
492013.0,15,Loyal
416403.0,1,One-time
517592.0,3,Frequent
508112.0,1,One-time
784144.0,1,One-time
641024.0,5,Frequent
431103.0,1,One-time
831012.0,29,Loyal
321001.0,22,Loyal
515002.0,11,Loyal
627859.0,1,One-time
230125.0,1,One-time
782137.0,1,One-time
639005.0,3,Frequent
444303.0,7,Loyal
412213.0,1,One-time
732207.0,2,Frequent
335512.0,5,Frequent
686513.0,15,Loyal
801503.0,77,Loyal
673642.0,3,Frequent
176047.0,5,Frequent
425304.0,1,One-time
620101.0,7,Loyal
503001.0,36,Loyal
535546.0,1,One-time
671312.0,1,One-time
394670.0,1,One-time
522004.0,29,Loyal
412405.0,1,One-time
364001.0,22,Loyal
770017.0,5,Frequent
636112.0,1,One-time
600056.0,105,Loyal
423102.0,1,One-time
622407.0,3,Frequent
209601.0,8,Loyal
577126.0,3,Frequent
521105.0,8,Loyal
713406.0,1,One-time
229305.0,1,One-time
678702.0,2,Frequent
462027.0,2,Frequent
680751.0,8,Loyal
414607.0,1,One-time
632003.0,1,One-time
639003.0,1,One-time
627011.0,19,Loyal
670621.0,1,One-time
273212.0,4,Frequent
670594.0,10,Loyal
271001.0,17,Loyal
712223.0,6,Loyal
577002.0,15,Loyal
636204.0,1,One-time
635805.0,1,One-time
440022.0,58,Loyal
249161.0,3,Frequent
521328.0,1,One-time
475220.0,1,One-time
614704.0,1,One-time
313803.0,1,One-time
695012.0,20,Loyal
416011.0,1,One-time
563101.0,28,Loyal
521402.0,1,One-time
503003.0,8,Loyal
416810.0,2,Frequent
228119.0,1,One-time
781007.0,37,Loyal
759021.0,2,Frequent
700084.0,82,Loyal
534199.0,1,One-time
458441.0,8,Loyal
411032.0,25,Loyal
700134.0,1,One-time
800013.0,35,Loyal
496001.0,33,Loyal
403527.0,1,One-time
361347.0,1,One-time
516269.0,11,Loyal
843313.0,1,One-time
688522.0,2,Frequent
518124.0,8,Loyal
121005.0,18,Loyal
522503.0,31,Loyal
490001.0,14,Loyal
503306.0,1,One-time
121106.0,12,Loyal
415513.0,2,Frequent
683543.0,1,One-time
689504.0,2,Frequent
452019.0,3,Frequent
735229.0,1,One-time
822121.0,1,One-time
854106.0,3,Frequent
413255.0,2,Frequent
384355.0,1,One-time
212104.0,1,One-time
383205.0,1,One-time
591102.0,6,Loyal
144216.0,2,Frequent
509125.0,5,Frequent
834005.0,29,Loyal
770024.0,1,One-time
142053.0,1,One-time
625512.0,5,Frequent
629155.0,1,One-time
173223.0,3,Frequent
181121.0,4,Frequent
284135.0,5,Frequent
470004.0,3,Frequent
421506.0,5,Frequent
688540.0,2,Frequent
442902.0,2,Frequent
274202.0,3,Frequent
741504.0,1,One-time
585314.0,1,One-time
624802.0,1,One-time
147105.0,2,Frequent
759100.0,5,Frequent
563114.0,5,Frequent
422008.0,15,Loyal
626125.0,10,Loyal
680005.0,19,Loyal
481880.0,3,Frequent
676104.0,1,One-time
174316.0,1,One-time
689645.0,3,Frequent
394160.0,2,Frequent
212306.0,1,One-time
744211.0,5,Frequent
801303.0,1,One-time
495689.0,2,Frequent
110021.0,53,Loyal
144002.0,7,Loyal
855102.0,9,Loyal
700150.0,22,Loyal
713148.0,6,Loyal
576102.0,11,Loyal
828104.0,2,Frequent
800025.0,32,Loyal
176403.0,1,One-time
711322.0,5,Frequent
534176.0,2,Frequent
606905.0,1,One-time
516289.0,1,One-time
786001.0,45,Loyal
534166.0,2,Frequent
628717.0,1,One-time
736101.0,24,Loyal
679579.0,2,Frequent
676304.0,4,Frequent
496116.0,1,One-time
700005.0,9,Loyal
530027.0,22,Loyal
232110.0,1,One-time
711317.0,1,One-time
813101.0,2,Frequent
560085.0,191,Loyal
713169.0,1,One-time
504313.0,1,One-time
754215.0,5,Frequent
507158.0,1,One-time
471606.0,6,Loyal
585292.0,1,One-time
560046.0,41,Loyal
686007.0,1,One-time
415107.0,1,One-time
560004.0,78,Loyal
506013.0,3,Frequent
493111.0,5,Frequent
691322.0,3,Frequent
500100.0,30,Loyal
206244.0,21,Loyal
700037.0,11,Loyal
424006.0,2,Frequent
534312.0,9,Loyal
326036.0,1,One-time
415519.0,1,One-time
383250.0,1,One-time
585403.0,7,Loyal
500080.0,65,Loyal
263145.0,7,Loyal
400080.0,156,Loyal
176001.0,10,Loyal
532401.0,1,One-time
144532.0,1,One-time
635002.0,1,One-time
606207.0,1,One-time
462004.0,7,Loyal
380028.0,5,Frequent
686016.0,10,Loyal
207001.0,8,Loyal
635201.0,1,One-time
587104.0,1,One-time
387340.0,1,One-time
627751.0,1,One-time
322230.0,3,Frequent
689663.0,2,Frequent
390005.0,1,One-time
272002.0,3,Frequent
382220.0,1,One-time
522001.0,43,Loyal
791109.0,10,Loyal
422608.0,1,One-time
231216.0,15,Loyal
636457.0,1,One-time
711108.0,2,Frequent
678572.0,4,Frequent
786192.0,2,Frequent
515721.0,1,One-time
533244.0,5,Frequent
416121.0,2,Frequent
791102.0,4,Frequent
134113.0,16,Loyal
802222.0,2,Frequent
343041.0,3,Frequent
576220.0,4,Frequent
226025.0,42,Loyal
683517.0,9,Loyal
573125.0,1,One-time
627414.0,3,Frequent
743373.0,1,One-time
676107.0,6,Loyal
766107.0,4,Frequent
600080.0,17,Loyal
263001.0,6,Loyal
627428.0,1,One-time
713333.0,3,Frequent
844506.0,2,Frequent
482003.0,17,Loyal
403512.0,12,Loyal
641015.0,20,Loyal
491881.0,2,Frequent
520010.0,46,Loyal
825102.0,1,One-time
384002.0,17,Loyal
678554.0,1,One-time
401305.0,30,Loyal
144522.0,1,One-time
768028.0,23,Loyal
560064.0,357,Loyal
834001.0,131,Loyal
522268.0,2,Frequent
678011.0,1,One-time
680507.0,9,Loyal
573121.0,1,One-time
413001.0,11,Loyal
603004.0,3,Frequent
686515.0,7,Loyal
