ship_postal_code,orders_count,customer_segment
832303.0,8,Loyal
201002.0,101,Loyal
799006.0,20,Loyal
394440.0,2,Frequent
742149.0,2,Frequent
141421.0,3,Frequent
841232.0,1,One-time
587201.0,3,Frequent
144416.0,1,One-time
125006.0,2,Frequent
686004.0,5,Frequent
643224.0,1,One-time
673655.0,4,Frequent
160019.0,13,Loyal
223221.0,1,One-time
388355.0,1,One-time
143530.0,8,Loyal
679563.0,4,Frequent
683577.0,2,Frequent
517425.0,9,Loyal
752085.0,1,One-time
574103.0,2,Frequent
387002.0,11,Loyal
721306.0,8,Loyal
673517.0,2,Frequent
506132.0,6,Loyal
600021.0,57,Loyal
127032.0,1,One-time
396155.0,3,Frequent
639110.0,1,One-time
637003.0,2,Frequent
632002.0,18,Loyal
209821.0,1,One-time
813102.0,2,Frequent
416007.0,7,Loyal
177022.0,1,One-time
400055.0,66,Loyal
576219.0,1,One-time
206127.0,1,One-time
221712.0,5,Frequent
751021.0,34,Loyal
629151.0,1,One-time
385340.0,1,One-time
403503.0,6,Loyal
577204.0,19,Loyal
246444.0,1,One-time
782425.0,1,One-time
500062.0,132,Loyal
209867.0,2,Frequent
483880.0,1,One-time
402109.0,14,Loyal
522318.0,2,Frequent
695003.0,51,Loyal
494777.0,1,One-time
800018.0,2,Frequent
691306.0,9,Loyal
530026.0,31,Loyal
244712.0,2,Frequent
173001.0,22,Loyal
248009.0,14,Loyal
110012.0,23,Loyal
530022.0,12,Loyal
680731.0,5,Frequent
533250.0,1,One-time
396191.0,38,Loyal
571252.0,1,One-time
673595.0,1,One-time
604202.0,2,Frequent
533401.0,16,Loyal
689506.0,3,Frequent
362255.0,2,Frequent
700024.0,15,Loyal
829118.0,1,One-time
682504.0,2,Frequent
721635.0,2,Frequent
403715.0,9,Loyal
686006.0,17,Loyal
786189.0,7,Loyal
624710.0,1,One-time
626121.0,2,Frequent
396424.0,1,One-time
400072.0,171,Loyal
533229.0,1,One-time
502032.0,242,Loyal
143115.0,5,Frequent
700153.0,9,Loyal
403006.0,17,Loyal
509129.0,1,One-time
380022.0,13,Loyal
365220.0,1,One-time
495555.0,3,Frequent
482008.0,15,Loyal
440027.0,31,Loyal
679302.0,4,Frequent
535568.0,1,One-time
628502.0,6,Loyal
530005.0,9,Loyal
383440.0,1,One-time
208010.0,11,Loyal
244928.0,1,One-time
502270.0,4,Frequent
396020.0,3,Frequent
382480.0,12,Loyal
360004.0,34,Loyal
515110.0,1,One-time
273405.0,1,One-time
734218.0,1,One-time
263676.0,1,One-time
769008.0,11,Loyal
671314.0,11,Loyal
608601.0,2,Frequent
635802.0,17,Loyal
225301.0,5,Frequent
712250.0,2,Frequent
227409.0,7,Loyal
742121.0,2,Frequent
516312.0,1,One-time
535215.0,1,One-time
562159.0,5,Frequent
743398.0,1,One-time
273303.0,8,Loyal
612605.0,1,One-time
263153.0,32,Loyal
470002.0,18,Loyal
388315.0,2,Frequent
276141.0,1,One-time
147101.0,2,Frequent
711103.0,13,Loyal
847225.0,6,Loyal
686012.0,4,Frequent
752104.0,6,Loyal
723148.0,1,One-time
522415.0,8,Loyal
502291.0,8,Loyal
632059.0,1,One-time
689572.0,4,Frequent
518102.0,1,One-time
302020.0,110,Loyal
629157.0,10,Loyal
177025.0,1,One-time
571101.0,2,Frequent
673020.0,12,Loyal
638108.0,1,One-time
768233.0,1,One-time
781026.0,19,Loyal
847234.0,1,One-time
625020.0,42,Loyal
421401.0,4,Frequent
784529.0,4,Frequent
262701.0,43,Loyal
673317.0,2,Frequent
500052.0,27,Loyal
723130.0,1,One-time
611001.0,7,Loyal
756162.0,1,One-time
769003.0,3,Frequent
522308.0,3,Frequent
828126.0,1,One-time
282008.0,5,Frequent
686668.0,4,Frequent
440018.0,22,Loyal
769004.0,18,Loyal
581301.0,15,Loyal
788819.0,2,Frequent
364004.0,1,One-time
583128.0,1,One-time
613402.0,1,One-time
495113.0,1,One-time
691581.0,1,One-time
400020.0,13,Loyal
737133.0,2,Frequent
606903.0,1,One-time
171222.0,1,One-time
271002.0,10,Loyal
248159.0,2,Frequent
247667.0,65,Loyal
460001.0,10,Loyal
391165.0,2,Frequent
670673.0,4,Frequent
829127.0,5,Frequent
382011.0,2,Frequent
570020.0,19,Loyal
641045.0,16,Loyal
221104.0,2,Frequent
524203.0,2,Frequent
403714.0,2,Frequent
630562.0,3,Frequent
825401.0,2,Frequent
855117.0,1,One-time
173213.0,2,Frequent
394730.0,1,One-time
444906.0,6,Loyal
458883.0,1,One-time
609111.0,1,One-time
785635.0,1,One-time
755026.0,4,Frequent
485005.0,2,Frequent
249124.0,3,Frequent
686661.0,8,Loyal
678007.0,16,Loyal
273009.0,2,Frequent
711205.0,5,Frequent
686577.0,2,Frequent
587315.0,4,Frequent
442001.0,29,Loyal
761121.0,1,One-time
380055.0,20,Loyal
682038.0,10,Loyal
744106.0,10,Loyal
575001.0,40,Loyal
574216.0,2,Frequent
700048.0,26,Loyal
221101.0,1,One-time
305005.0,1,One-time
389110.0,1,One-time
507302.0,1,One-time
600100.0,187,Loyal
523316.0,7,Loyal
261201.0,2,Frequent
246701.0,33,Loyal
507118.0,2,Frequent
522603.0,2,Frequent
680712.0,2,Frequent
362265.0,8,Loyal
110045.0,154,Loyal
682003.0,4,Frequent
679102.0,11,Loyal
400017.0,26,Loyal
402301.0,14,Loyal
142029.0,3,Frequent
781015.0,6,Loyal
275202.0,2,Frequent
274149.0,1,One-time
209732.0,9,Loyal
475661.0,5,Frequent
201012.0,106,Loyal
758015.0,1,One-time
176311.0,1,One-time
583101.0,20,Loyal
331403.0,5,Frequent
676122.0,9,Loyal
784145.0,2,Frequent
507160.0,1,One-time
787032.0,2,Frequent
600094.0,76,Loyal
142038.0,1,One-time
414301.0,1,One-time
522201.0,21,Loyal
425418.0,1,One-time
685602.0,4,Frequent
591313.0,2,Frequent
695008.0,17,Loyal
783129.0,2,Frequent
743383.0,3,Frequent
403507.0,64,Loyal
454552.0,8,Loyal
636121.0,2,Frequent
591344.0,1,One-time
712407.0,1,One-time
224135.0,1,One-time
600027.0,2,Frequent
632317.0,4,Frequent
560088.0,1,One-time
534275.0,10,Loyal
500079.0,99,Loyal
305003.0,2,Frequent
691537.0,3,Frequent
230301.0,1,One-time
413544.0,1,One-time
415505.0,1,One-time
301714.0,1,One-time
251307.0,1,One-time
722207.0,2,Frequent
524005.0,4,Frequent
769012.0,7,Loyal
450112.0,1,One-time
611002.0,2,Frequent
607006.0,4,Frequent
125039.0,1,One-time
413002.0,13,Loyal
328026.0,1,One-time
534201.0,14,Loyal
491441.0,15,Loyal
691008.0,2,Frequent
629167.0,6,Loyal
160066.0,1,One-time
325205.0,6,Loyal
743368.0,1,One-time
206002.0,2,Frequent
584124.0,1,One-time
831013.0,23,Loyal
637013.0,1,One-time
680307.0,12,Loyal
273006.0,4,Frequent
577226.0,1,One-time
335701.0,1,One-time
721201.0,1,One-time
641607.0,3,Frequent
802160.0,2,Frequent
755001.0,6,Loyal
395007.0,104,Loyal
581111.0,6,Loyal
679551.0,2,Frequent
700136.0,66,Loyal
395003.0,16,Loyal
673636.0,3,Frequent
743513.0,2,Frequent
600097.0,86,Loyal
413705.0,4,Frequent
262309.0,9,Loyal
502286.0,1,One-time
711101.0,54,Loyal
208019.0,12,Loyal
531081.0,1,One-time
799001.0,47,Loyal
629004.0,22,Loyal
495557.0,1,One-time
403704.0,5,Frequent
508248.0,4,Frequent
249405.0,5,Frequent
442710.0,1,One-time
248141.0,5,Frequent
801505.0,31,Loyal
400612.0,30,Loyal
143105.0,6,Loyal
126116.0,5,Frequent
363310.0,4,Frequent
110028.0,17,Loyal
497220.0,1,One-time
462010.0,11,Loyal
133202.0,1,One-time
342002.0,2,Frequent
496331.0,13,Loyal
400704.0,2,Frequent
364003.0,3,Frequent
411028.0,244,Loyal
222303.0,2,Frequent
670581.0,2,Frequent
441209.0,1,One-time
828202.0,5,Frequent
224152.0,1,One-time
444901.0,1,One-time
508223.0,1,One-time
515005.0,1,One-time
680008.0,3,Frequent
845305.0,46,Loyal
765025.0,1,One-time
576105.0,10,Loyal
231306.0,2,Frequent
416517.0,1,One-time
713214.0,5,Frequent
209865.0,1,One-time
762010.0,1,One-time
765001.0,14,Loyal
402105.0,1,One-time
302005.0,1,One-time
743134.0,4,Frequent
560018.0,30,Loyal
251003.0,1,One-time
828108.0,1,One-time
521245.0,1,One-time
754211.0,14,Loyal
231217.0,9,Loyal
835223.0,2,Frequent
625003.0,12,Loyal
313603.0,2,Frequent
581324.0,1,One-time
229206.0,1,One-time
277001.0,24,Loyal
391410.0,24,Loyal
603319.0,8,Loyal
610002.0,2,Frequent
843301.0,4,Frequent
744302.0,1,One-time
788164.0,2,Frequent
412106.0,8,Loyal
361140.0,1,One-time
172001.0,12,Loyal
444105.0,7,Loyal
176029.0,2,Frequent
506010.0,1,One-time
496242.0,3,Frequent
421604.0,1,One-time
607403.0,2,Frequent
735214.0,5,Frequent
425406.0,1,One-time
247769.0,1,One-time
533251.0,3,Frequent
572102.0,53,Loyal
804452.0,2,Frequent
389130.0,3,Frequent
686539.0,4,Frequent
811105.0,3,Frequent
365601.0,7,Loyal
781317.0,2,Frequent
605105.0,1,One-time
679576.0,10,Loyal
680733.0,1,One-time
752103.0,5,Frequent
380006.0,28,Loyal
764020.0,15,Loyal
625527.0,1,One-time
487551.0,9,Loyal
712503.0,5,Frequent
282004.0,9,Loyal
571104.0,2,Frequent
534250.0,3,Frequent
524314.0,5,Frequent
495446.0,1,One-time
671321.0,7,Loyal
142044.0,1,One-time
243005.0,7,Loyal
422010.0,26,Loyal
110005.0,65,Loyal
363002.0,10,Loyal
400031.0,20,Loyal
673572.0,3,Frequent
123001.0,11,Loyal
624301.0,2,Frequent
680014.0,4,Frequent
507128.0,1,One-time
752050.0,19,Loyal
606106.0,1,One-time
673306.0,2,Frequent
847305.0,1,One-time
577211.0,1,One-time
332001.0,30,Loyal
574226.0,1,One-time
570019.0,26,Loyal
682020.0,50,Loyal
221401.0,8,Loyal
686504.0,7,Loyal
626149.0,1,One-time
403702.0,16,Loyal
691525.0,5,Frequent
570024.0,2,Frequent
221303.0,1,One-time
679533.0,10,Loyal
626001.0,18,Loyal
144207.0,1,One-time
521286.0,1,One-time
410402.0,4,Frequent
342301.0,4,Frequent
302028.0,8,Loyal
847401.0,1,One-time
522436.0,2,Frequent
852110.0,1,One-time
695504.0,2,Frequent
676506.0,3,Frequent
825303.0,1,One-time
676311.0,2,Frequent
801105.0,20,Loyal
795128.0,3,Frequent
415804.0,2,Frequent
444604.0,12,Loyal
629901.0,1,One-time
721305.0,11,Loyal
686537.0,2,Frequent
606003.0,1,One-time
680317.0,2,Frequent
784028.0,7,Loyal
584115.0,2,Frequent
605013.0,18,Loyal
425413.0,5,Frequent
522529.0,1,One-time
301406.0,1,One-time
210001.0,21,Loyal
396135.0,1,One-time
334005.0,4,Frequent
695014.0,21,Loyal
786126.0,3,Frequent
781171.0,13,Loyal
574279.0,2,Frequent
848117.0,1,One-time
389350.0,5,Frequent
494337.0,1,One-time
496551.0,2,Frequent
152001.0,8,Loyal
517194.0,4,Frequent
833215.0,1,One-time
208015.0,13,Loyal
247232.0,2,Frequent
144012.0,2,Frequent
833212.0,2,Frequent
250401.0,5,Frequent
721401.0,19,Loyal
506007.0,3,Frequent
312022.0,1,One-time
400070.0,57,Loyal
678508.0,2,Frequent
686105.0,8,Loyal
390014.0,9,Loyal
231309.0,1,One-time
670702.0,15,Loyal
396310.0,1,One-time
205253.0,1,One-time
686602.0,3,Frequent
561228.0,2,Frequent
635307.0,1,One-time
785001.0,37,Loyal
226201.0,1,One-time
190006.0,9,Loyal
814101.0,21,Loyal
171102.0,5,Frequent
624215.0,1,One-time
422213.0,1,One-time
382110.0,6,Loyal
680661.0,2,Frequent
721636.0,1,One-time
503145.0,2,Frequent
590009.0,3,Frequent
685514.0,4,Frequent
583229.0,5,Frequent
638315.0,1,One-time
414005.0,4,Frequent
400069.0,68,Loyal
244925.0,1,One-time
462026.0,36,Loyal
796012.0,6,Loyal
441203.0,3,Frequent
600008.0,25,Loyal
781103.0,1,One-time
754106.0,1,One-time
524222.0,2,Frequent
638051.0,7,Loyal
464221.0,1,One-time
442501.0,2,Frequent
152022.0,2,Frequent
686536.0,8,Loyal
781353.0,2,Frequent
743133.0,1,One-time
678001.0,28,Loyal
460225.0,1,One-time
531085.0,2,Frequent
416606.0,3,Frequent
614101.0,2,Frequent
209724.0,1,One-time
360003.0,5,Frequent
305814.0,2,Frequent
670601.0,6,Loyal
743125.0,1,One-time
628204.0,6,Loyal
388265.0,1,One-time
670008.0,6,Loyal
686691.0,24,Loyal
534244.0,5,Frequent
509210.0,5,Frequent
788151.0,5,Frequent
700105.0,10,Loyal
533447.0,2,Frequent
734214.0,7,Loyal
390011.0,42,Loyal
277208.0,1,One-time
284001.0,29,Loyal
571217.0,1,One-time
642104.0,2,Frequent
576201.0,12,Loyal
700121.0,2,Frequent
609001.0,7,Loyal
243301.0,2,Frequent
147004.0,1,One-time
412306.0,4,Frequent
785004.0,5,Frequent
411005.0,20,Loyal
576223.0,1,One-time
688525.0,1,One-time
691507.0,5,Frequent
507117.0,3,Frequent
835101.0,2,Frequent
416408.0,4,Frequent
576225.0,1,One-time
383430.0,5,Frequent
683581.0,1,One-time
324001.0,25,Loyal
695011.0,43,Loyal
751007.0,17,Loyal
506310.0,1,One-time
711102.0,31,Loyal
221004.0,9,Loyal
827004.0,20,Loyal
141109.0,3,Frequent
812001.0,28,Loyal
462047.0,8,Loyal
670591.0,2,Frequent
785101.0,3,Frequent
271204.0,1,One-time
331001.0,15,Loyal
581411.0,2,Frequent
626113.0,1,One-time
148023.0,4,Frequent
495002.0,1,One-time
500023.0,12,Loyal
768003.0,6,Loyal
560033.0,66,Loyal
735220.0,1,One-time
686015.0,3,Frequent
160064.0,2,Frequent
600115.0,33,Loyal
670649.0,7,Loyal
244235.0,7,Loyal
671315.0,5,Frequent
712245.0,1,One-time
160103.0,15,Loyal
400051.0,103,Loyal
223225.0,1,One-time
132041.0,2,Frequent
721645.0,4,Frequent
614905.0,1,One-time
462003.0,33,Loyal
181152.0,4,Frequent
678623.0,7,Loyal
841231.0,1,One-time
500095.0,7,Loyal
322241.0,2,Frequent
416310.0,1,One-time
591222.0,1,One-time
174401.0,1,One-time
752077.0,1,One-time
680689.0,2,Frequent
390009.0,31,Loyal
625019.0,8,Loyal
571434.0,1,One-time
581110.0,8,Loyal
390013.0,12,Loyal
241204.0,1,One-time
686546.0,1,One-time
533212.0,1,One-time
680553.0,7,Loyal
400060.0,79,Loyal
560041.0,40,Loyal
625501.0,1,One-time
225403.0,1,One-time
518134.0,1,One-time
523280.0,2,Frequent
509001.0,33,Loyal
626124.0,2,Frequent
689532.0,2,Frequent
824231.0,2,Frequent
110023.0,43,Loyal
686544.0,3,Frequent
626101.0,8,Loyal
799287.0,1,One-time
576122.0,1,One-time
760002.0,16,Loyal
245205.0,19,Loyal
248003.0,9,Loyal
522015.0,1,One-time
574118.0,6,Loyal
203202.0,2,Frequent
248121.0,4,Frequent
788001.0,7,Loyal
583118.0,4,Frequent
689126.0,3,Frequent
493118.0,8,Loyal
422604.0,2,Frequent
832402.0,1,One-time
816108.0,1,One-time
421502.0,9,Loyal
712705.0,2,Frequent
534235.0,5,Frequent
695103.0,1,One-time
331501.0,1,One-time
534451.0,1,One-time
613003.0,1,One-time
232103.0,4,Frequent
786191.0,1,One-time
521401.0,2,Frequent
638182.0,10,Loyal
678003.0,4,Frequent
534122.0,1,One-time
176092.0,4,Frequent
465683.0,1,One-time
758014.0,2,Frequent
465447.0,3,Frequent
323603.0,1,One-time
505185.0,3,Frequent
700007.0,1,One-time
248125.0,1,One-time
623525.0,1,One-time
416301.0,2,Frequent
686542.0,2,Frequent
764001.0,12,Loyal
600007.0,23,Loyal
452004.0,1,One-time
400077.0,53,Loyal
590010.0,15,Loyal
144629.0,1,One-time
413301.0,1,One-time
400056.0,45,Loyal
636201.0,1,One-time
605104.0,3,Frequent
243502.0,4,Frequent
441915.0,1,One-time
425002.0,9,Loyal
517001.0,40,Loyal
341305.0,1,One-time
204102.0,3,Frequent
312001.0,12,Loyal
787031.0,6,Loyal
712125.0,1,One-time
614810.0,1,One-time
282010.0,21,Loyal
110092.0,328,Loyal
638181.0,1,One-time
171208.0,2,Frequent
670012.0,2,Frequent
416404.0,1,One-time
685533.0,1,One-time
609202.0,3,Frequent
431003.0,17,Loyal
474003.0,6,Loyal
766027.0,2,Frequent
462044.0,5,Frequent
737102.0,34,Loyal
532148.0,1,One-time
574111.0,3,Frequent
636008.0,16,Loyal
444803.0,4,Frequent
403723.0,5,Frequent
230204.0,1,One-time
490021.0,6,Loyal
636403.0,1,One-time
574227.0,15,Loyal
680588.0,6,Loyal
841438.0,2,Frequent
576229.0,1,One-time
522211.0,1,One-time
523201.0,10,Loyal
560027.0,57,Loyal
416602.0,5,Frequent
122104.0,3,Frequent
110020.0,14,Loyal
534326.0,1,One-time
685501.0,1,One-time
581401.0,14,Loyal
680544.0,2,Frequent
600052.0,19,Loyal
403526.0,1,One-time
451113.0,2,Frequent
590016.0,14,Loyal
400093.0,184,Loyal
625531.0,19,Loyal
440005.0,2,Frequent
403801.0,19,Loyal
609602.0,16,Loyal
160008.0,2,Frequent
464665.0,3,Frequent
500029.0,72,Loyal
627814.0,8,Loyal
504102.0,4,Frequent
676105.0,3,Frequent
695316.0,1,One-time
248160.0,2,Frequent
829102.0,1,One-time
144221.0,3,Frequent
274405.0,1,One-time
472336.0,4,Frequent
222143.0,1,One-time
686510.0,2,Frequent
788003.0,7,Loyal
753001.0,27,Loyal
403705.0,17,Loyal
441902.0,1,One-time
533126.0,2,Frequent
231208.0,1,One-time
394601.0,14,Loyal
502345.0,2,Frequent
388220.0,1,One-time
757003.0,1,One-time
690507.0,4,Frequent
110034.0,148,Loyal
502278.0,8,Loyal
517640.0,4,Frequent
635602.0,2,Frequent
678582.0,3,Frequent
691523.0,3,Frequent
394660.0,2,Frequent
732203.0,6,Loyal
495447.0,2,Frequent
600015.0,48,Loyal
411038.0,219,Loyal
396325.0,1,One-time
683565.0,5,Frequent
413132.0,1,One-time
272301.0,1,One-time
273161.0,2,Frequent
689698.0,6,Loyal
642114.0,4,Frequent
458664.0,1,One-time
388239.0,1,One-time
344001.0,5,Frequent
176059.0,3,Frequent
695311.0,5,Frequent
623504.0,1,One-time
360024.0,3,Frequent
209745.0,2,Frequent
209864.0,2,Frequent
713203.0,14,Loyal
500063.0,4,Frequent
110040.0,11,Loyal
444003.0,1,One-time
201005.0,138,Loyal
770019.0,1,One-time
626126.0,3,Frequent
679334.0,7,Loyal
400057.0,72,Loyal
505528.0,1,One-time
673021.0,2,Frequent
612303.0,2,Frequent
562130.0,6,Loyal
411016.0,60,Loyal
382418.0,18,Loyal
613002.0,2,Frequent
332301.0,4,Frequent
486889.0,15,Loyal
585214.0,3,Frequent
560065.0,29,Loyal
682037.0,29,Loyal
425001.0,36,Loyal
686604.0,1,One-time
131029.0,12,Loyal
741222.0,10,Loyal
307501.0,2,Frequent
444403.0,3,Frequent
302040.0,2,Frequent
403504.0,16,Loyal
686017.0,1,One-time
142026.0,8,Loyal
413006.0,8,Loyal
670563.0,1,One-time
226002.0,88,Loyal
563115.0,6,Loyal
535547.0,1,One-time
518222.0,7,Loyal
181111.0,1,One-time
250611.0,2,Frequent
788802.0,1,One-time
636016.0,18,Loyal
712409.0,2,Frequent
473287.0,1,One-time
700114.0,9,Loyal
423101.0,2,Frequent
723121.0,7,Loyal
678014.0,4,Frequent
561202.0,2,Frequent
142047.0,2,Frequent
523171.0,1,One-time
380027.0,9,Loyal
689623.0,3,Frequent
631001.0,9,Loyal
533445.0,1,One-time
786152.0,3,Frequent
691333.0,9,Loyal
700006.0,35,Loyal
313324.0,7,Loyal
732101.0,20,Loyal
416008.0,25,Loyal
411039.0,28,Loyal
415412.0,3,Frequent
632001.0,24,Loyal
523108.0,2,Frequent
624004.0,1,One-time
576221.0,3,Frequent
683519.0,1,One-time
670007.0,15,Loyal
281121.0,33,Loyal
680305.0,1,One-time
686681.0,1,One-time
691589.0,4,Frequent
521366.0,3,Frequent
221003.0,30,Loyal
795005.0,15,Loyal
712201.0,9,Loyal
563116.0,1,One-time
275303.0,1,One-time
685583.0,3,Frequent
400058.0,89,Loyal
759121.0,2,Frequent
388430.0,2,Frequent
503225.0,2,Frequent
442404.0,3,Frequent
686001.0,16,Loyal
832104.0,5,Frequent
560096.0,48,Loyal
190024.0,1,One-time
411030.0,65,Loyal
302023.0,11,Loyal
314036.0,1,One-time
685571.0,2,Frequent
678555.0,2,Frequent
411031.0,12,Loyal
683544.0,5,Frequent
507119.0,1,One-time
678573.0,3,Frequent
382006.0,24,Loyal
695133.0,4,Frequent
175105.0,1,One-time
580031.0,16,Loyal
400064.0,199,Loyal
204213.0,1,One-time
505214.0,1,One-time
276406.0,3,Frequent
695018.0,14,Loyal
416522.0,1,One-time
731201.0,2,Frequent
402401.0,3,Frequent
532312.0,3,Frequent
490042.0,4,Frequent
412211.0,2,Frequent
691310.0,1,One-time
713338.0,3,Frequent
421203.0,31,Loyal
457661.0,7,Loyal
517561.0,1,One-time
534207.0,1,One-time
500091.0,91,Loyal
176208.0,3,Frequent
586201.0,3,Frequent
442302.0,5,Frequent
678002.0,5,Frequent
175121.0,4,Frequent
134112.0,14,Loyal
509208.0,5,Frequent
224229.0,1,One-time
400068.0,182,Loyal
614601.0,2,Frequent
507164.0,3,Frequent
580026.0,1,One-time
171004.0,15,Loyal
680734.0,2,Frequent
757047.0,1,One-time
496107.0,3,Frequent
534460.0,3,Frequent
785662.0,2,Frequent
638006.0,2,Frequent
302026.0,14,Loyal
524344.0,1,One-time
603204.0,14,Loyal
713364.0,4,Frequent
380013.0,55,Loyal
241406.0,1,One-time
496223.0,2,Frequent
576108.0,3,Frequent
689654.0,1,One-time
825412.0,2,Frequent
152026.0,3,Frequent
678595.0,1,One-time
421005.0,6,Loyal
799005.0,3,Frequent
500004.0,75,Loyal
735134.0,1,One-time
440021.0,3,Frequent
679303.0,10,Loyal
689664.0,2,Frequent
125005.0,8,Loyal
180004.0,38,Loyal
226012.0,89,Loyal
182141.0,1,One-time
416216.0,3,Frequent
221007.0,30,Loyal
670003.0,1,One-time
600107.0,34,Loyal
835221.0,2,Frequent
673508.0,3,Frequent
754010.0,3,Frequent
600060.0,17,Loyal
173206.0,1,One-time
413531.0,7,Loyal
743318.0,1,One-time
284124.0,1,One-time
497229.0,2,Frequent
721140.0,2,Frequent
801506.0,1,One-time
751022.0,9,Loyal
141112.0,4,Frequent
160015.0,11,Loyal
682310.0,4,Frequent
670327.0,2,Frequent
695023.0,3,Frequent
391250.0,1,One-time
440015.0,48,Loyal
441804.0,2,Frequent
786171.0,16,Loyal
577116.0,1,One-time
815353.0,1,One-time
673529.0,2,Frequent
244501.0,1,One-time
571430.0,4,Frequent
585318.0,1,One-time
500078.0,43,Loyal
411015.0,207,Loyal
140401.0,11,Loyal
735207.0,1,One-time
670582.0,1,One-time
440007.0,5,Frequent
603103.0,122,Loyal
743297.0,1,One-time
171011.0,6,Loyal
516175.0,2,Frequent
505187.0,2,Frequent
679521.0,5,Frequent
141012.0,19,Loyal
680517.0,1,One-time
755043.0,1,One-time
786181.0,2,Frequent
488001.0,2,Frequent
180011.0,12,Loyal
422209.0,2,Frequent
273151.0,1,One-time
416508.0,1,One-time
487110.0,1,One-time
620020.0,9,Loyal
507211.0,1,One-time
680681.0,3,Frequent
222002.0,10,Loyal
311022.0,4,Frequent
625002.0,12,Loyal
700139.0,1,One-time
639136.0,3,Frequent
759024.0,1,One-time
181133.0,2,Frequent
834003.0,40,Loyal
751024.0,85,Loyal
689653.0,3,Frequent
800014.0,68,Loyal
683589.0,2,Frequent
533104.0,11,Loyal
621704.0,4,Frequent
682036.0,21,Loyal
201204.0,19,Loyal
680571.0,7,Loyal
461775.0,7,Loyal
181206.0,2,Frequent
402116.0,2,Frequent
283119.0,1,One-time
383325.0,3,Frequent
695032.0,7,Loyal
581350.0,2,Frequent
500024.0,34,Loyal
462007.0,1,One-time
574150.0,7,Loyal
263652.0,1,One-time
465697.0,1,One-time
530004.0,11,Loyal
391210.0,1,One-time
641028.0,21,Loyal
400101.0,289,Loyal
676541.0,2,Frequent
412203.0,3,Frequent
591307.0,13,Loyal
273017.0,2,Frequent
574221.0,2,Frequent
603108.0,1,One-time
621703.0,1,One-time
673307.0,3,Frequent
332714.0,1,One-time
678622.0,3,Frequent
756125.0,4,Frequent
680523.0,4,Frequent
688013.0,5,Frequent
689648.0,3,Frequent
245304.0,16,Loyal
623409.0,1,One-time
700073.0,5,Frequent
326001.0,8,Loyal
700023.0,27,Loyal
172033.0,1,One-time
825311.0,2,Frequent
815311.0,1,One-time
521356.0,1,One-time
721425.0,1,One-time
222202.0,1,One-time
474006.0,15,Loyal
833219.0,1,One-time
226005.0,35,Loyal
501506.0,2,Frequent
160102.0,2,Frequent
679516.0,2,Frequent
636308.0,10,Loyal
231501.0,1,One-time
829301.0,1,One-time
743124.0,1,One-time
500087.0,44,Loyal
335041.0,1,One-time
626003.0,3,Frequent
686672.0,3,Frequent
754205.0,2,Frequent
473001.0,17,Loyal
621316.0,3,Frequent
190010.0,4,Frequent
686516.0,2,Frequent
521325.0,3,Frequent
414601.0,1,One-time
586203.0,4,Frequent
462008.0,3,Frequent
768001.0,11,Loyal
673105.0,3,Frequent
180002.0,23,Loyal
577003.0,2,Frequent
831014.0,3,Frequent
382029.0,1,One-time
572105.0,3,Frequent
144021.0,2,Frequent
143416.0,3,Frequent
641664.0,3,Frequent
504251.0,6,Loyal
614706.0,1,One-time
415408.0,2,Frequent
412210.0,13,Loyal
734221.0,2,Frequent
641037.0,12,Loyal
431010.0,1,One-time
522256.0,1,One-time
535522.0,2,Frequent
145023.0,8,Loyal
533221.0,2,Frequent
627004.0,4,Frequent
625017.0,16,Loyal
493881.0,1,One-time
781017.0,18,Loyal
152021.0,2,Frequent
700015.0,22,Loyal
282007.0,56,Loyal
413801.0,7,Loyal
211015.0,1,One-time
246424.0,2,Frequent
396375.0,2,Frequent
637207.0,1,One-time
272207.0,5,Frequent
680570.0,3,Frequent
683105.0,4,Frequent
695010.0,18,Loyal
685585.0,7,Loyal
571237.0,3,Frequent
686502.0,5,Frequent
685535.0,1,One-time
577601.0,6,Loyal
533255.0,3,Frequent
502321.0,1,One-time
480334.0,4,Frequent
370655.0,2,Frequent
847236.0,4,Frequent
212653.0,1,One-time
573213.0,5,Frequent
688505.0,3,Frequent
795010.0,11,Loyal
688561.0,2,Frequent
643212.0,8,Loyal
624204.0,1,One-time
673017.0,23,Loyal
683514.0,3,Frequent
847421.0,1,One-time
175131.0,8,Loyal
571236.0,5,Frequent
210427.0,8,Loyal
530014.0,15,Loyal
736121.0,9,Loyal
224201.0,1,One-time
620019.0,12,Loyal
795150.0,1,One-time
621103.0,1,One-time
494115.0,1,One-time
500070.0,110,Loyal
400085.0,1,One-time
263126.0,12,Loyal
440020.0,2,Frequent
171202.0,1,One-time
382455.0,3,Frequent
678015.0,1,One-time
570021.0,7,Loyal
695302.0,3,Frequent
402117.0,2,Frequent
455459.0,1,One-time
682557.0,1,One-time
575026.0,1,One-time
508213.0,18,Loyal
474009.0,10,Loyal
751023.0,10,Loyal
211002.0,64,Loyal
680516.0,1,One-time
560010.0,91,Loyal
518401.0,3,Frequent
206122.0,7,Loyal
248171.0,11,Loyal
136021.0,1,One-time
274402.0,7,Loyal
500049.0,405,Loyal
481882.0,1,One-time
492010.0,10,Loyal
415409.0,6,Loyal
221507.0,1,One-time
680666.0,1,One-time
683547.0,9,Loyal
