item1,item2,pair_count,item1_count,item2_count,total_count,support,confidence_item1_to_item2,confidence_item2_to_item1,lift
Elegant Set,Cocktail Dress,1,29,653,119764,8.349754517217195e-06,0.034482758620689655,0.0015313935681470138,6.324338596398585
Cocktail Dress,Elegant Set,1,653,29,119764,8.349754517217195e-06,0.0015313935681470138,0.034482758620689655,6.324338596398585
Designer Set,Designer Set,1,92,206,119764,8.349754517217195e-06,0.010869565217391304,0.0048543689320388345,6.319333051920641
Designer Set,Designer Set,1,206,92,119764,8.349754517217195e-06,0.0048543689320388345,0.010869565217391304,6.319333051920641
Cotton Kurta,Elegant Set,2,105,361,119764,1.669950903443439e-05,0.01904761904761905,0.00554016620498615,6.319166336894869
Elegant Set,Cotton Kurta,2,361,105,119764,1.669950903443439e-05,0.00554016620498615,0.01904761904761905,6.3191663368948685
Formal Set,Designer Kurta,1,89,213,119764,8.349754517217195e-06,0.011235955056179775,0.004694835680751174,6.317666297409928
Designer Kurta,Formal Set,1,213,89,119764,8.349754517217195e-06,0.004694835680751174,0.011235955056179775,6.317666297409928
Summer Dress,Formal Set,1,395,48,119764,8.349754517217195e-06,0.002531645569620253,0.020833333333333332,6.316666666666666
Formal Set,Summer Dress,1,48,395,119764,8.349754517217195e-06,0.020833333333333332,0.002531645569620253,6.316666666666666
Formal Set,Summer Dress,1,48,395,119764,8.349754517217195e-06,0.020833333333333332,0.002531645569620253,6.316666666666666
Summer Dress,Formal Set,1,395,48,119764,8.349754517217195e-06,0.002531645569620253,0.020833333333333332,6.316666666666666
Cotton Kurta,Cotton Kurta,1,186,102,119764,8.349754517217195e-06,0.005376344086021506,0.00980392156862745,6.312671305081173
Cotton Kurta,Cotton Kurta,1,102,186,119764,8.349754517217195e-06,0.00980392156862745,0.005376344086021506,6.312671305081172
Elegant Set,Casual Set,3,361,158,119764,2.5049263551651582e-05,0.008310249307479225,0.0189873417721519,6.299168975069253
Casual Set,Elegant Set,3,158,361,119764,2.5049263551651582e-05,0.0189873417721519,0.008310249307479225,6.299168975069252
Designer Kurta,Casual Kurta,1,284,67,119764,8.349754517217195e-06,0.0035211267605633804,0.014925373134328358,6.294092915703175
Casual Kurta,Designer Kurta,1,67,284,119764,8.349754517217195e-06,0.014925373134328358,0.0035211267605633804,6.294092915703174
Cocktail Dress,Casual Dress,1,160,119,119764,8.349754517217195e-06,0.00625,0.008403361344537815,6.290126050420169
Casual Dress,Cocktail Dress,1,119,160,119764,8.349754517217195e-06,0.008403361344537815,0.00625,6.290126050420168
Evening Dress,Evening Dress,2,586,65,119764,1.669950903443439e-05,0.0034129692832764505,0.03076923076923077,6.288474665266475
Evening Dress,Evening Dress,2,65,586,119764,1.669950903443439e-05,0.03076923076923077,0.0034129692832764505,6.288474665266475
Evening Dress,Casual Kurta,1,163,117,119764,8.349754517217195e-06,0.006134969325153374,0.008547008547008548,6.279901421005716
Casual Kurta,Evening Dress,1,117,163,119764,8.349754517217195e-06,0.008547008547008548,0.006134969325153374,6.279901421005715
Casual Kurta,Designer Kurta,1,208,92,119764,8.349754517217195e-06,0.004807692307692308,0.010869565217391304,6.258570234113713
Designer Kurta,Casual Kurta,1,92,208,119764,8.349754517217195e-06,0.010869565217391304,0.004807692307692308,6.258570234113712
Summer Top,Summer Top,1,139,138,119764,8.349754517217195e-06,0.007194244604316547,0.007246376811594203,6.24356167240121
Summer Top,Summer Top,1,138,139,119764,8.349754517217195e-06,0.007246376811594203,0.007194244604316547,6.243561672401209
Designer Set,Cotton Kurta,1,163,118,119764,8.349754517217195e-06,0.006134969325153374,0.00847457627118644,6.226681917437871
Cotton Kurta,Designer Set,1,118,163,119764,8.349754517217195e-06,0.00847457627118644,0.006134969325153374,6.22668191743787
Summer Dress,Casual Dress,2,213,181,119764,1.669950903443439e-05,0.009389671361502348,0.011049723756906077,6.212953596347885
Casual Dress,Summer Dress,2,181,213,119764,1.669950903443439e-05,0.011049723756906077,0.009389671361502348,6.212953596347885
Summer Dress,Evening Dress,1,429,45,119764,8.349754517217195e-06,0.002331002331002331,0.022222222222222223,6.203781403781404
Evening Dress,Summer Dress,1,45,429,119764,8.349754517217195e-06,0.022222222222222223,0.002331002331002331,6.203781403781404
Designer Kurta,Casual Set,1,81,239,119764,8.349754517217195e-06,0.012345679012345678,0.0041841004184100415,6.186476574203213
Casual Set,Designer Kurta,1,239,81,119764,8.349754517217195e-06,0.0041841004184100415,0.012345679012345678,6.186476574203213
Formal Set,Formal Set,1,58,334,119764,8.349754517217195e-06,0.017241379310344827,0.0029940119760479044,6.18232500516209
Formal Set,Formal Set,1,334,58,119764,8.349754517217195e-06,0.0029940119760479044,0.017241379310344827,6.18232500516209
Designer Kurta,Stylish Kurta,1,155,125,119764,8.349754517217195e-06,0.0064516129032258064,0.008,6.181367741935484
Stylish Kurta,Designer Kurta,1,125,155,119764,8.349754517217195e-06,0.008,0.0064516129032258064,6.1813677419354836
Casual Set,Elegant Set,1,85,228,119764,8.349754517217195e-06,0.011764705882352941,0.0043859649122807015,6.1797729618163055
Elegant Set,Casual Set,1,228,85,119764,8.349754517217195e-06,0.0043859649122807015,0.011764705882352941,6.179772961816305
Evening Dress,Elegant Set,1,163,119,119764,8.349754517217195e-06,0.006134969325153374,0.008403361344537815,6.1743568593081415
Elegant Set,Evening Dress,1,119,163,119764,8.349754517217195e-06,0.008403361344537815,0.006134969325153374,6.17435685930814
Elegant Set,Elegant Set,1,361,54,119764,8.349754517217195e-06,0.002770083102493075,0.018518518518518517,6.143633938647789
Elegant Set,Elegant Set,1,54,361,119764,8.349754517217195e-06,0.018518518518518517,0.002770083102493075,6.143633938647788
Cocktail Dress,Cotton Kurta,1,116,169,119764,8.349754517217195e-06,0.008620689655172414,0.005917159763313609,6.109161395633544
Cotton Kurta,Cocktail Dress,1,169,116,119764,8.349754517217195e-06,0.005917159763313609,0.008620689655172414,6.109161395633544
Cocktail Dress,Designer Kurta,1,385,51,119764,8.349754517217195e-06,0.0025974025974025974,0.0196078431372549,6.099516170104406
Designer Kurta,Cocktail Dress,1,51,385,119764,8.349754517217195e-06,0.0196078431372549,0.0025974025974025974,6.099516170104406
Designer Set,Designer Set,1,214,92,119764,8.349754517217195e-06,0.004672897196261682,0.010869565217391304,6.0830963023161315
Designer Set,Designer Set,1,92,214,119764,8.349754517217195e-06,0.010869565217391304,0.004672897196261682,6.0830963023161315
Stylish Kurta,Formal Set,1,138,143,119764,8.349754517217195e-06,0.007246376811594203,0.006993006993006993,6.068916590655721
Formal Set,Stylish Kurta,1,143,138,119764,8.349754517217195e-06,0.006993006993006993,0.007246376811594203,6.068916590655721
Stylish Kurta,Casual Set,1,125,158,119764,8.349754517217195e-06,0.008,0.006329113924050633,6.064
Casual Set,Stylish Kurta,1,158,125,119764,8.349754517217195e-06,0.006329113924050633,0.008,6.064
Elegant Set,Cocktail Dress,1,103,192,119764,8.349754517217195e-06,0.009708737864077669,0.005208333333333333,6.056027508090614
Cocktail Dress,Elegant Set,1,192,103,119764,8.349754517217195e-06,0.005208333333333333,0.009708737864077669,6.056027508090614
Designer Kurta,Stylish Kurta,1,45,440,119764,8.349754517217195e-06,0.022222222222222223,0.0022727272727272726,6.048686868686868
Stylish Kurta,Designer Kurta,1,440,45,119764,8.349754517217195e-06,0.0022727272727272726,0.022222222222222223,6.048686868686868
Casual Dress,Designer Kurta,1,472,42,119764,8.349754517217195e-06,0.00211864406779661,0.023809523809523808,6.04136400322841
Designer Kurta,Casual Dress,1,42,472,119764,8.349754517217195e-06,0.023809523809523808,0.00211864406779661,6.041364003228409
Formal Top,Summer Top,1,160,124,119764,8.349754517217195e-06,0.00625,0.008064516129032258,6.036491935483871
Summer Top,Formal Top,1,124,160,119764,8.349754517217195e-06,0.008064516129032258,0.00625,6.036491935483871
Designer Set,Designer Kurta,1,136,146,119764,8.349754517217195e-06,0.007352941176470588,0.00684931506849315,6.031627719580983
Designer Kurta,Designer Set,1,146,136,119764,8.349754517217195e-06,0.00684931506849315,0.007352941176470588,6.031627719580983
Casual Set,Formal Set,1,115,173,119764,8.349754517217195e-06,0.008695652173913044,0.005780346820809248,6.019803970846946
Formal Set,Casual Set,1,173,115,119764,8.349754517217195e-06,0.005780346820809248,0.008695652173913044,6.019803970846946
Stylish Kurta,Formal Set,1,232,86,119764,8.349754517217195e-06,0.004310344827586207,0.011627906976744186,6.0026062550120285
Formal Set,Stylish Kurta,1,86,232,119764,8.349754517217195e-06,0.011627906976744186,0.004310344827586207,6.0026062550120285
Elegant Set,Designer Set,1,104,192,119764,8.349754517217195e-06,0.009615384615384616,0.005208333333333333,5.9977964743589745
Designer Set,Elegant Set,1,192,104,119764,8.349754517217195e-06,0.005208333333333333,0.009615384615384616,5.9977964743589745
Evening Dress,Evening Dress,1,135,148,119764,8.349754517217195e-06,0.007407407407407408,0.006756756756756757,5.994194194194194
Evening Dress,Evening Dress,1,148,135,119764,8.349754517217195e-06,0.006756756756756757,0.007407407407407408,5.994194194194194
Casual Top,Formal Set,1,102,196,119764,8.349754517217195e-06,0.00980392156862745,0.00510204081632653,5.990596238495398
Formal Set,Casual Top,1,196,102,119764,8.349754517217195e-06,0.00510204081632653,0.00980392156862745,5.990596238495398
Elegant Set,Designer Set,3,343,175,119764,2.5049263551651582e-05,0.008746355685131196,0.017142857142857144,5.985705955851729
Designer Set,Elegant Set,3,175,343,119764,2.5049263551651582e-05,0.017142857142857144,0.008746355685131196,5.985705955851729
Formal Top,Elegant Set,1,52,385,119764,8.349754517217195e-06,0.019230769230769232,0.0025974025974025974,5.982217782217783
Elegant Set,Elegant Set,1,52,385,119764,8.349754517217195e-06,0.019230769230769232,0.0025974025974025974,5.982217782217783
Elegant Set,Formal Top,1,385,52,119764,8.349754517217195e-06,0.0025974025974025974,0.019230769230769232,5.982217782217782
Elegant Set,Elegant Set,1,385,52,119764,8.349754517217195e-06,0.0025974025974025974,0.019230769230769232,5.982217782217782
Cocktail Dress,Elegant Set,1,71,282,119764,8.349754517217195e-06,0.014084507042253521,0.0035460992907801418,5.981620217760464
Elegant Set,Cocktail Dress,1,282,71,119764,8.349754517217195e-06,0.0035460992907801418,0.014084507042253521,5.981620217760463
Designer Kurta,Evening Dress,3,103,586,119764,2.5049263551651582e-05,0.02912621359223301,0.005119453924914676,5.9526823287716635
Evening Dress,Designer Kurta,3,586,103,119764,2.5049263551651582e-05,0.005119453924914676,0.02912621359223301,5.952682328771663
Elegant Set,Designer Kurta,1,122,165,119764,8.349754517217195e-06,0.00819672131147541,0.006060606060606061,5.9495280675608555
Designer Kurta,Elegant Set,1,165,122,119764,8.349754517217195e-06,0.006060606060606061,0.00819672131147541,5.949528067560854
Casual Dress,Casual Dress,1,208,97,119764,8.349754517217195e-06,0.004807692307692308,0.010309278350515464,5.935963521015068
Casual Dress,Casual Dress,1,97,208,119764,8.349754517217195e-06,0.010309278350515464,0.004807692307692308,5.935963521015068
Stylish Kurta,Designer Kurta,2,245,165,119764,1.669950903443439e-05,0.00816326530612245,0.012121212121212121,5.925244279529995
Designer Kurta,Stylish Kurta,2,165,245,119764,1.669950903443439e-05,0.012121212121212121,0.00816326530612245,5.925244279529994
Designer Set,Elegant Set,1,170,119,119764,8.349754517217195e-06,0.0058823529411764705,0.008403361344537815,5.920118635689571
Elegant Set,Designer Set,1,119,170,119764,8.349754517217195e-06,0.008403361344537815,0.0058823529411764705,5.920118635689569
Casual Kurta,Formal Set,1,138,147,119764,8.349754517217195e-06,0.007246376811594203,0.006802721088435374,5.903776003154886
Formal Set,Casual Kurta,1,147,138,119764,8.349754517217195e-06,0.006802721088435374,0.007246376811594203,5.903776003154885
Stylish Kurta,Casual Kurta,1,201,101,119764,8.349754517217195e-06,0.004975124378109453,0.009900990099009901,5.899413821979213
Casual Kurta,Stylish Kurta,1,101,201,119764,8.349754517217195e-06,0.009900990099009901,0.004975124378109453,5.899413821979213
Designer Set,Casual Set,2,170,239,119764,1.669950903443439e-05,0.011764705882352941,0.008368200836820083,5.895348264828944
Casual Set,Designer Set,2,239,170,119764,1.669950903443439e-05,0.008368200836820083,0.011764705882352941,5.895348264828943
Cotton Kurta,Designer Kurta,1,140,146,119764,8.349754517217195e-06,0.007142857142857143,0.00684931506849315,5.859295499021526
Designer Kurta,Cotton Kurta,1,146,140,119764,8.349754517217195e-06,0.00684931506849315,0.007142857142857143,5.859295499021526
Designer Set,Casual Set,1,86,239,119764,8.349754517217195e-06,0.011627906976744186,0.0041841004184100415,5.826797703610003
Casual Set,Designer Set,1,239,86,119764,8.349754517217195e-06,0.0041841004184100415,0.011627906976744186,5.826797703610002
Designer Set,Elegant Set,1,243,85,119764,8.349754517217195e-06,0.00411522633744856,0.011764705882352941,5.798305495037521
Elegant Set,Designer Set,1,85,243,119764,8.349754517217195e-06,0.011764705882352941,0.00411522633744856,5.798305495037521
Summer Dress,Elegant Set,1,41,504,119764,8.349754517217195e-06,0.024390243902439025,0.001984126984126984,5.795780100658149
Elegant Set,Summer Dress,1,504,41,119764,8.349754517217195e-06,0.001984126984126984,0.024390243902439025,5.795780100658149
Elegant Set,Designer Set,4,272,304,119764,3.339901806886878e-05,0.014705882352941176,0.013157894736842105,5.793537151702787
Designer Set,Elegant Set,4,304,272,119764,3.339901806886878e-05,0.013157894736842105,0.014705882352941176,5.793537151702786
Designer Set,Elegant Set,1,296,70,119764,8.349754517217195e-06,0.0033783783783783786,0.014285714285714285,5.780115830115831
Elegant Set,Designer Set,1,70,296,119764,8.349754517217195e-06,0.014285714285714285,0.0033783783783783786,5.78011583011583
Designer Kurta,Casual Kurta,1,284,73,119764,8.349754517217195e-06,0.0035211267605633804,0.0136986301369863,5.776770210302913
Casual Kurta,Designer Kurta,1,73,284,119764,8.349754517217195e-06,0.0136986301369863,0.0035211267605633804,5.776770210302913
Casual Dress,Casual Dress,1,472,44,119764,8.349754517217195e-06,0.00211864406779661,0.022727272727272728,5.76675654853621
Casual Dress,Casual Dress,1,44,472,119764,8.349754517217195e-06,0.022727272727272728,0.00211864406779661,5.766756548536209
Casual Set,Casual Set,1,87,239,119764,8.349754517217195e-06,0.011494252873563218,0.0041841004184100415,5.7598230173616125
Casual Set,Casual Set,1,239,87,119764,8.349754517217195e-06,0.0041841004184100415,0.011494252873563218,5.759823017361612
Evening Dress,Cocktail Dress,1,772,27,119764,8.349754517217195e-06,0.0012953367875647669,0.037037037037037035,5.745730186144694
Cocktail Dress,Evening Dress,1,27,772,119764,8.349754517217195e-06,0.037037037037037035,0.0012953367875647669,5.745730186144693
Formal Set,Casual Set,1,148,141,119764,8.349754517217195e-06,0.006756756756756757,0.0070921985815602835,5.739122100824229
Casual Set,Formal Set,1,141,148,119764,8.349754517217195e-06,0.0070921985815602835,0.006756756756756757,5.739122100824228
Cocktail Dress,Evening Dress,3,107,586,119764,2.5049263551651582e-05,0.028037383177570093,0.005119453924914676,5.730152148256835
Evening Dress,Cocktail Dress,3,586,107,119764,2.5049263551651582e-05,0.005119453924914676,0.028037383177570093,5.730152148256834
Summer Dress,Casual Set,1,395,53,119764,8.349754517217195e-06,0.002531645569620253,0.018867924528301886,5.720754716981132
Casual Set,Summer Dress,1,53,395,119764,8.349754517217195e-06,0.018867924528301886,0.002531645569620253,5.720754716981132
Casual Kurta,Elegant Set,1,58,361,119764,8.349754517217195e-06,0.017241379310344827,0.002770083102493075,5.719935046327252
Elegant Set,Formal Set,1,361,58,119764,8.349754517217195e-06,0.002770083102493075,0.017241379310344827,5.719935046327252
Elegant Set,Casual Kurta,1,361,58,119764,8.349754517217195e-06,0.002770083102493075,0.017241379310344827,5.719935046327252
Formal Set,Elegant Set,1,58,361,119764,8.349754517217195e-06,0.017241379310344827,0.002770083102493075,5.719935046327252
Formal Set,Elegant Set,1,77,272,119764,8.349754517217195e-06,0.012987012987012988,0.003676470588235294,5.718296409472881
Elegant Set,Formal Set,1,272,77,119764,8.349754517217195e-06,0.003676470588235294,0.012987012987012988,5.71829640947288
Stylish Kurta,Stylish Kurta,1,75,280,119764,8.349754517217195e-06,0.013333333333333334,0.0035714285714285713,5.703047619047619
Stylish Kurta,Stylish Kurta,1,280,75,119764,8.349754517217195e-06,0.0035714285714285713,0.013333333333333334,5.703047619047618
Cotton Kurta,Cotton Kurta,1,186,113,119764,8.349754517217195e-06,0.005376344086021506,0.008849557522123894,5.698163478922829
Cotton Kurta,Cotton Kurta,1,113,186,119764,8.349754517217195e-06,0.008849557522123894,0.005376344086021506,5.698163478922828
Formal Set,Formal Set,1,143,147,119764,8.349754517217195e-06,0.006993006993006993,0.006802721088435374,5.69735026877884
Formal Set,Formal Set,1,147,143,119764,8.349754517217195e-06,0.006802721088435374,0.006993006993006993,5.69735026877884
Evening Dress,Casual Kurta,1,180,117,119764,8.349754517217195e-06,0.005555555555555556,0.008547008547008548,5.6867996201329545
Casual Kurta,Evening Dress,1,117,180,119764,8.349754517217195e-06,0.008547008547008548,0.005555555555555556,5.6867996201329545
Evening Dress,Evening Dress,1,36,586,119764,8.349754517217195e-06,0.027777777777777776,0.0017064846416382253,5.677095183921122
Evening Dress,Evening Dress,1,586,36,119764,8.349754517217195e-06,0.0017064846416382253,0.027777777777777776,5.677095183921122
Casual Set,Formal Set,1,179,118,119764,8.349754517217195e-06,0.00558659217877095,0.00847457627118644,5.670106997443424
Formal Set,Casual Set,1,118,179,119764,8.349754517217195e-06,0.00847457627118644,0.00558659217877095,5.6701069974434235
Elegant Set,Designer Set,2,174,243,119764,1.669950903443439e-05,0.011494252873563218,0.00823045267489712,5.665011115841256
Designer Set,Elegant Set,2,243,174,119764,1.669950903443439e-05,0.00823045267489712,0.011494252873563218,5.665011115841256
Cotton Kurta,Casual Kurta,1,175,121,119764,8.349754517217195e-06,0.005714285714285714,0.008264462809917356,5.655914994096813
Casual Kurta,Cotton Kurta,1,121,175,119764,8.349754517217195e-06,0.008264462809917356,0.005714285714285714,5.655914994096812
Cocktail Dress,Casual Dress,1,117,181,119764,8.349754517217195e-06,0.008547008547008548,0.0055248618784530384,5.65538083770128
Casual Dress,Cocktail Dress,1,181,117,119764,8.349754517217195e-06,0.0055248618784530384,0.008547008547008548,5.65538083770128
Casual Kurta,Formal Set,1,85,250,119764,8.349754517217195e-06,0.011764705882352941,0.004,5.635952941176471
Formal Set,Casual Kurta,1,250,85,119764,8.349754517217195e-06,0.004,0.011764705882352941,5.635952941176471
Casual Set,Elegant Set,1,179,119,119764,8.349754517217195e-06,0.00558659217877095,0.008403361344537815,5.622459039481715
Elegant Set,Casual Set,1,119,179,119764,8.349754517217195e-06,0.008403361344537815,0.00558659217877095,5.622459039481714
Cotton Kurta,Casual Kurta,1,225,95,119764,8.349754517217195e-06,0.0044444444444444444,0.010526315789473684,5.602994152046784
Casual Kurta,Cotton Kurta,1,95,225,119764,8.349754517217195e-06,0.010526315789473684,0.0044444444444444444,5.602994152046783
Cotton Kurta,Casual Set,1,153,140,119764,8.349754517217195e-06,0.006535947712418301,0.007142857142857143,5.591223155929039
Casual Set,Cotton Kurta,1,140,153,119764,8.349754517217195e-06,0.007142857142857143,0.006535947712418301,5.591223155929038
Summer Dress,Summer Dress,1,213,101,119764,8.349754517217195e-06,0.004694835680751174,0.009900990099009901,5.567052479895877
Summer Dress,Summer Dress,1,101,213,119764,8.349754517217195e-06,0.009900990099009901,0.004694835680751174,5.567052479895877
Evening Dress,Casual Kurta,1,156,138,119764,8.349754517217195e-06,0.00641025641025641,0.007246376811594203,5.563173541434411
Casual Kurta,Evening Dress,1,138,156,119764,8.349754517217195e-06,0.007246376811594203,0.00641025641025641,5.563173541434411
Casual Top,Casual Dress,1,74,291,119764,8.349754517217195e-06,0.013513513513513514,0.003436426116838488,5.561623479149253
Casual Dress,Casual Top,1,291,74,119764,8.349754517217195e-06,0.003436426116838488,0.013513513513513514,5.561623479149252
Stylish Kurta,Formal Set,1,280,77,119764,8.349754517217195e-06,0.0035714285714285713,0.012987012987012988,5.5549165120593695
Elegant Set,Casual Dress,1,385,56,119764,8.349754517217195e-06,0.0025974025974025974,0.017857142857142856,5.5549165120593695
Casual Kurta,Stylish Kurta,1,77,280,119764,8.349754517217195e-06,0.012987012987012988,0.0035714285714285713,5.5549165120593695
Stylish Kurta,Casual Kurta,1,280,77,119764,8.349754517217195e-06,0.0035714285714285713,0.012987012987012988,5.5549165120593695
Formal Set,Stylish Kurta,1,77,280,119764,8.349754517217195e-06,0.012987012987012988,0.0035714285714285713,5.5549165120593695
Casual Dress,Elegant Set,1,56,385,119764,8.349754517217195e-06,0.017857142857142856,0.0025974025974025974,5.5549165120593695
Evening Dress,Casual Kurta,1,772,28,119764,8.349754517217195e-06,0.0012953367875647669,0.03571428571428571,5.540525536639526
Casual Kurta,Evening Dress,1,28,772,119764,8.349754517217195e-06,0.03571428571428571,0.0012953367875647669,5.540525536639526
Designer Set,Stylish Kurta,1,243,89,119764,8.349754517217195e-06,0.00411522633744856,0.011235955056179775,5.5377074952605545
Stylish Kurta,Designer Set,1,89,243,119764,8.349754517217195e-06,0.011235955056179775,0.00411522633744856,5.537707495260554
Casual Kurta,Casual Set,1,121,179,119764,8.349754517217195e-06,0.008264462809917356,0.00558659217877095,5.529525832217554
Casual Set,Casual Kurta,1,179,121,119764,8.349754517217195e-06,0.00558659217877095,0.008264462809917356,5.529525832217554
Elegant Set,Cotton Kurta,1,361,60,119764,8.349754517217195e-06,0.002770083102493075,0.016666666666666666,5.52927054478301
Cotton Kurta,Elegant Set,1,60,361,119764,8.349754517217195e-06,0.016666666666666666,0.002770083102493075,5.52927054478301
Evening Dress,Stylish Kurta,1,116,187,119764,8.349754517217195e-06,0.008620689655172414,0.0053475935828877,5.521113774663471
Stylish Kurta,Evening Dress,1,187,116,119764,8.349754517217195e-06,0.0053475935828877,0.008620689655172414,5.52111377466347
Formal Set,Designer Set,1,334,65,119764,8.349754517217195e-06,0.0029940119760479044,0.015384615384615385,5.516536158452327
Designer Set,Formal Set,1,65,334,119764,8.349754517217195e-06,0.015384615384615385,0.0029940119760479044,5.516536158452327
Elegant Set,Stylish Kurta,1,174,125,119764,8.349754517217195e-06,0.005747126436781609,0.008,5.506390804597701
Stylish Kurta,Elegant Set,1,125,174,119764,8.349754517217195e-06,0.008,0.005747126436781609,5.506390804597701
Casual Set,Cotton Kurta,1,214,102,119764,8.349754517217195e-06,0.004672897196261682,0.00980392156862745,5.486714311892981
Cotton Kurta,Casual Set,1,102,214,119764,8.349754517217195e-06,0.00980392156862745,0.004672897196261682,5.486714311892981
Elegant Set,Casual Set,1,122,179,119764,8.349754517217195e-06,0.00819672131147541,0.00558659217877095,5.484201849986262
Casual Set,Elegant Set,1,179,122,119764,8.349754517217195e-06,0.00558659217877095,0.00819672131147541,5.484201849986262
Casual Kurta,Stylish Kurta,1,227,97,119764,8.349754517217195e-06,0.004405286343612335,0.010309278350515464,5.439120759344203
Stylish Kurta,Casual Kurta,1,97,227,119764,8.349754517217195e-06,0.010309278350515464,0.004405286343612335,5.439120759344203
Cotton Kurta,Stylish Kurta,1,118,187,119764,8.349754517217195e-06,0.00847457627118644,0.0053475935828877,5.427535575092904
Stylish Kurta,Cotton Kurta,1,187,118,119764,8.349754517217195e-06,0.0053475935828877,0.00847457627118644,5.427535575092903
Cotton Kurta,Designer Kurta,1,199,112,119764,8.349754517217195e-06,0.005025125628140704,0.008928571428571428,5.373474515434315
Designer Kurta,Cotton Kurta,1,112,199,119764,8.349754517217195e-06,0.008928571428571428,0.005025125628140704,5.373474515434314
Festival Dress,Stylish Kurta,1,91,245,119764,8.349754517217195e-06,0.01098901098901099,0.004081632653061225,5.371787396277194
Stylish Kurta,Festival Dress,1,245,91,119764,8.349754517217195e-06,0.004081632653061225,0.01098901098901099,5.371787396277193
Cotton Kurta,Cotton Kurta,1,199,113,119764,8.349754517217195e-06,0.005025125628140704,0.008849557522123894,5.3259216436163115
Cotton Kurta,Cotton Kurta,1,113,199,119764,8.349754517217195e-06,0.008849557522123894,0.005025125628140704,5.3259216436163115
Stylish Kurta,Evening Dress,1,138,163,119764,8.349754517217195e-06,0.007246376811594203,0.006134969325153374,5.324264248243976
Evening Dress,Casual Kurta,1,163,138,119764,8.349754517217195e-06,0.006134969325153374,0.007246376811594203,5.324264248243976
Casual Kurta,Evening Dress,1,138,163,119764,8.349754517217195e-06,0.007246376811594203,0.006134969325153374,5.324264248243976
Evening Dress,Stylish Kurta,1,163,138,119764,8.349754517217195e-06,0.006134969325153374,0.007246376811594203,5.324264248243976
Formal Set,Casual Set,1,143,158,119764,8.349754517217195e-06,0.006993006993006993,0.006329113924050633,5.300699300699301
Casual Set,Formal Set,1,158,143,119764,8.349754517217195e-06,0.006329113924050633,0.006993006993006993,5.300699300699301
Stylish Kurta,Casual Kurta,1,109,208,119764,8.349754517217195e-06,0.009174311926605505,0.004807692307692308,5.282462949894143
Casual Kurta,Stylish Kurta,1,208,109,119764,8.349754517217195e-06,0.004807692307692308,0.009174311926605505,5.282462949894143
Designer Kurta,Casual Kurta,1,140,162,119764,8.349754517217195e-06,0.007142857142857143,0.006172839506172839,5.280599647266314
Casual Kurta,Designer Kurta,1,162,140,119764,8.349754517217195e-06,0.006172839506172839,0.007142857142857143,5.280599647266314
Designer Kurta,Elegant Set,1,59,385,119764,8.349754517217195e-06,0.01694915254237288,0.0025974025974025974,5.272463130090249
Elegant Set,Designer Kurta,1,385,59,119764,8.349754517217195e-06,0.0025974025974025974,0.01694915254237288,5.272463130090249
Designer Kurta,Elegant Set,1,59,385,119764,8.349754517217195e-06,0.01694915254237288,0.0025974025974025974,5.272463130090249
Elegant Set,Designer Kurta,1,385,59,119764,8.349754517217195e-06,0.0025974025974025974,0.01694915254237288,5.272463130090249
Designer Kurta,Stylish Kurta,1,122,187,119764,8.349754517217195e-06,0.00819672131147541,0.0053475935828877,5.249583589024284
Stylish Kurta,Designer Kurta,1,187,122,119764,8.349754517217195e-06,0.0053475935828877,0.00819672131147541,5.249583589024283
Evening Dress,Summer Dress,1,586,39,119764,8.349754517217195e-06,0.0017064846416382253,0.02564102564102564,5.240395554388729
Summer Dress,Evening Dress,1,39,586,119764,8.349754517217195e-06,0.02564102564102564,0.0017064846416382253,5.240395554388729
Cocktail Dress,Casual Kurta,1,653,35,119764,8.349754517217195e-06,0.0015313935681470138,0.02857142857142857,5.240166265587399
Casual Kurta,Cocktail Dress,1,35,653,119764,8.349754517217195e-06,0.02857142857142857,0.0015313935681470138,5.240166265587399
Cotton Kurta,Formal Set,1,109,210,119764,8.349754517217195e-06,0.009174311926605505,0.004761904761904762,5.23215377894277
Formal Set,Cotton Kurta,1,210,109,119764,8.349754517217195e-06,0.004761904761904762,0.009174311926605505,5.23215377894277
Casual Set,Elegant Set,1,60,385,119764,8.349754517217195e-06,0.016666666666666666,0.0025974025974025974,5.184588744588745
Elegant Set,Casual Set,1,385,60,119764,8.349754517217195e-06,0.0025974025974025974,0.016666666666666666,5.184588744588744
Casual Set,Formal Set,1,239,97,119764,8.349754517217195e-06,0.0041841004184100415,0.010309278350515464,5.1660268300047445
Formal Set,Casual Set,1,97,239,119764,8.349754517217195e-06,0.010309278350515464,0.0041841004184100415,5.1660268300047445
Designer Kurta,Casual Set,1,202,115,119764,8.349754517217195e-06,0.0049504950495049506,0.008695652173913044,5.155574687903573
Casual Set,Designer Kurta,1,115,202,119764,8.349754517217195e-06,0.008695652173913044,0.0049504950495049506,5.155574687903573
Designer Kurta,Casual Kurta,1,284,82,119764,8.349754517217195e-06,0.0035211267605633804,0.012195121951219513,5.142734455513569
Casual Kurta,Designer Kurta,1,82,284,119764,8.349754517217195e-06,0.012195121951219513,0.0035211267605633804,5.142734455513569
Designer Set,Formal Set,1,163,143,119764,8.349754517217195e-06,0.006134969325153374,0.006993006993006993,5.13810116264104
