item1,item2,pair_count,item1_count,item2_count,total_count,support,confidence_item1_to_item2,confidence_item2_to_item1,lift
Designer Kurta,Designer Set,1,10,18,119764,8.349754517217195e-06,0.1,0.05555555555555555,665.3555555555556
Casual Kurta,Casual Kurta,1,5,36,119764,8.349754517217195e-06,0.2,0.027777777777777776,665.3555555555556
Designer Set,Casual Kurta,1,10,18,119764,8.349754517217195e-06,0.1,0.05555555555555555,665.3555555555556
Silk Blouse,Designer Kurta,1,5,36,119764,8.349754517217195e-06,0.2,0.027777777777777776,665.3555555555556
Stylish Kurta,Casual Set,1,5,36,119764,8.349754517217195e-06,0.2,0.027777777777777776,665.3555555555556
Designer Set,Cotton Kurta,1,60,3,119764,8.349754517217195e-06,0.016666666666666666,0.3333333333333333,665.3555555555555
Designer Kurta,Designer Kurta,1,18,10,119764,8.349754517217195e-06,0.05555555555555555,0.1,665.3555555555555
Casual Kurta,Casual Kurta,1,30,6,119764,8.349754517217195e-06,0.03333333333333333,0.16666666666666666,665.3555555555555
Casual Kurta,Designer Set,1,12,15,119764,8.349754517217195e-06,0.08333333333333333,0.06666666666666667,665.3555555555555
Designer Set,Designer Set,1,30,6,119764,8.349754517217195e-06,0.03333333333333333,0.16666666666666666,665.3555555555555
Festival Dress,Formal Set,1,15,12,119764,8.349754517217195e-06,0.06666666666666667,0.08333333333333333,665.3555555555555
Cotton Kurta,Cotton Kurta,1,9,20,119764,8.349754517217195e-06,0.1111111111111111,0.05,665.3555555555555
Casual Set,Stylish Kurta,1,36,5,119764,8.349754517217195e-06,0.027777777777777776,0.2,665.3555555555555
Summer Top,Cocktail Dress,2,15,24,119764,1.669950903443439e-05,0.13333333333333333,0.08333333333333333,665.3555555555555
Formal Set,Casual Kurta,1,30,6,119764,8.349754517217195e-06,0.03333333333333333,0.16666666666666666,665.3555555555555
Designer Set,Designer Set,1,6,30,119764,8.349754517217195e-06,0.16666666666666666,0.03333333333333333,665.3555555555555
Elegant Set,Formal Set,1,9,20,119764,8.349754517217195e-06,0.1111111111111111,0.05,665.3555555555555
Cotton Kurta,Designer Set,1,3,60,119764,8.349754517217195e-06,0.3333333333333333,0.016666666666666666,665.3555555555555
Casual Kurta,Formal Set,1,9,20,119764,8.349754517217195e-06,0.1111111111111111,0.05,665.3555555555555
Cotton Kurta,Designer Kurta,1,30,6,119764,8.349754517217195e-06,0.03333333333333333,0.16666666666666666,665.3555555555555
Cotton Kurta,Stylish Kurta,3,9,60,119764,2.5049263551651582e-05,0.3333333333333333,0.05,665.3555555555555
Casual Kurta,Cotton Kurta,1,9,20,119764,8.349754517217195e-06,0.1111111111111111,0.05,665.3555555555555
Casual Kurta,Stylish Kurta,1,45,4,119764,8.349754517217195e-06,0.022222222222222223,0.25,665.3555555555555
Cotton Kurta,Designer Kurta,1,18,10,119764,8.349754517217195e-06,0.05555555555555555,0.1,665.3555555555555
Summer Top,Designer Top,1,36,5,119764,8.349754517217195e-06,0.027777777777777776,0.2,665.3555555555555
Elegant Set,Stylish Kurta,1,18,10,119764,8.349754517217195e-06,0.05555555555555555,0.1,665.3555555555555
Elegant Set,Elegant Set,1,9,20,119764,8.349754517217195e-06,0.1111111111111111,0.05,665.3555555555555
Designer Kurta,Casual Set,1,18,10,119764,8.349754517217195e-06,0.05555555555555555,0.1,665.3555555555555
Casual Top,Casual Top,1,12,15,119764,8.349754517217195e-06,0.08333333333333333,0.06666666666666667,665.3555555555555
Formal Set,Formal Set,1,12,15,119764,8.349754517217195e-06,0.08333333333333333,0.06666666666666667,665.3555555555555
Cocktail Dress,Summer Top,2,24,15,119764,1.669950903443439e-05,0.08333333333333333,0.13333333333333333,665.3555555555555
Casual Kurta,Formal Set,1,6,30,119764,8.349754517217195e-06,0.16666666666666666,0.03333333333333333,665.3555555555555
Casual Kurta,Casual Kurta,1,6,30,119764,8.349754517217195e-06,0.16666666666666666,0.03333333333333333,665.3555555555555
Casual Kurta,Designer Set,1,18,10,119764,8.349754517217195e-06,0.05555555555555555,0.1,665.3555555555555
Formal Set,Festival Dress,1,12,15,119764,8.349754517217195e-06,0.08333333333333333,0.06666666666666667,665.3555555555555
Stylish Kurta,Designer Kurta,1,18,10,119764,8.349754517217195e-06,0.05555555555555555,0.1,665.3555555555555
Casual Kurta,Casual Kurta,1,36,5,119764,8.349754517217195e-06,0.027777777777777776,0.2,665.3555555555555
Designer Kurta,Cotton Kurta,1,6,30,119764,8.349754517217195e-06,0.16666666666666666,0.03333333333333333,665.3555555555555
Cotton Kurta,Casual Kurta,1,6,30,119764,8.349754517217195e-06,0.16666666666666666,0.03333333333333333,665.3555555555555
Formal Set,Formal Set,1,15,12,119764,8.349754517217195e-06,0.06666666666666667,0.08333333333333333,665.3555555555555
Cotton Kurta,Cotton Kurta,1,12,15,119764,8.349754517217195e-06,0.08333333333333333,0.06666666666666667,665.3555555555555
Casual Kurta,Stylish Kurta,1,12,15,119764,8.349754517217195e-06,0.08333333333333333,0.06666666666666667,665.3555555555555
Cotton Kurta,Designer Kurta,1,18,10,119764,8.349754517217195e-06,0.05555555555555555,0.1,665.3555555555555
Casual Kurta,Cotton Kurta,1,30,6,119764,8.349754517217195e-06,0.03333333333333333,0.16666666666666666,665.3555555555555
Casual Top,Casual Top,1,15,12,119764,8.349754517217195e-06,0.06666666666666667,0.08333333333333333,665.3555555555555
Designer Kurta,Silk Blouse,1,36,5,119764,8.349754517217195e-06,0.027777777777777776,0.2,665.3555555555555
Stylish Kurta,Casual Kurta,1,15,12,119764,8.349754517217195e-06,0.06666666666666667,0.08333333333333333,665.3555555555555
Stylish Kurta,Designer Kurta,1,18,10,119764,8.349754517217195e-06,0.05555555555555555,0.1,665.3555555555555
Cotton Kurta,Cotton Kurta,1,15,12,119764,8.349754517217195e-06,0.06666666666666667,0.08333333333333333,665.3555555555555
Designer Set,Casual Kurta,1,15,12,119764,8.349754517217195e-06,0.06666666666666667,0.08333333333333333,665.3555555555555
Summer Dress,Cocktail Dress,1,18,10,119764,8.349754517217195e-06,0.05555555555555555,0.1,665.3555555555555
Designer Set,Designer Kurta,1,18,10,119764,8.349754517217195e-06,0.05555555555555555,0.1,665.3555555555555
Designer Kurta,Designer Kurta,2,19,19,119764,1.669950903443439e-05,0.10526315789473684,0.10526315789473684,663.5124653739613
Designer Kurta,Designer Kurta,2,19,19,119764,1.669950903443439e-05,0.10526315789473684,0.10526315789473684,663.5124653739613
Stylish Kurta,Stylish Kurta,1,26,7,119764,8.349754517217195e-06,0.038461538461538464,0.14285714285714285,658.0439560439561
Cotton Kurta,Casual Kurta,1,26,7,119764,8.349754517217195e-06,0.038461538461538464,0.14285714285714285,658.0439560439561
Casual Set,Designer Set,1,26,7,119764,8.349754517217195e-06,0.038461538461538464,0.14285714285714285,658.0439560439561
Cotton Kurta,Stylish Kurta,1,13,14,119764,8.349754517217195e-06,0.07692307692307693,0.07142857142857142,658.0439560439561
Cotton Kurta,Stylish Kurta,1,13,14,119764,8.349754517217195e-06,0.07692307692307693,0.07142857142857142,658.0439560439561
Cotton Kurta,Stylish Kurta,1,13,14,119764,8.349754517217195e-06,0.07692307692307693,0.07142857142857142,658.0439560439561
Casual Set,Designer Set,1,13,14,119764,8.349754517217195e-06,0.07692307692307693,0.07142857142857142,658.0439560439561
Casual Set,Elegant Set,1,13,14,119764,8.349754517217195e-06,0.07692307692307693,0.07142857142857142,658.0439560439561
Cotton Kurta,Stylish Kurta,1,13,14,119764,8.349754517217195e-06,0.07692307692307693,0.07142857142857142,658.0439560439561
Elegant Set,Elegant Set,1,13,14,119764,8.349754517217195e-06,0.07692307692307693,0.07142857142857142,658.0439560439561
Elegant Set,Formal Set,1,13,14,119764,8.349754517217195e-06,0.07692307692307693,0.07142857142857142,658.0439560439561
Cotton Kurta,Cotton Kurta,1,26,7,119764,8.349754517217195e-06,0.038461538461538464,0.14285714285714285,658.0439560439561
Casual Kurta,Casual Kurta,1,13,14,119764,8.349754517217195e-06,0.07692307692307693,0.07142857142857142,658.0439560439561
Designer Set,Designer Set,1,26,7,119764,8.349754517217195e-06,0.038461538461538464,0.14285714285714285,658.0439560439561
Designer Top,Stylish Kurta,1,13,14,119764,8.349754517217195e-06,0.07692307692307693,0.07142857142857142,658.0439560439561
Casual Kurta,Cotton Kurta,1,7,26,119764,8.349754517217195e-06,0.14285714285714285,0.038461538461538464,658.043956043956
Stylish Kurta,Cotton Kurta,1,14,13,119764,8.349754517217195e-06,0.07142857142857142,0.07692307692307693,658.043956043956
Stylish Kurta,Designer Top,1,14,13,119764,8.349754517217195e-06,0.07142857142857142,0.07692307692307693,658.043956043956
Elegant Set,Elegant Set,1,14,13,119764,8.349754517217195e-06,0.07142857142857142,0.07692307692307693,658.043956043956
Stylish Kurta,Cotton Kurta,1,14,13,119764,8.349754517217195e-06,0.07142857142857142,0.07692307692307693,658.043956043956
Designer Set,Designer Set,1,7,26,119764,8.349754517217195e-06,0.14285714285714285,0.038461538461538464,658.043956043956
Stylish Kurta,Stylish Kurta,1,7,26,119764,8.349754517217195e-06,0.14285714285714285,0.038461538461538464,658.043956043956
Elegant Set,Casual Set,1,14,13,119764,8.349754517217195e-06,0.07142857142857142,0.07692307692307693,658.043956043956
Cotton Kurta,Cotton Kurta,1,7,26,119764,8.349754517217195e-06,0.14285714285714285,0.038461538461538464,658.043956043956
Stylish Kurta,Cotton Kurta,1,14,13,119764,8.349754517217195e-06,0.07142857142857142,0.07692307692307693,658.043956043956
Designer Set,Casual Set,1,7,26,119764,8.349754517217195e-06,0.14285714285714285,0.038461538461538464,658.043956043956
Designer Set,Casual Set,1,14,13,119764,8.349754517217195e-06,0.07142857142857142,0.07692307692307693,658.043956043956
Stylish Kurta,Cotton Kurta,1,14,13,119764,8.349754517217195e-06,0.07142857142857142,0.07692307692307693,658.043956043956
Casual Kurta,Casual Kurta,1,14,13,119764,8.349754517217195e-06,0.07142857142857142,0.07692307692307693,658.043956043956
Formal Set,Elegant Set,1,14,13,119764,8.349754517217195e-06,0.07142857142857142,0.07692307692307693,658.043956043956
Designer Kurta,Casual Kurta,1,8,23,119764,8.349754517217195e-06,0.125,0.043478260869565216,650.8913043478261
Formal Set,Elegant Set,1,8,23,119764,8.349754517217195e-06,0.125,0.043478260869565216,650.8913043478261
Casual Set,Formal Set,2,16,23,119764,1.669950903443439e-05,0.125,0.08695652173913043,650.8913043478261
Casual Kurta,Cotton Kurta,1,4,46,119764,8.349754517217195e-06,0.25,0.021739130434782608,650.8913043478261
Designer Top,Elegant Set,1,8,23,119764,8.349754517217195e-06,0.125,0.043478260869565216,650.8913043478261
Formal Set,Stylish Kurta,1,8,23,119764,8.349754517217195e-06,0.125,0.043478260869565216,650.8913043478261
Cotton Kurta,Formal Set,1,8,23,119764,8.349754517217195e-06,0.125,0.043478260869565216,650.8913043478261
Designer Kurta,Formal Set,1,8,23,119764,8.349754517217195e-06,0.125,0.043478260869565216,650.8913043478261
Casual Kurta,Designer Kurta,1,23,8,119764,8.349754517217195e-06,0.043478260869565216,0.125,650.891304347826
Formal Set,Cotton Kurta,1,23,8,119764,8.349754517217195e-06,0.043478260869565216,0.125,650.891304347826
Elegant Set,Designer Top,1,23,8,119764,8.349754517217195e-06,0.043478260869565216,0.125,650.891304347826
Elegant Set,Formal Set,1,23,8,119764,8.349754517217195e-06,0.043478260869565216,0.125,650.891304347826
Stylish Kurta,Formal Set,1,23,8,119764,8.349754517217195e-06,0.043478260869565216,0.125,650.891304347826
Formal Set,Casual Set,2,23,16,119764,1.669950903443439e-05,0.08695652173913043,0.125,650.891304347826
Cotton Kurta,Casual Kurta,1,46,4,119764,8.349754517217195e-06,0.021739130434782608,0.25,650.891304347826
Formal Set,Designer Kurta,1,23,8,119764,8.349754517217195e-06,0.043478260869565216,0.125,650.891304347826
Designer Set,Casual Kurta,1,37,5,119764,8.349754517217195e-06,0.02702702702702703,0.2,647.372972972973
Designer Top,Stylish Kurta,1,5,37,119764,8.349754517217195e-06,0.2,0.02702702702702703,647.372972972973
Casual Set,Designer Set,1,5,37,119764,8.349754517217195e-06,0.2,0.02702702702702703,647.372972972973
Casual Kurta,Designer Set,1,5,37,119764,8.349754517217195e-06,0.2,0.02702702702702703,647.372972972973
Designer Set,Casual Set,1,37,5,119764,8.349754517217195e-06,0.02702702702702703,0.2,647.372972972973
Stylish Kurta,Designer Top,1,37,5,119764,8.349754517217195e-06,0.02702702702702703,0.2,647.372972972973
Cotton Kurta,Stylish Kurta,1,31,6,119764,8.349754517217195e-06,0.03225806451612903,0.16666666666666666,643.8924731182796
Casual Kurta,Cotton Kurta,1,62,3,119764,8.349754517217195e-06,0.016129032258064516,0.3333333333333333,643.8924731182796
Designer Set,Casual Kurta,1,31,6,119764,8.349754517217195e-06,0.03225806451612903,0.16666666666666666,643.8924731182796
Stylish Kurta,Cotton Kurta,1,6,31,119764,8.349754517217195e-06,0.16666666666666666,0.03225806451612903,643.8924731182794
Casual Kurta,Designer Set,1,6,31,119764,8.349754517217195e-06,0.16666666666666666,0.03225806451612903,643.8924731182794
Cotton Kurta,Casual Kurta,1,3,62,119764,8.349754517217195e-06,0.3333333333333333,0.016129032258064516,643.8924731182794
Cocktail Dress,Cocktail Dress,1,11,17,119764,8.349754517217195e-06,0.09090909090909091,0.058823529411764705,640.4491978609626
Casual Top,Summer Dress,1,11,17,119764,8.349754517217195e-06,0.09090909090909091,0.058823529411764705,640.4491978609626
Elegant Set,Elegant Set,1,17,11,119764,8.349754517217195e-06,0.058823529411764705,0.09090909090909091,640.4491978609626
Designer Kurta,Casual Kurta,1,11,17,119764,8.349754517217195e-06,0.09090909090909091,0.058823529411764705,640.4491978609626
Casual Kurta,Stylish Kurta,1,11,17,119764,8.349754517217195e-06,0.09090909090909091,0.058823529411764705,640.4491978609626
Cocktail Dress,Cocktail Dress,1,17,11,119764,8.349754517217195e-06,0.058823529411764705,0.09090909090909091,640.4491978609626
Designer Kurta,Designer Kurta,1,11,17,119764,8.349754517217195e-06,0.09090909090909091,0.058823529411764705,640.4491978609626
Casual Top,Designer Top,1,11,17,119764,8.349754517217195e-06,0.09090909090909091,0.058823529411764705,640.4491978609626
Elegant Set,Elegant Set,1,11,17,119764,8.349754517217195e-06,0.09090909090909091,0.058823529411764705,640.4491978609626
Designer Kurta,Designer Kurta,1,11,17,119764,8.349754517217195e-06,0.09090909090909091,0.058823529411764705,640.4491978609626
Designer Kurta,Designer Kurta,1,17,11,119764,8.349754517217195e-06,0.058823529411764705,0.09090909090909091,640.4491978609626
Designer Kurta,Designer Kurta,1,11,17,119764,8.349754517217195e-06,0.09090909090909091,0.058823529411764705,640.4491978609626
Cotton Kurta,Cotton Kurta,1,17,11,119764,8.349754517217195e-06,0.058823529411764705,0.09090909090909091,640.4491978609626
Designer Kurta,Designer Kurta,1,17,11,119764,8.349754517217195e-06,0.058823529411764705,0.09090909090909091,640.4491978609626
Stylish Kurta,Casual Set,1,17,11,119764,8.349754517217195e-06,0.058823529411764705,0.09090909090909091,640.4491978609626
Summer Dress,Casual Top,1,17,11,119764,8.349754517217195e-06,0.058823529411764705,0.09090909090909091,640.4491978609626
Designer Top,Casual Top,1,17,11,119764,8.349754517217195e-06,0.058823529411764705,0.09090909090909091,640.4491978609626
Casual Set,Stylish Kurta,1,11,17,119764,8.349754517217195e-06,0.09090909090909091,0.058823529411764705,640.4491978609626
Casual Kurta,Designer Kurta,1,17,11,119764,8.349754517217195e-06,0.058823529411764705,0.09090909090909091,640.4491978609626
Designer Kurta,Designer Kurta,1,17,11,119764,8.349754517217195e-06,0.058823529411764705,0.09090909090909091,640.4491978609626
Stylish Kurta,Casual Kurta,1,17,11,119764,8.349754517217195e-06,0.058823529411764705,0.09090909090909091,640.4491978609626
Cotton Kurta,Cotton Kurta,1,11,17,119764,8.349754517217195e-06,0.09090909090909091,0.058823529411764705,640.4491978609626
Designer Top,Designer Set,1,47,4,119764,8.349754517217195e-06,0.02127659574468085,0.25,637.0425531914893
Designer Set,Formal Set,1,47,4,119764,8.349754517217195e-06,0.02127659574468085,0.25,637.0425531914893
Designer Set,Casual Set,1,4,47,119764,8.349754517217195e-06,0.25,0.02127659574468085,637.0425531914893
Designer Set,Designer Top,1,4,47,119764,8.349754517217195e-06,0.25,0.02127659574468085,637.0425531914893
Casual Set,Designer Set,1,47,4,119764,8.349754517217195e-06,0.02127659574468085,0.25,637.0425531914893
Formal Set,Designer Set,1,4,47,119764,8.349754517217195e-06,0.25,0.02127659574468085,637.0425531914893
Stylish Kurta,Casual Kurta,1,21,9,119764,8.349754517217195e-06,0.047619047619047616,0.1111111111111111,633.6719576719577
Cotton Kurta,Elegant Set,1,27,7,119764,8.349754517217195e-06,0.037037037037037035,0.14285714285714285,633.6719576719577
Casual Kurta,Stylish Kurta,1,9,21,119764,8.349754517217195e-06,0.1111111111111111,0.047619047619047616,633.6719576719577
Casual Dress,Cocktail Dress,1,7,27,119764,8.349754517217195e-06,0.14285714285714285,0.037037037037037035,633.6719576719577
Stylish Kurta,Designer Kurta,1,27,7,119764,8.349754517217195e-06,0.037037037037037035,0.14285714285714285,633.6719576719577
Stylish Kurta,Stylish Kurta,1,7,27,119764,8.349754517217195e-06,0.14285714285714285,0.037037037037037035,633.6719576719577
Casual Top,Designer Top,1,21,9,119764,8.349754517217195e-06,0.047619047619047616,0.1111111111111111,633.6719576719577
Casual Kurta,Stylish Kurta,1,9,21,119764,8.349754517217195e-06,0.1111111111111111,0.047619047619047616,633.6719576719577
Designer Kurta,Casual Kurta,1,7,27,119764,8.349754517217195e-06,0.14285714285714285,0.037037037037037035,633.6719576719577
Casual Set,Formal Set,1,27,7,119764,8.349754517217195e-06,0.037037037037037035,0.14285714285714285,633.6719576719577
Elegant Set,Formal Set,2,18,21,119764,1.669950903443439e-05,0.1111111111111111,0.09523809523809523,633.6719576719577
Casual Kurta,Cotton Kurta,2,18,21,119764,1.669950903443439e-05,0.1111111111111111,0.09523809523809523,633.6719576719577
Stylish Kurta,Casual Kurta,1,21,9,119764,8.349754517217195e-06,0.047619047619047616,0.1111111111111111,633.6719576719577
Summer Top,Cotton Kurta,1,7,27,119764,8.349754517217195e-06,0.14285714285714285,0.037037037037037035,633.6719576719577
Elegant Set,Cotton Kurta,1,7,27,119764,8.349754517217195e-06,0.14285714285714285,0.037037037037037035,633.6719576719577
Designer Top,Casual Top,1,9,21,119764,8.349754517217195e-06,0.1111111111111111,0.047619047619047616,633.6719576719577
Casual Kurta,Stylish Kurta,1,21,9,119764,8.349754517217195e-06,0.047619047619047616,0.1111111111111111,633.6719576719577
Designer Kurta,Stylish Kurta,1,7,27,119764,8.349754517217195e-06,0.14285714285714285,0.037037037037037035,633.6719576719577
Stylish Kurta,Casual Kurta,1,9,21,119764,8.349754517217195e-06,0.1111111111111111,0.047619047619047616,633.6719576719577
Cotton Kurta,Casual Kurta,2,21,18,119764,1.669950903443439e-05,0.09523809523809523,0.1111111111111111,633.6719576719577
Formal Set,Designer Set,1,27,7,119764,8.349754517217195e-06,0.037037037037037035,0.14285714285714285,633.6719576719577
Designer Kurta,Designer Kurta,1,9,21,119764,8.349754517217195e-06,0.1111111111111111,0.047619047619047616,633.6719576719577
Designer Blouse,Cotton Blouse,1,9,21,119764,8.349754517217195e-06,0.1111111111111111,0.047619047619047616,633.6719576719577
Stylish Kurta,Stylish Kurta,1,27,7,119764,8.349754517217195e-06,0.037037037037037035,0.14285714285714285,633.6719576719577
Cotton Kurta,Summer Top,1,27,7,119764,8.349754517217195e-06,0.037037037037037035,0.14285714285714285,633.6719576719577
Cotton Blouse,Designer Blouse,1,21,9,119764,8.349754517217195e-06,0.047619047619047616,0.1111111111111111,633.6719576719577
Formal Set,Casual Set,1,7,27,119764,8.349754517217195e-06,0.14285714285714285,0.037037037037037035,633.6719576719577
Designer Kurta,Designer Kurta,1,21,9,119764,8.349754517217195e-06,0.047619047619047616,0.1111111111111111,633.6719576719577
Designer Set,Formal Set,1,7,27,119764,8.349754517217195e-06,0.14285714285714285,0.037037037037037035,633.6719576719577
Cocktail Dress,Casual Dress,1,27,7,119764,8.349754517217195e-06,0.037037037037037035,0.14285714285714285,633.6719576719577
Formal Set,Elegant Set,2,21,18,119764,1.669950903443439e-05,0.09523809523809523,0.1111111111111111,633.6719576719577
Casual Kurta,Designer Kurta,1,27,7,119764,8.349754517217195e-06,0.037037037037037035,0.14285714285714285,633.6719576719577
Cotton Kurta,Casual Kurta,1,10,19,119764,8.349754517217195e-06,0.1,0.05263157894736842,630.3368421052633
Designer Top,Summer Top,1,10,19,119764,8.349754517217195e-06,0.1,0.05263157894736842,630.3368421052633
Designer Top,Formal Top,1,5,38,119764,8.349754517217195e-06,0.2,0.02631578947368421,630.3368421052633
Formal Set,Cotton Kurta,1,10,19,119764,8.349754517217195e-06,0.1,0.05263157894736842,630.3368421052633
Evening Dress,Casual Top,1,10,19,119764,8.349754517217195e-06,0.1,0.05263157894736842,630.3368421052633
Cotton Kurta,Designer Kurta,1,10,19,119764,8.349754517217195e-06,0.1,0.05263157894736842,630.3368421052633
Designer Set,Casual Set,1,5,38,119764,8.349754517217195e-06,0.2,0.02631578947368421,630.3368421052633
Designer Kurta,Designer Kurta,1,10,19,119764,8.349754517217195e-06,0.1,0.05263157894736842,630.3368421052633
Cocktail Dress,Casual Dress,1,10,19,119764,8.349754517217195e-06,0.1,0.05263157894736842,630.3368421052633
Casual Kurta,Designer Kurta,2,20,19,119764,1.669950903443439e-05,0.1,0.10526315789473684,630.3368421052633
Casual Top,Evening Dress,1,19,10,119764,8.349754517217195e-06,0.05263157894736842,0.1,630.3368421052631
Designer Kurta,Designer Kurta,1,19,10,119764,8.349754517217195e-06,0.05263157894736842,0.1,630.3368421052631
Summer Top,Designer Top,1,19,10,119764,8.349754517217195e-06,0.05263157894736842,0.1,630.3368421052631
Designer Kurta,Casual Kurta,2,19,20,119764,1.669950903443439e-05,0.10526315789473684,0.1,630.3368421052631
Designer Kurta,Cotton Kurta,1,19,10,119764,8.349754517217195e-06,0.05263157894736842,0.1,630.3368421052631
Casual Kurta,Cotton Kurta,1,19,10,119764,8.349754517217195e-06,0.05263157894736842,0.1,630.3368421052631
Cotton Kurta,Formal Set,1,19,10,119764,8.349754517217195e-06,0.05263157894736842,0.1,630.3368421052631
Casual Set,Designer Set,1,38,5,119764,8.349754517217195e-06,0.02631578947368421,0.2,630.3368421052631
Formal Top,Designer Top,1,38,5,119764,8.349754517217195e-06,0.02631578947368421,0.2,630.3368421052631
Casual Dress,Cocktail Dress,1,19,10,119764,8.349754517217195e-06,0.05263157894736842,0.1,630.3368421052631
Stylish Kurta,Casual Set,1,16,12,119764,8.349754517217195e-06,0.0625,0.08333333333333333,623.7708333333333
Casual Kurta,Designer Kurta,1,24,8,119764,8.349754517217195e-06,0.041666666666666664,0.125,623.7708333333333
Casual Kurta,Stylish Kurta,1,24,8,119764,8.349754517217195e-06,0.041666666666666664,0.125,623.7708333333333
Casual Kurta,Cotton Kurta,1,4,48,119764,8.349754517217195e-06,0.25,0.020833333333333332,623.7708333333333
Casual Dress,Casual Dress,1,16,12,119764,8.349754517217195e-06,0.0625,0.08333333333333333,623.7708333333333
Designer Kurta,Stylish Kurta,1,6,32,119764,8.349754517217195e-06,0.16666666666666666,0.03125,623.7708333333333
Stylish Kurta,Cotton Kurta,1,8,24,119764,8.349754517217195e-06,0.125,0.041666666666666664,623.7708333333333
Casual Kurta,Stylish Kurta,1,24,8,119764,8.349754517217195e-06,0.041666666666666664,0.125,623.7708333333333
Casual Kurta,Designer Kurta,1,16,12,119764,8.349754517217195e-06,0.0625,0.08333333333333333,623.7708333333333
Cotton Kurta,Stylish Kurta,1,24,8,119764,8.349754517217195e-06,0.041666666666666664,0.125,623.7708333333333
Stylish Kurta,Stylish Kurta,1,16,12,119764,8.349754517217195e-06,0.0625,0.08333333333333333,623.7708333333333
Formal Set,Cotton Kurta,1,12,16,119764,8.349754517217195e-06,0.08333333333333333,0.0625,623.7708333333333
Casual Set,Stylish Kurta,1,12,16,119764,8.349754517217195e-06,0.08333333333333333,0.0625,623.7708333333333
Cotton Kurta,Formal Set,1,16,12,119764,8.349754517217195e-06,0.0625,0.08333333333333333,623.7708333333333
Casual Kurta,Formal Set,1,16,12,119764,8.349754517217195e-06,0.0625,0.08333333333333333,623.7708333333333
Cotton Kurta,Formal Set,1,16,12,119764,8.349754517217195e-06,0.0625,0.08333333333333333,623.7708333333333
Cotton Kurta,Designer Kurta,1,48,4,119764,8.349754517217195e-06,0.020833333333333332,0.25,623.7708333333333
Cotton Kurta,Stylish Kurta,1,24,8,119764,8.349754517217195e-06,0.041666666666666664,0.125,623.7708333333333
Designer Kurta,Cotton Kurta,1,8,24,119764,8.349754517217195e-06,0.125,0.041666666666666664,623.7708333333333
Stylish Kurta,Cotton Kurta,1,8,24,119764,8.349754517217195e-06,0.125,0.041666666666666664,623.7708333333333
Stylish Kurta,Stylish Kurta,1,12,16,119764,8.349754517217195e-06,0.08333333333333333,0.0625,623.7708333333333
Stylish Kurta,Stylish Kurta,1,16,12,119764,8.349754517217195e-06,0.0625,0.08333333333333333,623.7708333333333
Casual Set,Designer Set,1,16,12,119764,8.349754517217195e-06,0.0625,0.08333333333333333,623.7708333333333
Designer Set,Casual Set,1,8,24,119764,8.349754517217195e-06,0.125,0.041666666666666664,623.7708333333333
Designer Set,Formal Set,1,24,8,119764,8.349754517217195e-06,0.041666666666666664,0.125,623.7708333333333
Stylish Kurta,Cotton Kurta,1,16,12,119764,8.349754517217195e-06,0.0625,0.08333333333333333,623.7708333333333
Designer Set,Casual Set,1,24,8,119764,8.349754517217195e-06,0.041666666666666664,0.125,623.7708333333333
Formal Set,Elegant Set,1,16,12,119764,8.349754517217195e-06,0.0625,0.08333333333333333,623.7708333333333
Designer Kurta,Cotton Kurta,1,4,48,119764,8.349754517217195e-06,0.25,0.020833333333333332,623.7708333333333
Cotton Kurta,Stylish Kurta,1,12,16,119764,8.349754517217195e-06,0.08333333333333333,0.0625,623.7708333333333
Formal Set,Cotton Kurta,1,12,16,119764,8.349754517217195e-06,0.08333333333333333,0.0625,623.7708333333333
Designer Set,Casual Set,1,12,16,119764,8.349754517217195e-06,0.08333333333333333,0.0625,623.7708333333333
Casual Kurta,Stylish Kurta,1,8,24,119764,8.349754517217195e-06,0.125,0.041666666666666664,623.7708333333333
Designer Set,Formal Set,1,24,8,119764,8.349754517217195e-06,0.041666666666666664,0.125,623.7708333333333
Designer Kurta,Casual Kurta,1,8,24,119764,8.349754517217195e-06,0.125,0.041666666666666664,623.7708333333333
Cotton Kurta,Designer Kurta,1,24,8,119764,8.349754517217195e-06,0.041666666666666664,0.125,623.7708333333333
Cotton Kurta,Casual Kurta,1,48,4,119764,8.349754517217195e-06,0.020833333333333332,0.25,623.7708333333333
Stylish Kurta,Casual Kurta,1,24,8,119764,8.349754517217195e-06,0.041666666666666664,0.125,623.7708333333333
Elegant Set,Formal Set,1,12,16,119764,8.349754517217195e-06,0.08333333333333333,0.0625,623.7708333333333
Stylish Kurta,Casual Kurta,1,8,24,119764,8.349754517217195e-06,0.125,0.041666666666666664,623.7708333333333
Stylish Kurta,Casual Kurta,1,8,24,119764,8.349754517217195e-06,0.125,0.041666666666666664,623.7708333333333
Formal Set,Casual Kurta,1,12,16,119764,8.349754517217195e-06,0.08333333333333333,0.0625,623.7708333333333
Formal Set,Designer Set,1,8,24,119764,8.349754517217195e-06,0.125,0.041666666666666664,623.7708333333333
Designer Kurta,Casual Kurta,1,12,16,119764,8.349754517217195e-06,0.08333333333333333,0.0625,623.7708333333333
Casual Set,Designer Set,1,8,24,119764,8.349754517217195e-06,0.125,0.041666666666666664,623.7708333333333
